customer_id,total_spent,transaction_count,first_purchase,last_purchase
CUST12404,265.0,8,2023-03-27,2023-10-21
CUST12405,1429.26,15,2023-03-16,2024-01-01
CUST12406,1112.15,15,2023-01-11,2023-11-28
CUST12407,445.06,7,2023-02-18,2023-09-09
CUST12408,787.35,12,2023-02-09,2023-12-22
CUST12409,670.08,7,2023-08-01,2023-11-30
CUST12410,1230.83,13,2023-01-09,2023-12-03
CUST12411,601.82,8,2023-01-07,2023-09-28
CUST12412,539.9,8,2023-01-26,2023-12-21
CUST12413,505.23,9,2023-01-12,2023-11-05
CUST12414,725.08,6,2023-01-21,2023-11-15
CUST12415,820.63,10,2023-01-01,2023-12-13
CUST12416,1021.5,14,2023-01-05,2023-12-23
CUST12417,588.72,5,2023-01-10,2023-11-26
CUST12418,762.86,10,2023-01-07,2023-12-29
CUST12419,656.95,10,2023-01-09,2023-12-22
CUST12420,850.57,11,2023-01-10,2023-12-30
CUST12421,504.2,9,2023-01-09,2024-01-01
CUST12422,1455.69,13,2023-01-12,2023-12-09
CUST12423,532.08,10,2023-01-03,2023-11-16
CUST12424,967.57,11,2023-02-08,2023-12-08
CUST12425,299.71,9,2023-01-10,2023-11-29
CUST12426,340.37,6,2023-01-17,2023-12-16
CUST12427,472.28,4,2023-01-26,2023-10-28
CUST12428,497.1,7,2023-03-18,2023-12-16
CUST12429,294.88,8,2023-02-20,2023-12-14
CUST12430,1156.71,12,2023-01-19,2024-01-01
CUST12431,903.17,12,2023-01-06,2024-01-01
CUST12432,800.67,10,2023-01-11,2023-12-29
CUST12433,683.64,9,2023-02-02,2023-12-23
CUST12434,717.49,9,2023-01-03,2023-12-01
CUST12435,239.4,3,2023-03-17,2023-11-22
CUST12436,148.79,5,2023-02-07,2023-12-08
CUST12437,1356.18,15,2023-01-13,2023-12-02
CUST12438,588.3,7,2023-01-06,2023-10-20
CUST12439,975.04,14,2023-01-03,2023-12-03
CUST12440,482.04,9,2023-01-05,2023-12-12
CUST12441,843.09,11,2023-04-05,2023-12-20
CUST12442,1031.56,12,2023-01-16,2023-10-31
CUST12443,584.41,9,2023-01-07,2023-12-15
CUST12444,830.92,12,2023-03-11,2023-11-29
CUST12445,860.75,12,2023-02-01,2023-11-22
CUST12446,91.71,3,2023-04-16,2023-11-13
CUST12447,625.32,11,2023-01-26,2023-12-28
CUST12448,830.9,9,2023-01-15,2023-12-07
CUST12449,232.84,5,2023-02-15,2023-12-11
CUST12450,842.7,12,2023-01-05,2023-12-17
CUST12451,638.04,12,2023-02-03,2023-12-17
CUST12452,742.25,9,2023-01-20,2023-11-21
CUST12453,371.17,7,2023-01-05,2023-08-22
CUST12454,301.25,8,2023-03-26,2023-11-23
CUST12455,1104.58,8,2023-01-30,2023-10-09
CUST12456,867.82,15,2023-01-03,2023-12-28
CUST12457,706.16,8,2023-03-27,2023-12-24
CUST12458,979.1,13,2023-01-03,2023-10-12
CUST12459,1118.26,15,2023-01-03,2023-12-12
CUST12460,1259.52,12,2023-01-24,2023-12-08
CUST12461,812.71,15,2023-01-19,2023-12-22
CUST12462,776.77,12,2023-01-17,2023-11-20
CUST12463,1109.48,13,2023-01-05,2023-11-28
CUST12464,747.48,8,2023-01-01,2023-12-06
CUST12465,377.75,5,2023-01-07,2024-01-01
CUST12466,1184.72,11,2023-02-20,2023-12-27
CUST12467,1258.06,10,2023-01-13,2023-11-16
CUST12468,1114.5,12,2023-01-17,2023-12-11
CUST12469,745.56,9,2023-01-10,2023-12-25
CUST12470,525.19,10,2023-02-10,2023-10-09
CUST12471,574.25,7,2023-01-12,2023-11-13
CUST12472,94.16,3,2023-04-04,2023-09-16
CUST12473,1028.98,12,2023-01-03,2023-11-27
CUST12474,1069.52,12,2023-01-14,2023-09-10
CUST12475,181.4,5,2023-03-24,2023-12-11
CUST12476,697.69,11,2023-01-06,2023-11-16
CUST12477,563.4,8,2023-02-14,2023-12-29
CUST12478,939.91,10,2023-01-01,2023-11-08
CUST12479,778.63,12,2023-02-16,2023-11-04
CUST12480,290.03,6,2023-02-21,2023-11-25
CUST12481,1007.6,11,2023-01-01,2023-12-13
CUST12482,448.21,7,2023-03-26,2024-01-01
CUST12483,454.66,10,2023-01-16,2023-12-15
CUST12484,641.04,9,2023-01-12,2023-09-01
CUST12485,763.7,11,2023-01-29,2023-11-21
CUST12486,569.93,9,2023-01-13,2023-12-29
CUST12487,408.75,8,2023-01-05,2023-12-28
CUST12488,493.87,9,2023-01-31,2023-12-22
CUST12489,802.81,6,2023-02-26,2023-11-11
CUST12490,1098.52,10,2023-01-24,2023-11-22
CUST12491,630.64,11,2023-03-04,2023-12-18
CUST12492,443.36,10,2023-01-28,2023-11-15
CUST12493,659.45,9,2023-01-01,2023-11-13
CUST12494,738.5,9,2023-01-31,2023-09-19
CUST12495,904.73,8,2023-02-24,2023-11-08
CUST12496,753.93,8,2023-01-10,2023-12-14
CUST12497,584.94,7,2023-03-28,2023-10-17
CUST12498,606.48,9,2023-01-14,2023-11-29
CUST12499,481.05,9,2023-03-05,2023-12-27
CUST12500,682.69,8,2023-01-05,2023-12-17
CUST12501,508.66,9,2023-02-25,2023-12-21
CUST12502,1045.36,13,2023-01-16,2023-12-02
CUST12503,661.12,12,2023-02-07,2023-12-29
CUST12504,741.39,15,2023-01-07,2023-12-22
CUST12505,694.65,10,2023-02-16,2023-11-14
CUST12506,951.51,9,2023-01-31,2023-10-22
CUST12507,824.98,13,2023-02-27,2023-12-25
CUST12508,1004.67,12,2023-01-27,2023-10-31
CUST12509,881.23,8,2023-01-09,2023-11-13
CUST12510,462.15,6,2023-01-23,2023-11-19
CUST12511,604.61,12,2023-01-07,2023-09-08
CUST12512,696.92,7,2023-01-07,2023-09-11
CUST12513,834.44,9,2023-04-01,2023-11-14
CUST12514,676.2,11,2023-02-27,2023-12-17
CUST12515,438.97,5,2023-02-03,2023-12-28
CUST12516,677.06,9,2023-01-11,2023-12-18
CUST12517,764.44,10,2023-02-11,2023-12-26
CUST12518,1414.59,14,2023-01-02,2023-10-12
CUST12519,1158.37,13,2023-01-08,2023-12-09
CUST12520,267.76,8,2023-01-04,2023-12-26
CUST12521,167.99,5,2023-01-11,2023-12-01
CUST12522,489.39,8,2023-03-16,2023-11-29
CUST12523,754.94,7,2023-01-08,2023-12-02
CUST12524,838.79,8,2023-01-13,2023-12-07
CUST12525,812.51,13,2023-04-03,2023-12-27
CUST12526,803.88,9,2023-01-15,2023-12-25
CUST12527,849.63,13,2023-01-26,2023-11-29
CUST12528,283.21,7,2023-03-03,2023-09-20
CUST12529,496.06,7,2023-01-12,2023-11-09
CUST12530,545.52,10,2023-02-11,2023-12-21
CUST12531,353.64,9,2023-01-25,2023-12-04
CUST12532,537.12,12,2023-01-23,2023-12-08
CUST12533,654.35,9,2023-01-17,2023-10-19
CUST12534,706.93,13,2023-01-26,2023-12-27
CUST12535,1542.72,15,2023-01-15,2023-12-19
CUST12536,730.97,12,2023-01-10,2023-12-17
CUST12537,1222.22,16,2023-02-16,2023-11-18
CUST12538,431.46,8,2023-01-12,2023-12-25
CUST12539,367.07,8,2023-02-26,2023-12-03
CUST12540,1330.54,12,2023-01-11,2023-12-31
CUST12541,336.58,7,2023-02-27,2023-08-25
CUST12542,1047.94,12,2023-02-25,2023-12-25
CUST12543,616.55,12,2023-02-13,2023-12-10
CUST12544,784.46,7,2023-01-01,2023-12-21
CUST12545,726.27,12,2023-04-12,2023-12-23
CUST12546,1557.74,12,2023-02-17,2023-12-12
CUST12547,1013.93,13,2023-04-12,2023-10-16
CUST12548,779.65,12,2023-01-22,2023-12-11
CUST12549,679.02,10,2023-02-25,2023-11-22
CUST12550,564.87,11,2023-01-14,2023-10-08
CUST12551,555.64,8,2023-01-13,2023-12-20
CUST12552,974.65,13,2023-05-06,2023-12-29
CUST12553,809.24,13,2023-03-02,2023-12-31
CUST12554,655.33,10,2023-01-18,2023-12-09
CUST12555,573.17,9,2023-01-06,2023-12-29
CUST12556,697.68,9,2023-02-02,2023-12-30
CUST12557,1078.22,14,2023-01-02,2023-12-30
CUST12558,650.3,8,2023-01-08,2023-08-22
CUST12559,555.95,8,2023-01-27,2023-12-24
CUST12560,295.54,5,2023-03-24,2023-09-11
CUST12561,346.76,7,2023-01-06,2023-12-29
CUST12562,340.01,5,2023-01-30,2023-07-14
CUST12563,539.9,9,2023-02-11,2023-08-13
CUST12564,1593.26,12,2023-01-24,2023-12-19
CUST12565,1015.44,17,2023-01-03,2023-11-24
CUST12566,432.52,7,2023-01-13,2023-09-24
CUST12567,523.48,11,2023-01-01,2023-12-04
CUST12568,865.4,14,2023-01-31,2023-12-13
CUST12569,380.75,8,2023-01-10,2023-10-10
CUST12570,929.9,11,2023-02-07,2023-12-19
CUST12571,1069.68,9,2023-01-17,2023-10-19
CUST12572,1188.5,12,2023-01-05,2023-12-26
CUST12573,239.02,8,2023-03-06,2023-08-16
CUST12574,384.01,6,2023-05-30,2023-12-13
CUST12575,597.38,10,2023-02-25,2023-11-23
CUST12576,1014.92,13,2023-02-07,2023-12-09
CUST12577,495.87,8,2023-01-10,2023-12-14
CUST12578,872.7,11,2023-04-03,2023-11-05
CUST12579,1079.74,10,2023-01-15,2023-12-21
CUST12580,1009.24,10,2023-01-20,2023-11-21
CUST12581,860.44,11,2023-01-31,2023-12-13
CUST12582,646.18,10,2023-03-03,2024-01-01
CUST12583,483.58,7,2023-04-18,2023-12-24
CUST12584,569.19,9,2023-01-05,2023-12-07
CUST12585,467.47,8,2023-01-19,2023-11-12
CUST12586,665.1,6,2023-04-28,2023-12-25
CUST12587,687.77,6,2023-01-26,2023-11-21
CUST12588,1156.51,11,2023-02-02,2023-12-31
CUST12589,1244.69,11,2023-02-01,2023-11-28
CUST12590,948.01,12,2023-04-01,2023-11-26
CUST12591,652.26,8,2023-01-10,2023-12-09
CUST12592,398.24,7,2023-03-16,2023-11-07
CUST12593,375.29,5,2023-01-05,2023-11-07
CUST12594,706.9,12,2023-02-16,2023-12-04
CUST12595,348.3,7,2023-01-05,2023-11-20
CUST12596,461.99,6,2023-06-06,2023-11-10
CUST12597,933.46,11,2023-01-12,2023-12-17
CUST12598,517.72,9,2023-01-10,2023-10-29
CUST12599,1602.26,12,2023-01-06,2023-12-26
CUST12600,264.2,6,2023-01-05,2023-07-14
CUST12601,441.38,7,2023-02-14,2023-11-07
CUST12602,563.48,6,2023-01-28,2023-11-22
CUST12603,859.96,11,2023-01-22,2023-12-19
CUST12604,841.59,12,2023-02-21,2023-09-22
CUST12605,586.27,10,2023-01-14,2023-12-27
CUST12606,337.62,5,2023-06-04,2023-09-05
CUST12607,1633.94,21,2023-01-03,2023-12-24
CUST12608,682.74,9,2023-01-24,2023-12-08
CUST12609,1017.0,11,2023-02-11,2023-12-25
CUST12610,454.82,7,2023-02-10,2023-11-10
CUST12611,304.51,5,2023-04-26,2023-11-19
CUST12612,627.78,10,2023-01-02,2023-12-01
CUST12613,991.84,9,2023-01-08,2023-11-08
CUST12614,615.94,8,2023-01-14,2023-12-28
CUST12615,757.92,10,2023-01-01,2023-12-12
CUST12616,551.73,12,2023-01-21,2023-12-12
CUST12617,866.02,14,2023-01-06,2023-12-16
CUST12618,1254.27,13,2023-02-21,2023-10-31
CUST12619,636.56,13,2023-01-28,2023-11-17
CUST12620,1114.11,13,2023-02-13,2023-12-02
CUST12621,1037.37,10,2023-02-18,2023-10-01
CUST12622,1253.13,15,2023-01-04,2023-12-22
CUST12623,834.43,16,2023-01-04,2023-12-19
CUST12624,831.56,12,2023-01-20,2023-10-21
CUST12625,885.92,15,2023-01-23,2023-12-31
CUST12626,509.67,8,2023-02-22,2023-12-03
CUST12627,604.44,13,2023-01-13,2023-11-02
CUST12628,514.06,11,2023-01-13,2023-12-31
CUST12629,1182.05,15,2023-01-11,2023-12-28
CUST12630,1321.55,10,2023-05-30,2023-12-25
CUST12631,872.22,12,2023-04-16,2023-11-14
CUST12632,687.99,9,2023-01-22,2023-12-28
CUST12633,426.53,8,2023-01-24,2023-12-06
CUST12634,658.83,8,2023-01-25,2023-12-21
CUST12635,1586.96,15,2023-01-15,2023-12-06
CUST12636,1001.52,11,2023-02-21,2023-11-09
CUST12637,711.08,10,2023-01-21,2023-10-19
CUST12638,442.38,8,2023-01-03,2023-08-02
CUST12639,962.39,13,2023-02-09,2023-12-22
CUST12640,927.18,10,2023-01-21,2023-11-28
CUST12641,165.1,4,2023-02-28,2023-11-04
CUST12642,625.97,9,2023-02-09,2023-12-15
CUST12643,1477.1,15,2023-04-02,2023-12-27
CUST12644,371.31,5,2023-01-14,2023-12-09
CUST12645,503.38,10,2023-03-22,2023-12-30
CUST12646,844.1,13,2023-02-07,2023-12-07
CUST12647,1293.97,14,2023-02-02,2023-12-24
CUST12648,870.25,12,2023-01-24,2023-10-21
CUST12649,620.1,6,2023-04-23,2023-12-20
CUST12650,663.84,6,2023-01-26,2024-01-01
CUST12651,1169.08,13,2023-01-21,2023-12-12
CUST12652,453.42,8,2023-01-07,2023-09-03
CUST12653,790.23,9,2023-04-13,2023-12-22
CUST12654,1053.53,9,2023-01-25,2023-10-05
CUST12655,332.38,9,2023-01-13,2023-12-25
CUST12656,601.0,10,2023-01-12,2023-07-23
CUST12657,908.01,13,2023-02-07,2023-12-19
CUST12658,715.36,9,2023-04-07,2023-12-28
CUST12659,711.42,6,2023-01-16,2023-12-28
CUST12660,549.59,6,2023-07-04,2023-12-10
CUST12661,887.75,10,2023-02-03,2023-12-21
CUST12662,279.79,6,2023-04-20,2023-11-30
CUST12663,1219.38,11,2023-01-24,2023-12-17
CUST12664,725.4,9,2023-04-08,2023-10-08
CUST12665,1013.95,10,2023-01-17,2023-12-29
CUST12666,772.79,11,2023-02-13,2023-12-13
CUST12667,1223.0,14,2023-01-15,2023-12-17
CUST12668,926.33,12,2023-02-25,2023-12-13
CUST12669,933.49,9,2023-02-02,2023-11-18
CUST12670,852.7,11,2023-01-15,2023-12-29
CUST12671,934.59,12,2023-04-04,2023-10-31
CUST12672,845.32,12,2023-02-24,2023-11-28
CUST12673,686.42,10,2023-02-03,2023-12-20
CUST12674,703.76,8,2023-01-04,2023-12-02
CUST12675,2506.56,14,2023-01-10,2023-12-16
CUST12676,1450.96,14,2023-01-13,2023-12-23
CUST12677,872.83,11,2023-03-19,2023-12-18
CUST12678,333.71,9,2023-01-11,2023-12-12
CUST12679,728.11,10,2023-01-05,2023-12-27
CUST12680,566.83,10,2023-02-26,2023-12-05
CUST12681,1298.96,16,2023-01-21,2023-11-30
CUST12682,584.52,10,2023-01-18,2023-11-17
CUST12683,410.28,8,2023-01-03,2023-11-17
CUST12684,801.46,19,2023-01-08,2023-12-25
CUST12685,1190.96,13,2023-01-25,2023-12-29
CUST12686,240.96,7,2023-03-26,2023-10-17
CUST12687,562.79,7,2023-03-05,2023-11-15
CUST12688,819.67,12,2023-01-01,2023-09-03
CUST12689,340.8,9,2023-02-11,2023-11-09
CUST12690,590.83,8,2023-02-01,2023-08-22
CUST12691,1353.74,13,2023-01-10,2023-12-22
CUST12692,785.59,9,2023-01-30,2023-10-26
CUST12693,952.86,11,2023-01-30,2023-11-29
CUST12694,490.88,5,2023-01-15,2023-11-11
CUST12695,90.09,3,2023-01-30,2023-10-08
CUST12696,187.84,3,2023-06-15,2023-08-22
CUST12697,441.04,11,2023-01-20,2023-11-14
CUST12698,1249.77,11,2023-02-09,2023-11-15
CUST12699,1156.73,12,2023-01-09,2023-12-27
CUST12700,381.96,8,2023-01-18,2023-11-30
CUST12701,1079.78,13,2023-01-06,2023-12-20
CUST12702,1055.63,10,2023-03-17,2023-12-22
CUST12703,498.55,10,2023-02-04,2023-12-24
CUST12704,2064.42,14,2023-01-16,2023-12-05
CUST12705,509.22,10,2023-01-01,2023-12-12
CUST12706,416.08,10,2023-01-04,2023-11-13
CUST12707,1236.17,17,2023-02-11,2023-12-05
CUST12708,484.33,10,2023-03-31,2023-12-04
CUST12709,659.75,10,2023-01-29,2023-10-29
CUST12710,642.34,14,2023-01-30,2023-12-02
CUST12711,1003.06,8,2023-01-24,2023-09-17
CUST12712,562.22,10,2023-06-19,2023-12-26
CUST12713,1364.75,9,2023-01-27,2023-12-20
CUST12714,629.93,13,2023-01-20,2023-09-07
CUST12715,412.11,9,2023-04-13,2023-12-13
CUST12716,560.72,8,2023-03-06,2023-11-18
CUST12717,531.1,8,2023-02-02,2023-12-14
CUST12718,742.67,10,2023-03-15,2023-12-21
CUST12719,268.5,5,2023-03-14,2023-10-14
CUST12720,821.96,12,2023-01-29,2023-12-18
CUST12721,390.52,8,2023-01-08,2023-12-12
CUST12722,312.02,10,2023-01-25,2023-12-25
CUST12723,1055.79,13,2023-01-12,2023-12-22
CUST12724,947.57,7,2023-02-03,2023-12-31
CUST12725,406.31,5,2023-02-26,2023-09-08
CUST12726,739.47,15,2023-01-04,2023-12-26
CUST12727,1086.22,19,2023-04-01,2023-12-28
CUST12728,446.51,11,2023-02-27,2023-12-13
CUST12729,454.74,6,2023-03-06,2023-12-02
CUST12730,870.81,12,2023-01-06,2023-11-26
CUST12731,355.89,4,2023-03-01,2023-07-26
CUST12732,486.39,10,2023-01-22,2023-12-11
CUST12733,970.5,13,2023-02-08,2023-12-15
CUST12734,1617.59,16,2023-01-12,2023-11-28
CUST12735,472.53,7,2023-01-10,2023-12-19
CUST12736,576.76,13,2023-01-13,2023-12-17
CUST12737,771.2,7,2023-01-17,2023-11-20
CUST12738,1180.03,12,2023-02-11,2023-12-02
CUST12739,327.57,8,2023-03-11,2023-12-14
CUST12740,756.49,12,2023-01-15,2023-12-12
CUST12741,1190.52,13,2023-01-10,2023-12-31
CUST12742,764.79,9,2023-01-23,2023-10-17
CUST12743,1478.81,15,2023-02-26,2023-12-02
CUST12744,1204.99,9,2023-01-15,2023-07-22
CUST12745,686.78,10,2023-02-03,2023-12-24
CUST12746,791.37,13,2023-02-13,2023-12-22
CUST12747,567.17,9,2023-01-10,2023-12-19
CUST12748,704.15,9,2023-01-20,2023-11-18
CUST12749,1184.21,12,2023-03-13,2023-11-07
CUST12750,413.26,8,2023-04-03,2023-12-29
CUST12751,569.84,6,2023-01-02,2023-11-28
CUST12752,561.57,8,2023-02-11,2023-08-31
CUST12753,589.29,7,2023-02-22,2023-12-13
CUST12754,1279.39,15,2023-02-05,2023-11-22
CUST12755,620.46,9,2023-01-27,2023-11-24
CUST12756,400.07,5,2023-01-13,2023-09-14
CUST12757,882.26,13,2023-03-03,2023-12-04
CUST12758,796.12,10,2023-02-04,2023-11-07
CUST12759,1089.03,15,2023-01-13,2023-12-21
CUST12760,295.46,7,2023-03-09,2023-12-15
CUST12761,947.45,8,2023-02-08,2023-12-27
CUST12762,553.3,10,2023-01-06,2023-12-30
CUST12763,1376.47,20,2023-01-01,2023-12-12
CUST12764,435.7,9,2023-01-03,2023-12-01
CUST12765,909.45,15,2023-02-25,2023-12-17
CUST12766,453.81,9,2023-02-23,2023-12-30
CUST12767,1204.36,11,2023-01-01,2023-10-25
CUST12768,672.06,12,2023-01-01,2023-11-07
CUST12769,920.19,11,2023-04-24,2023-12-20
CUST12770,407.03,7,2023-03-12,2023-09-28
CUST12771,1136.6,11,2023-01-09,2023-12-10
CUST12772,1274.05,13,2023-01-16,2023-11-27
CUST12773,1024.59,11,2023-03-17,2023-12-17
CUST12774,665.06,8,2023-03-01,2023-12-04
CUST12775,473.1,7,2023-01-29,2024-01-01
CUST12776,1073.75,11,2023-02-05,2023-12-19
CUST12777,493.38,9,2023-01-28,2023-10-26
CUST12778,889.05,7,2023-01-23,2023-08-12
CUST12779,32.48,1,2023-05-30,2023-05-30
CUST12780,478.85,9,2023-01-29,2023-12-29
CUST12781,455.35,9,2023-01-04,2023-12-25
CUST12782,744.65,9,2023-01-31,2023-12-08
CUST12783,977.96,15,2023-01-24,2023-12-30
CUST12784,2164.43,17,2023-01-06,2023-11-23
CUST12785,770.7,9,2023-01-08,2023-10-15
CUST12786,839.68,11,2023-01-25,2023-11-17
CUST12787,1435.87,15,2023-01-28,2023-11-29
CUST12788,897.09,10,2023-02-18,2023-12-21
CUST12789,1504.13,15,2023-01-25,2023-12-17
CUST12790,968.99,7,2023-01-15,2023-10-22
CUST12791,794.25,10,2023-01-12,2023-11-23
CUST12792,919.57,9,2023-04-21,2023-12-13
CUST12793,1428.04,9,2023-01-03,2023-11-20
CUST12794,235.7,8,2023-01-14,2023-10-31
CUST12795,324.28,8,2023-01-04,2023-12-20
CUST12796,538.42,14,2023-01-13,2023-11-04
CUST12797,570.56,12,2023-01-13,2023-12-14
CUST12798,1129.19,13,2023-03-11,2023-11-08
CUST12799,472.67,8,2023-02-08,2023-07-29
CUST12800,363.4,5,2023-01-27,2023-12-29
CUST12801,382.33,8,2023-01-06,2023-11-26
CUST12802,1238.12,8,2023-02-14,2023-12-16
CUST12803,734.18,10,2023-01-06,2023-12-10
CUST12804,1283.94,11,2023-01-01,2023-12-12
CUST12805,847.01,9,2023-01-05,2023-11-17
CUST12806,962.04,15,2023-01-01,2023-12-21
CUST12807,658.42,11,2023-01-05,2023-12-06
CUST12808,818.27,9,2023-03-05,2023-10-15
CUST12809,481.98,8,2023-02-07,2023-12-14
CUST12810,437.36,7,2023-01-05,2023-12-28
CUST12811,1080.46,10,2023-02-10,2024-01-01
CUST12812,810.55,14,2023-01-01,2023-12-31
CUST12813,668.28,9,2023-01-08,2023-10-13
CUST12814,862.68,11,2023-01-13,2023-12-11
CUST12815,562.63,7,2023-01-09,2023-11-28
CUST12816,894.28,8,2023-03-03,2023-12-10
CUST12817,535.6,7,2023-01-19,2023-10-28
CUST12818,454.11,8,2023-01-01,2023-11-04
CUST12819,621.51,10,2023-01-10,2023-12-24
CUST12820,755.67,11,2023-01-06,2023-11-27
CUST12821,858.98,13,2023-02-13,2023-11-17
CUST12822,917.01,14,2023-02-10,2023-10-23
CUST12823,1289.48,15,2023-01-18,2023-10-17
CUST12824,1017.72,9,2023-02-19,2023-12-18
CUST12825,477.9,10,2023-02-10,2023-12-26
CUST12826,1224.9,11,2023-01-04,2023-10-19
CUST12827,410.59,8,2023-01-24,2023-12-19
CUST12828,976.94,12,2023-03-26,2023-11-17
CUST12829,866.42,15,2023-01-28,2023-12-07
CUST12830,848.5,8,2023-02-03,2023-10-04
CUST12831,177.4,6,2023-05-20,2023-10-11
CUST12832,1046.57,12,2023-03-25,2023-12-07
CUST12833,329.18,7,2023-05-18,2023-11-12
CUST12834,307.36,5,2023-05-07,2023-12-16
CUST12835,905.01,9,2023-01-15,2023-09-12
CUST12836,420.46,13,2023-01-22,2023-11-28
CUST12837,1324.2,15,2023-01-01,2023-12-18
CUST12838,879.8,12,2023-01-08,2023-12-20
CUST12839,682.26,14,2023-02-16,2023-12-11
CUST12840,870.38,9,2023-02-19,2023-11-17
CUST12841,460.22,7,2023-04-29,2023-12-16
CUST12842,1106.85,11,2023-01-13,2023-12-11
CUST12843,745.32,9,2023-01-07,2023-12-29
CUST12844,391.02,6,2023-02-02,2023-09-16
CUST12845,678.77,9,2023-01-12,2023-12-25
CUST12846,1164.5,11,2023-01-12,2023-12-09
CUST12847,909.21,14,2023-02-23,2023-12-12
CUST12848,1158.36,12,2023-01-28,2023-12-14
CUST12849,682.48,11,2023-01-20,2023-12-23
CUST12850,562.47,10,2023-02-14,2023-12-27
CUST12851,718.83,6,2023-03-24,2023-11-04
CUST12852,588.9,13,2023-01-01,2023-12-22
CUST12853,776.69,10,2023-01-13,2023-12-25
CUST12854,353.48,7,2023-02-03,2023-12-24
CUST12855,778.61,11,2023-02-04,2023-10-17
CUST12856,275.16,9,2023-01-15,2024-01-01
CUST12857,848.63,12,2023-01-20,2023-10-22
CUST12858,360.81,13,2023-01-27,2023-12-08
CUST12859,865.11,10,2023-01-08,2023-12-06
CUST12860,311.23,6,2023-01-15,2023-09-08
CUST12861,1326.74,12,2023-01-03,2023-12-30
CUST12862,570.72,9,2023-01-09,2023-10-12
CUST12863,1015.64,11,2023-01-05,2023-12-13
CUST12864,567.69,7,2023-04-18,2023-12-05
CUST12865,553.26,7,2023-03-15,2023-12-28
CUST12866,1044.91,11,2023-01-26,2023-12-18
CUST12867,1260.34,16,2023-01-12,2023-11-22
CUST12868,1262.52,8,2023-03-27,2023-12-25
CUST12869,260.31,5,2023-02-02,2023-12-22
CUST12870,692.96,11,2023-01-13,2023-12-17
CUST12871,140.74,3,2023-02-06,2023-03-24
CUST12872,700.12,11,2023-01-26,2023-12-26
CUST12873,308.78,6,2023-02-15,2023-08-21
CUST12874,481.39,9,2023-02-01,2023-11-10
CUST12875,571.97,12,2023-01-17,2023-11-21
CUST12876,1253.1,14,2023-01-06,2023-12-01
CUST12877,344.42,6,2023-02-07,2023-12-19
CUST12878,689.1,9,2023-01-19,2023-12-29
CUST12879,539.12,7,2023-01-02,2023-12-27
CUST12880,660.42,7,2023-02-27,2023-11-01
CUST12881,1217.83,12,2023-03-03,2023-12-16
CUST12882,640.81,7,2023-01-08,2023-12-29
CUST12883,551.06,7,2023-05-06,2023-12-30
CUST12884,442.66,4,2023-03-17,2023-12-31
CUST12885,657.13,9,2023-01-04,2023-11-30
CUST12886,1368.16,15,2023-01-15,2023-12-20
CUST12887,872.05,10,2023-01-15,2023-10-22
CUST12888,559.37,9,2023-01-02,2023-08-03
CUST12889,152.7,5,2023-03-30,2023-10-30
CUST12890,773.91,10,2023-01-16,2023-11-19
CUST12891,602.88,9,2023-03-20,2023-12-23
CUST12892,764.25,6,2023-04-27,2023-12-08
CUST12893,1982.25,19,2023-01-10,2023-12-21
CUST12894,934.87,6,2023-02-07,2023-10-01
CUST12895,298.93,5,2023-02-03,2023-11-06
CUST12896,908.37,9,2023-02-05,2023-12-19
CUST12897,943.05,11,2023-01-16,2023-10-17
CUST12898,563.3,10,2023-09-01,2023-12-05
CUST12899,1081.8,16,2023-01-05,2023-12-19
CUST12900,667.53,12,2023-03-02,2024-01-01
CUST12901,538.83,8,2023-01-20,2023-12-20
CUST12902,687.28,9,2023-01-27,2023-12-24
CUST12903,565.36,8,2023-04-25,2023-12-28
CUST12904,476.76,6,2023-06-06,2023-10-23
CUST12905,509.75,9,2023-01-28,2023-12-22
CUST12906,452.45,6,2023-04-10,2023-12-19
CUST12907,596.32,10,2023-01-25,2023-08-19
CUST12908,441.5,11,2023-02-11,2023-11-25
CUST12909,841.93,8,2023-01-24,2023-12-04
CUST12910,393.59,6,2023-03-28,2023-10-04
CUST12911,990.49,9,2023-04-16,2023-12-15
CUST12912,885.27,14,2023-01-04,2024-01-01
CUST12913,884.25,10,2023-04-18,2023-11-17
CUST12914,784.61,10,2023-01-23,2023-11-23
CUST12915,882.11,11,2023-01-10,2023-10-03
CUST12916,565.58,10,2023-01-30,2023-12-22
CUST12917,512.36,9,2023-01-02,2023-10-03
CUST12918,946.7,13,2023-03-13,2023-12-29
CUST12919,519.84,10,2023-01-08,2023-11-11
CUST12920,601.19,9,2023-03-18,2023-11-26
CUST12921,635.21,8,2023-06-24,2023-12-23
CUST12922,361.47,6,2023-02-13,2023-12-09
CUST12923,1224.88,12,2023-01-21,2023-12-15
CUST12924,440.22,7,2023-01-16,2023-10-24
CUST12925,824.09,10,2023-01-03,2023-11-30
CUST12926,1380.14,13,2023-03-21,2023-12-26
CUST12927,836.08,11,2023-01-15,2023-10-23
CUST12928,1040.08,10,2023-02-13,2023-10-24
CUST12929,486.72,8,2023-01-09,2023-12-28
CUST12930,945.14,11,2023-01-30,2023-12-24
CUST12931,512.25,4,2023-02-18,2023-12-17
CUST12932,1004.69,8,2023-03-26,2023-11-24
CUST12933,1516.92,13,2023-01-22,2023-11-30
CUST12934,824.32,10,2023-02-03,2023-12-25
CUST12935,1086.69,11,2023-02-06,2023-11-22
