sector,date,avg_price,price_std,min_price,max_price,total_volume,volatility
Healthcare,2023-02-03,79.28,66.67,28.0,239.92,69987871,0.02
Healthcare,2023-02-04,78.8,66.65,27.62,239.91,77497054,0.01
Healthcare,2023-02-05,79.35,66.65,27.88,240.99,67607324,0.02
Healthcare,2023-02-06,79.2,65.74,27.49,238.74,60074199,0.02
Healthcare,2023-02-07,79.16,66.31,26.47,240.25,63950583,0.02
Healthcare,2023-02-08,78.93,65.25,26.16,235.28,55873168,0.01
Healthcare,2023-02-09,78.87,65.24,26.0,234.64,49257889,0.02
Healthcare,2023-02-10,78.73,65.45,24.96,236.21,50173244,0.02
Healthcare,2023-02-11,78.7,65.26,25.04,235.3,49661314,0.01
Healthcare,2023-02-12,79.17,65.47,25.51,235.99,54114272,0.02
Healthcare,2023-02-13,78.86,65.0,25.59,235.17,52362968,0.01
Healthcare,2023-02-14,78.85,64.8,26.42,235.01,42635648,0.02
Healthcare,2023-02-15,79.09,64.87,26.89,235.94,41086591,0.01
Healthcare,2023-02-16,78.55,63.95,27.04,232.23,52668517,0.01
Healthcare,2023-02-17,78.56,64.16,26.89,233.65,58795865,0.01
Healthcare,2023-02-18,77.91,63.79,26.62,232.55,43214673,0.01
Healthcare,2023-02-19,78.1,63.94,25.99,233.17,48691174,0.02
Healthcare,2023-02-20,77.64,63.21,26.32,230.32,38475035,0.01
Healthcare,2023-02-21,78.02,63.98,25.75,232.05,35524348,0.02
Healthcare,2023-02-22,78.03,65.12,25.34,236.81,35450096,0.02
Healthcare,2023-02-23,77.93,64.67,25.29,234.88,30971648,0.02
Healthcare,2023-02-24,77.36,63.84,25.28,233.52,32111681,0.02
Healthcare,2023-02-25,77.69,64.13,25.82,234.49,35143575,0.01
Healthcare,2023-02-26,77.38,63.53,25.95,231.44,42214054,0.01
Healthcare,2023-02-27,77.1,63.3,24.69,230.75,40553402,0.02
Healthcare,2023-02-28,77.18,63.07,25.16,229.59,43771398,0.02
Healthcare,2023-03-01,76.77,63.44,25.23,230.23,40658855,0.01
Healthcare,2023-03-02,76.26,62.92,25.15,227.11,40001382,0.01
Healthcare,2023-03-03,76.1,63.33,25.52,229.94,27919228,0.02
Healthcare,2023-03-04,76.29,63.29,26.0,228.98,34552717,0.02
Healthcare,2023-03-05,76.63,63.31,25.84,229.53,32315992,0.01
Healthcare,2023-03-06,76.89,63.64,25.16,230.74,27605994,0.02
Healthcare,2023-03-07,76.66,63.16,24.41,228.46,29395547,0.01
Healthcare,2023-03-08,77.19,64.65,24.29,232.8,22045694,0.02
Healthcare,2023-03-09,76.1,63.55,22.63,228.46,20867670,0.02
Healthcare,2023-03-10,76.57,63.93,22.53,228.86,17308112,0.01
Healthcare,2023-03-11,76.41,64.03,22.53,229.01,17385154,0.01
Healthcare,2023-03-12,76.62,64.29,22.96,229.38,13444125,0.01
Healthcare,2023-03-13,76.99,64.98,23.51,232.84,17087790,0.01
Healthcare,2023-03-14,77.01,64.84,23.04,232.21,10393163,0.02
Healthcare,2023-03-15,77.02,65.3,23.36,233.4,10800587,0.02
Healthcare,2023-03-16,77.25,64.75,23.28,233.02,10532425,0.02
Healthcare,2023-03-17,77.79,65.05,24.3,233.41,8365393,0.02
Healthcare,2023-03-18,77.9,65.94,24.09,236.31,7187415,0.02
Healthcare,2023-03-19,77.74,65.44,24.47,234.08,6828169,0.02
Healthcare,2023-03-20,78.11,66.14,25.43,236.82,7431754,0.02
Healthcare,2023-03-21,78.22,66.99,25.75,240.13,7988949,0.02
Healthcare,2023-03-22,78.52,67.04,26.38,240.16,7459167,0.02
Healthcare,2023-03-23,79.02,67.41,25.66,241.05,7455799,0.01
Healthcare,2023-03-24,79.75,68.21,26.08,243.75,7091461,0.01
Healthcare,2023-03-25,79.48,67.14,26.27,239.57,7248379,0.02
Healthcare,2023-03-26,79.16,66.22,26.91,237.39,8664950,0.03
Healthcare,2023-03-27,78.31,65.4,26.82,234.12,9779231,0.02
Healthcare,2023-03-28,77.92,64.13,27.3,231.92,11928267,0.02
Healthcare,2023-03-29,78.34,65.33,27.95,236.03,11826143,0.02
Healthcare,2023-03-30,78.62,66.12,28.87,239.2,12187344,0.01
Healthcare,2023-03-31,78.26,64.8,28.85,234.16,5492804,0.01
Healthcare,2023-04-01,78.17,64.31,28.72,232.31,3928829,0.01
Healthcare,2023-04-02,78.67,64.55,28.87,232.7,4844309,0.02
Healthcare,2023-04-03,78.77,65.31,28.12,235.15,5464307,0.02
Healthcare,2023-04-04,78.88,65.3,27.89,234.87,4026856,0.01
Healthcare,2023-04-05,78.69,64.85,27.77,234.07,3887770,0.02
Healthcare,2023-04-06,79.34,65.91,27.45,237.06,3113755,0.02
Healthcare,2023-04-07,79.54,67.98,27.82,243.26,2683864,0.02
Healthcare,2023-04-08,79.79,68.06,27.63,244.16,2797557,0.01
Healthcare,2023-04-09,80.36,68.84,29.09,246.46,2879119,0.02
Healthcare,2023-04-10,80.91,69.18,29.99,250.05,2832517,0.02
Healthcare,2023-04-11,80.53,68.83,30.15,247.99,2761173,0.02
Healthcare,2023-04-12,81.09,69.09,30.93,249.84,2889492,0.02
Healthcare,2023-04-13,82.08,68.71,31.16,247.76,3351800,0.02
Healthcare,2023-04-14,82.3,69.21,31.82,250.27,3047764,0.02
Healthcare,2023-04-15,81.92,68.48,31.26,246.79,3012542,0.02
Healthcare,2023-04-16,81.64,67.59,31.6,244.38,3515387,0.01
Healthcare,2023-04-17,81.37,67.38,30.84,243.68,4400634,0.02
Healthcare,2023-04-18,81.36,67.6,30.46,244.79,3429185,0.02
Healthcare,2023-04-19,82.14,68.9,30.01,248.99,3404310,0.02
Healthcare,2023-04-20,82.6,69.0,30.25,249.29,2403457,0.02
Healthcare,2023-04-21,81.81,67.79,30.0,245.42,2760683,0.02
Healthcare,2023-04-22,81.26,67.76,29.46,245.53,3232396,0.02
Healthcare,2023-04-23,81.08,67.2,28.57,243.97,2662427,0.01
Healthcare,2023-04-24,81.89,68.23,28.18,247.78,2555143,0.02
Healthcare,2023-04-25,82.26,68.91,28.53,251.16,2474752,0.01
Healthcare,2023-04-26,82.23,69.45,27.83,252.8,2193452,0.02
Healthcare,2023-04-27,81.49,68.17,28.15,248.06,2380860,0.02
Healthcare,2023-04-28,81.46,68.34,28.43,249.0,2755418,0.02
Healthcare,2023-04-29,81.45,67.74,28.56,245.9,3367368,0.01
Healthcare,2023-04-30,81.87,66.61,28.71,241.09,3341496,0.02
Healthcare,2023-05-01,81.94,66.61,28.09,241.15,3550776,0.02
Healthcare,2023-05-02,81.72,65.91,29.05,239.2,4485552,0.02
Healthcare,2023-05-03,81.59,65.73,28.26,239.21,5431315,0.02
Healthcare,2023-05-04,81.6,65.81,28.74,239.57,6121863,0.01
Healthcare,2023-05-05,82.31,65.8,29.91,239.23,7094231,0.02
Healthcare,2023-05-06,82.24,65.97,30.48,240.92,7377383,0.01
Healthcare,2023-05-07,81.39,64.72,30.41,236.56,6296628,0.01
Healthcare,2023-05-08,81.53,64.9,30.48,236.89,6608352,0.02
Healthcare,2023-05-09,82.04,66.54,29.53,240.7,6244238,0.02
Healthcare,2023-05-10,81.97,66.37,30.57,240.39,6994031,0.01
Healthcare,2023-05-11,81.94,65.9,30.98,239.71,7667808,0.02
Healthcare,2023-05-12,81.69,65.16,31.53,236.7,10032674,0.01
Healthcare,2023-05-13,81.45,64.96,31.18,236.01,12016593,0.01
Healthcare,2023-05-14,81.7,65.48,31.05,236.74,7603008,0.01
Healthcare,2023-05-15,81.45,65.28,30.85,235.7,11149441,0.01
Healthcare,2023-05-16,81.84,65.84,30.23,235.48,15264820,0.02
Healthcare,2023-05-17,82.21,66.2,29.64,235.8,13394424,0.02
Healthcare,2023-05-18,82.82,66.45,28.67,236.99,9993584,0.02
Healthcare,2023-05-19,82.94,65.79,29.57,235.05,7906920,0.02
Healthcare,2023-05-20,83.9,66.21,29.46,238.39,11365976,0.02
Healthcare,2023-05-21,83.65,65.61,28.52,234.95,12771324,0.01
Healthcare,2023-05-22,84.11,66.32,28.13,236.44,12943657,0.02
Healthcare,2023-05-23,83.45,65.06,28.13,231.58,14836432,0.02
Healthcare,2023-05-24,82.84,64.0,27.96,228.18,11512863,0.01
Healthcare,2023-05-25,82.66,64.04,28.87,228.53,4614134,0.02
Healthcare,2023-05-26,82.21,62.71,28.79,224.92,6626341,0.02
Healthcare,2023-05-27,82.03,61.62,29.45,222.04,6506038,0.02
Healthcare,2023-05-28,81.74,60.97,28.0,219.96,6874455,0.03
Healthcare,2023-05-29,81.45,59.54,27.8,215.85,6592459,0.02
Healthcare,2023-05-30,81.77,60.91,27.69,221.63,7481490,0.01
Healthcare,2023-05-31,82.69,61.5,28.97,225.69,7301719,0.02
Healthcare,2023-06-01,82.85,61.15,27.67,225.81,8862067,0.03
Healthcare,2023-06-02,82.74,60.99,28.07,223.88,14044907,0.01
Healthcare,2023-06-03,82.91,60.49,27.82,223.23,16236863,0.02
Healthcare,2023-06-04,83.1,60.51,27.9,223.51,13599111,0.01
Healthcare,2023-06-05,83.05,60.49,26.95,222.82,16267326,0.01
Healthcare,2023-06-06,83.39,60.8,27.72,224.39,12060202,0.02
Healthcare,2023-06-07,83.89,62.27,29.06,230.58,12632817,0.02
Healthcare,2023-06-08,84.14,63.04,28.95,232.66,12569378,0.02
Healthcare,2023-06-09,83.99,63.03,27.58,233.74,12622798,0.03
Healthcare,2023-06-10,83.59,62.53,27.35,231.89,9542896,0.02
Healthcare,2023-06-11,83.62,62.41,26.64,232.0,9603802,0.02
Healthcare,2023-06-12,83.3,62.19,26.83,231.09,7071101,0.01
Healthcare,2023-06-13,82.81,61.44,26.02,227.8,4844601,0.02
Healthcare,2023-06-14,83.54,62.48,25.64,230.8,5211434,0.01
Healthcare,2023-06-15,83.88,63.65,25.57,234.98,4957560,0.01
Healthcare,2023-06-16,84.68,64.93,26.71,240.23,5711431,0.02
Healthcare,2023-06-17,84.52,64.05,26.54,236.52,8625836,0.01
Healthcare,2023-06-18,84.09,64.58,26.21,237.86,7644298,0.02
Healthcare,2023-06-19,83.37,63.25,25.62,233.6,2871444,0.02
Healthcare,2023-06-20,83.9,63.94,25.87,235.87,3025057,0.01
Healthcare,2023-06-21,84.16,64.41,25.54,237.62,2761964,0.01
Healthcare,2023-06-22,84.25,64.05,26.44,235.57,2065177,0.03
Healthcare,2023-06-23,83.84,63.63,26.42,233.93,2654169,0.01
Healthcare,2023-06-24,83.81,64.3,26.47,236.66,2220004,0.02
Healthcare,2023-06-25,84.34,64.93,26.38,239.04,2645586,0.01
Healthcare,2023-06-26,85.03,66.12,26.66,242.96,2282987,0.01
Healthcare,2023-06-27,85.47,67.16,27.14,247.2,1820935,0.01
Healthcare,2023-06-28,85.08,66.96,27.3,247.38,1793230,0.02
Healthcare,2023-06-29,85.2,67.36,26.42,249.0,2041025,0.02
Healthcare,2023-06-30,85.33,68.13,26.82,251.33,2058538,0.02
Healthcare,2023-07-01,85.31,68.25,27.4,251.86,2192997,0.01
Healthcare,2023-07-02,84.58,67.25,27.6,249.0,1791316,0.01
Healthcare,2023-07-03,83.47,65.37,27.71,242.26,1833816,0.02
Healthcare,2023-07-04,83.52,66.46,27.71,246.49,2080827,0.02
Healthcare,2023-07-05,83.29,66.23,27.3,244.49,2287491,0.01
Healthcare,2023-07-06,83.33,66.35,27.35,244.9,2647740,0.02
Healthcare,2023-07-07,83.64,66.4,27.58,245.4,2567446,0.01
Healthcare,2023-07-08,84.1,66.61,28.55,245.8,2783557,0.02
Healthcare,2023-07-09,84.25,65.28,29.46,241.78,3342641,0.02
Healthcare,2023-07-10,83.44,63.76,30.02,234.74,2836854,0.02
Healthcare,2023-07-11,82.94,62.96,28.75,230.91,3207770,0.02
Healthcare,2023-07-12,82.21,61.88,28.32,226.9,3822491,0.01
Healthcare,2023-07-13,82.45,61.0,28.5,224.21,4066503,0.01
Healthcare,2023-07-14,82.04,60.74,27.33,224.15,4668517,0.02
Healthcare,2023-07-15,81.25,60.33,27.67,222.52,4845719,0.01
Healthcare,2023-07-16,81.36,60.43,27.35,222.7,5835508,0.02
Healthcare,2023-07-17,82.53,61.01,27.16,224.63,5331155,0.02
Healthcare,2023-07-18,82.45,61.19,28.3,225.44,5185411,0.02
Healthcare,2023-07-19,82.98,61.8,28.29,226.77,5960928,0.01
Healthcare,2023-07-20,83.13,61.81,28.23,226.07,5881943,0.02
Healthcare,2023-07-21,82.67,61.77,27.14,226.11,5032266,0.02
Healthcare,2023-07-22,82.54,60.66,26.31,222.03,4385338,0.02
Healthcare,2023-07-23,82.25,59.65,26.06,218.12,4230884,0.02
Healthcare,2023-07-24,82.18,60.14,26.32,219.42,3465752,0.02
Healthcare,2023-07-25,82.32,60.25,26.4,219.78,1752055,0.01
Healthcare,2023-07-26,81.99,60.81,26.33,220.61,1536363,0.01
Healthcare,2023-07-27,82.33,61.11,27.08,222.1,1512287,0.02
Healthcare,2023-07-28,81.94,61.03,27.32,221.29,1641947,0.02
Healthcare,2023-07-29,81.33,60.0,26.62,217.7,1662016,0.02
Healthcare,2023-07-30,81.49,60.27,25.96,219.06,1766018,0.02
Healthcare,2023-07-31,81.82,59.71,26.95,217.93,1753537,0.02
Healthcare,2023-08-01,81.82,59.73,27.29,216.79,1963246,0.02
Healthcare,2023-08-02,82.1,59.17,27.03,214.9,2005245,0.01
Healthcare,2023-08-03,82.06,58.36,26.26,210.51,1696621,0.02
Healthcare,2023-08-04,82.32,58.81,26.03,211.92,2028014,0.01
Healthcare,2023-08-05,81.75,59.11,25.74,211.83,1829985,0.02
Healthcare,2023-08-06,80.87,59.49,25.92,214.82,2139134,0.02
Healthcare,2023-08-07,81.26,60.77,26.66,218.73,2068593,0.02
Healthcare,2023-08-08,81.46,60.99,26.62,219.64,2269328,0.01
Healthcare,2023-08-09,81.44,60.16,26.82,215.6,2624168,0.01
Healthcare,2023-08-10,81.51,59.76,27.33,215.02,2407873,0.01
Healthcare,2023-08-11,81.8,59.47,28.05,213.93,2861002,0.01
Healthcare,2023-08-12,82.46,59.9,28.63,215.5,2488300,0.01
Healthcare,2023-08-13,82.23,59.62,29.1,214.08,2365709,0.02
Healthcare,2023-08-14,82.54,60.47,28.78,216.75,2622116,0.01
Healthcare,2023-08-15,82.36,59.02,29.81,210.5,2977650,0.02
Healthcare,2023-08-16,82.03,58.19,29.76,206.66,3416094,0.02
Healthcare,2023-08-17,81.49,57.3,29.46,203.83,2306457,0.02
Healthcare,2023-08-18,81.53,58.03,28.96,208.21,2927175,0.01
Healthcare,2023-08-19,81.5,56.93,29.32,205.41,3118963,0.02
Healthcare,2023-08-20,81.19,55.98,30.03,203.74,3437537,0.02
Healthcare,2023-08-21,80.58,55.72,29.9,202.83,3695694,0.01
Healthcare,2023-08-22,79.74,55.07,29.65,200.37,4430348,0.02
Healthcare,2023-08-23,79.84,55.54,29.14,202.67,3783073,0.02
Healthcare,2023-08-24,79.22,55.34,28.59,201.71,3840560,0.01
Healthcare,2023-08-25,79.6,54.96,28.18,200.27,3438621,0.02
Healthcare,2023-08-26,80.01,55.64,28.1,203.66,2769083,0.01
Healthcare,2023-08-27,79.95,56.13,27.13,204.49,1892057,0.02
Healthcare,2023-08-28,79.79,56.3,27.39,205.65,2182318,0.02
Healthcare,2023-08-29,79.86,57.97,26.56,211.5,2076758,0.02
Healthcare,2023-08-30,80.33,58.76,26.83,214.25,2090787,0.02
Healthcare,2023-08-31,80.5,58.44,28.03,212.87,2365744,0.02
Healthcare,2023-09-01,80.53,58.38,27.79,214.18,1917424,0.02
Healthcare,2023-09-02,80.71,58.71,26.89,214.56,2068592,0.02
Healthcare,2023-09-03,81.6,60.41,27.06,221.09,2344007,0.01
Healthcare,2023-09-04,81.52,60.08,25.77,218.21,2601652,0.02
Healthcare,2023-09-05,80.93,60.16,25.49,217.05,2920714,0.02
Healthcare,2023-09-06,80.8,59.72,25.8,215.86,2806356,0.02
Healthcare,2023-09-07,81.13,60.03,25.41,217.58,3363269,0.02
Healthcare,2023-09-08,81.27,61.09,24.94,221.32,3664064,0.02
Healthcare,2023-09-09,81.86,62.95,24.55,227.66,4299615,0.02
Industrial,2023-01-01,118.0,100.83,17.63,282.96,16861441,
Industrial,2023-01-02,119.05,102.41,17.9,288.91,17748824,0.01
Industrial,2023-01-03,120.48,104.16,17.46,293.88,18520402,0.02
Industrial,2023-01-04,120.98,104.07,17.32,290.9,14286573,0.02
Industrial,2023-01-05,120.5,103.33,17.38,287.01,16415132,0.01
Industrial,2023-01-06,121.99,106.09,17.41,298.0,20122163,0.02
Industrial,2023-01-07,122.09,106.14,17.48,297.77,22412470,0.01
Industrial,2023-01-08,121.97,105.98,17.89,294.59,20098813,0.02
Industrial,2023-01-09,122.08,105.87,18.05,294.47,17677769,0.02
Industrial,2023-01-10,121.73,105.31,18.45,290.05,18741903,0.01
Industrial,2023-01-11,121.92,105.34,17.75,289.69,18309853,0.02
Industrial,2023-01-12,121.64,104.7,17.74,285.34,13096214,0.01
Industrial,2023-01-13,120.6,103.75,18.09,286.08,13376631,0.02
Industrial,2023-01-14,121.42,104.34,18.57,288.12,13306612,0.02
Industrial,2023-01-15,122.11,103.93,18.22,287.26,14813718,0.04
Industrial,2023-01-16,122.9,104.81,18.31,290.26,17402094,0.01
Industrial,2023-01-17,122.73,104.17,18.26,287.1,15729320,0.01
Industrial,2023-01-18,123.59,104.64,18.23,290.27,15795926,0.02
Industrial,2023-01-19,124.71,106.15,18.2,296.26,16724326,0.01
Industrial,2023-01-20,125.12,107.05,18.21,297.5,20778849,0.01
Industrial,2023-01-21,124.44,105.9,17.85,295.21,26150073,0.03
Industrial,2023-01-22,124.44,104.65,17.98,295.83,28199893,0.02
Industrial,2023-01-23,125.29,104.39,18.05,292.19,38154414,0.02
Industrial,2023-01-24,125.72,105.31,17.53,296.57,43286334,0.02
Industrial,2023-01-25,124.97,104.4,17.2,293.9,42858474,0.01
Industrial,2023-01-26,125.25,103.69,16.82,291.44,54348467,0.02
Industrial,2023-01-27,124.92,104.44,16.31,294.02,78706112,0.01
Industrial,2023-01-28,126.46,106.58,16.1,296.14,82661279,0.01
Industrial,2023-01-29,126.5,106.53,15.73,296.2,71311774,0.02
Industrial,2023-01-30,127.74,106.7,15.82,297.7,66649234,0.02
Industrial,2023-01-31,127.65,106.02,16.24,296.65,46124765,0.02
Industrial,2023-02-01,128.31,106.07,16.66,297.59,59347234,0.02
Industrial,2023-02-02,127.75,106.37,16.83,299.3,26884261,0.02
Industrial,2023-02-03,126.57,103.12,17.4,288.17,22276100,0.03
Industrial,2023-02-04,126.79,104.26,16.82,290.02,19024476,0.02
Industrial,2023-02-05,125.32,101.73,16.88,282.89,16299842,0.01
Industrial,2023-02-06,125.91,102.64,17.37,283.48,18191583,0.02
Industrial,2023-02-07,125.5,101.51,17.27,278.65,15757833,0.01
Industrial,2023-02-08,125.95,101.77,18.04,276.87,16224832,0.02
Industrial,2023-02-09,125.93,102.65,18.36,274.52,14715603,0.03
Industrial,2023-02-10,124.14,99.4,18.72,268.68,14662426,0.02
Industrial,2023-02-11,124.34,100.18,18.0,269.73,12121520,0.02
Industrial,2023-02-12,123.26,98.87,18.06,264.57,13736276,0.01
Industrial,2023-02-13,122.85,97.56,17.96,263.44,19197618,0.02
Industrial,2023-02-14,122.18,97.22,18.09,262.52,15875892,0.01
Industrial,2023-02-15,123.17,100.25,18.54,261.79,20991895,0.03
Industrial,2023-02-16,123.13,100.15,18.61,260.98,18890517,0.01
Industrial,2023-02-17,124.62,101.9,19.45,265.16,25965241,0.02
Industrial,2023-02-18,125.22,102.58,19.3,266.37,33802328,0.01
Industrial,2023-02-19,125.74,102.32,19.23,270.41,24809109,0.02
Industrial,2023-02-20,127.29,104.29,19.42,275.49,20455099,0.01
Industrial,2023-02-21,126.25,102.0,19.4,271.21,18540601,0.01
Industrial,2023-02-22,125.65,101.51,19.07,269.51,8137319,0.02
Industrial,2023-02-23,125.98,101.5,18.55,272.03,7559415,0.02
Industrial,2023-02-24,127.14,102.08,18.6,274.8,7932245,0.01
Industrial,2023-02-25,127.8,102.96,18.4,280.33,5003701,0.01
Industrial,2023-02-26,126.86,101.41,18.13,275.3,6392413,0.01
Industrial,2023-02-27,126.88,101.55,18.29,274.33,4526195,0.01
Industrial,2023-02-28,127.99,102.55,17.81,276.4,3160116,0.02
Industrial,2023-03-01,126.93,101.27,17.08,272.81,3298915,0.02
Industrial,2023-03-02,126.36,100.17,16.45,270.96,2654024,0.03
Industrial,2023-03-03,126.68,100.45,15.98,270.68,2313713,0.02
Industrial,2023-03-04,127.82,100.91,16.41,272.35,2664548,0.01
Industrial,2023-03-05,128.84,102.78,16.5,276.71,2433956,0.01
Industrial,2023-03-06,129.59,103.5,16.9,279.63,2567455,0.02
Industrial,2023-03-07,129.47,103.15,16.88,276.02,2602960,0.01
Industrial,2023-03-08,129.16,102.04,16.5,272.33,2678017,0.01
Industrial,2023-03-09,130.21,103.05,16.62,275.79,2890092,0.01
Industrial,2023-03-10,131.38,103.96,16.3,279.8,2896953,0.01
Industrial,2023-03-11,130.8,101.79,16.17,275.66,3258722,0.02
Industrial,2023-03-12,130.37,101.29,16.16,276.45,3120273,0.01
Industrial,2023-03-13,129.78,99.81,16.03,273.45,2922496,0.02
Industrial,2023-03-14,129.93,99.03,15.72,271.19,2235281,0.01
Industrial,2023-03-15,129.22,99.49,15.33,270.73,1934475,0.02
Industrial,2023-03-16,128.75,99.48,15.93,272.39,1984387,0.02
Industrial,2023-03-17,130.22,100.99,16.03,276.92,2078042,0.0
Industrial,2023-03-18,129.6,101.1,16.44,283.25,2076468,0.02
Industrial,2023-03-19,130.33,102.51,16.46,287.71,1947512,0.01
Industrial,2023-03-20,129.54,100.97,16.4,285.16,1892064,0.02
Industrial,2023-03-21,128.26,98.69,16.14,280.55,1771577,0.01
Industrial,2023-03-22,128.83,99.06,16.32,281.27,1998792,0.01
Industrial,2023-03-23,128.96,100.46,15.73,285.9,1761217,0.02
Industrial,2023-03-24,128.31,99.28,15.84,279.55,1932927,0.02
Industrial,2023-03-25,128.4,98.88,15.95,277.37,1455487,0.02
Industrial,2023-03-26,128.41,98.27,16.52,272.5,1344565,0.02
Industrial,2023-03-27,128.19,97.23,15.81,270.04,1034116,0.02
Industrial,2023-03-28,127.75,97.66,15.9,269.26,1128683,0.01
Industrial,2023-03-29,128.38,97.14,16.02,268.69,1213124,0.01
Industrial,2023-03-30,129.35,97.14,15.75,267.95,1113833,0.02
Industrial,2023-03-31,129.68,97.81,16.07,268.63,1091281,0.01
Industrial,2023-04-01,130.1,99.01,16.56,268.22,1059262,0.02
Industrial,2023-04-02,130.83,100.08,16.06,270.27,1050545,0.02
Industrial,2023-04-03,131.13,99.9,16.09,269.22,1016352,0.01
Industrial,2023-04-04,132.06,100.42,16.33,270.04,1007283,0.02
Industrial,2023-04-05,133.25,101.07,16.45,274.23,892209,0.02
Industrial,2023-04-06,132.36,100.12,16.62,270.97,971332,0.01
Industrial,2023-04-07,133.44,102.08,16.97,276.8,949957,0.03
Industrial,2023-04-08,133.38,101.38,16.7,278.31,784569,0.02
Industrial,2023-04-09,132.18,100.54,16.08,275.35,827099,0.02
Industrial,2023-04-10,133.55,100.24,16.46,276.69,941437,0.02
Industrial,2023-04-11,133.72,100.08,16.71,280.44,979872,0.01
Industrial,2023-04-12,133.78,99.3,17.07,276.55,1131139,0.01
Industrial,2023-04-13,133.49,98.1,17.33,271.06,1233868,0.02
Industrial,2023-04-14,134.52,99.63,17.36,275.84,1229241,0.03
Industrial,2023-04-15,134.06,99.44,17.88,278.33,1176152,0.02
Industrial,2023-04-16,133.82,98.54,18.09,276.19,1337611,0.01
Industrial,2023-04-17,134.67,98.75,17.63,277.11,1422640,0.02
Industrial,2023-04-18,133.81,98.0,17.44,275.08,1607812,0.01
Industrial,2023-04-19,133.45,96.8,17.78,270.2,1481331,0.01
Industrial,2023-04-20,133.43,98.43,17.68,271.44,1518421,0.02
Industrial,2023-04-21,133.76,99.22,17.65,273.39,1650143,0.01
Industrial,2023-04-22,132.9,98.7,17.88,272.02,1775833,0.02
Industrial,2023-04-23,132.69,97.07,18.34,271.15,1950481,0.02
Industrial,2023-04-24,133.04,97.59,18.72,274.76,1890875,0.02
Industrial,2023-04-25,133.93,98.67,18.92,279.57,2119265,0.01
Industrial,2023-04-26,133.82,97.84,19.4,274.95,1980109,0.02
Industrial,2023-04-27,134.76,98.94,20.11,276.52,1838940,0.02
Industrial,2023-04-28,134.59,99.11,20.0,278.11,1804826,0.01
Industrial,2023-04-29,134.52,98.99,19.78,278.65,1960867,0.02
Industrial,2023-04-30,134.73,98.57,19.91,277.31,1708248,0.02
Industrial,2023-05-01,133.71,98.26,19.03,278.11,1479574,0.02
Industrial,2023-05-02,133.65,99.25,19.0,277.33,1353743,0.03
Industrial,2023-05-03,135.18,102.26,19.7,286.05,995642,0.02
Industrial,2023-05-04,134.81,102.87,19.21,289.05,931592,0.01
Industrial,2023-05-05,134.18,103.45,19.27,289.85,960009,0.01
Industrial,2023-05-06,132.29,100.58,19.03,280.24,975312,0.01
Industrial,2023-05-07,132.38,101.15,18.54,281.48,998373,0.01
Industrial,2023-05-08,131.8,100.69,18.36,281.87,984001,0.02
Industrial,2023-05-09,133.12,101.15,18.08,284.83,958238,0.02
Industrial,2023-05-10,133.02,102.45,17.71,288.24,910731,0.01
Industrial,2023-05-11,133.37,102.84,17.9,292.18,835644,0.01
Industrial,2023-05-12,133.82,103.02,17.34,291.85,918305,0.02
Industrial,2023-05-13,133.68,102.54,17.74,291.04,1054848,0.02
Industrial,2023-05-14,133.93,103.38,18.2,293.18,1101684,0.02
Industrial,2023-05-15,133.8,104.58,18.03,297.98,986673,0.01
Industrial,2023-05-16,133.46,104.25,17.96,294.75,935626,0.01
Industrial,2023-05-17,132.81,104.2,17.21,291.98,990705,0.02
Industrial,2023-05-18,131.85,103.68,17.08,289.17,1020986,0.01
Industrial,2023-05-19,133.29,105.95,17.43,292.57,1071130,0.02
Industrial,2023-05-20,133.55,107.08,17.95,294.16,1129139,0.02
Industrial,2023-05-21,133.98,108.32,17.62,295.17,1166704,0.02
Industrial,2023-05-22,135.46,108.7,17.48,295.17,1142988,0.03
Industrial,2023-05-23,135.57,108.11,18.33,296.89,845739,0.02
Industrial,2023-05-24,135.59,109.4,18.54,300.21,940070,0.01
Industrial,2023-05-25,135.23,108.2,18.9,297.02,1226231,0.02
Industrial,2023-05-26,135.27,109.64,19.13,296.09,1554192,0.02
Industrial,2023-05-27,134.86,108.31,18.8,295.21,1726734,0.02
Industrial,2023-05-28,135.22,108.74,19.17,297.84,1748432,0.01
Industrial,2023-05-29,134.31,108.53,19.34,298.25,2120330,0.01
Industrial,2023-05-30,133.19,107.31,19.21,297.25,1891547,0.02
Industrial,2023-05-31,132.86,105.94,19.47,293.28,2202607,0.02
Industrial,2023-06-01,132.26,104.46,19.52,291.74,2582080,0.01
Industrial,2023-06-02,132.08,104.17,19.08,289.78,3115078,0.01
Industrial,2023-06-03,131.79,104.75,19.91,292.73,2927079,0.02
Industrial,2023-06-04,132.02,104.32,19.86,290.29,2606273,0.01
Industrial,2023-06-05,132.06,104.08,19.55,288.12,3155189,0.02
Industrial,2023-06-06,132.19,104.53,19.29,288.82,2476776,0.01
Industrial,2023-06-07,131.75,104.02,19.53,288.09,2394711,0.01
Industrial,2023-06-08,130.51,101.83,20.21,280.84,2571316,0.02
Industrial,2023-06-09,130.33,102.62,20.96,283.41,2819960,0.02
Industrial,2023-06-10,130.37,103.12,20.27,284.42,3151156,0.02
Industrial,2023-06-11,129.41,102.68,20.52,283.39,3323833,0.01
Industrial,2023-06-12,129.92,103.37,20.52,288.49,2429858,0.01
