user_id,signup_date,location,device_type,account_age_days,trust_score
USER12371,2022-11-17,City 12,Desktop,173,71.03
USER12372,2022-07-14,City 13,Desktop,12,72.18
USER12373,2022-06-13,City 14,Mobile,128,67.99
USER12374,2023-05-26,City 15,Tablet,608,65.0
USER12375,2023-06-12,City 16,Mobile,92,83.42
USER12376,2023-04-24,City 17,Desktop,653,79.69
USER12377,2023-05-26,City 18,Mobile,543,62.81
USER12378,2022-11-12,City 19,Tablet,532,72.49
USER12379,2023-05-25,City 20,Desktop,658,93.15
USER12380,2022-01-24,City 1,Tablet,447,69.2
USER12381,2022-04-03,City 2,Desktop,390,75.52
USER12382,2023-02-07,City 3,Desktop,672,64.35
USER12383,2023-06-02,City 4,Desktop,43,62.11
USER12384,2023-04-14,City 5,Tablet,254,45.32
USER12385,2022-09-04,City 6,Mobile,130,99.23
USER12386,2022-08-09,City 7,Tablet,60,69.19
USER12387,2023-08-21,City 8,Desktop,663,74.97
USER12388,2022-12-28,City 9,Tablet,467,92.18
USER12389,2022-02-19,City 10,Tablet,287,43.53
USER12390,2022-02-21,City 11,Tablet,517,96.99
USER12391,2022-10-16,City 12,Desktop,467,91.01
USER12392,2023-05-22,City 13,Tablet,345,24.77
USER12393,2023-09-04,City 14,Tablet,642,90.33
USER12394,2023-11-01,City 15,Mobile,382,92.81
USER12395,2023-11-20,City 16,Mobile,690,74.86
USER12396,2023-04-27,City 17,Tablet,253,89.86
USER12397,2022-10-20,City 18,Tablet,56,74.78
USER12398,2023-07-04,City 19,Desktop,463,54.55
USER12399,2022-01-09,City 20,Desktop,457,60.51
USER12400,2022-04-21,City 1,Mobile,83,89.51
USER12401,2023-03-18,City 2,Mobile,99,68.12
USER12402,2022-05-18,City 3,Desktop,149,63.34
USER12403,2022-09-28,City 4,Mobile,329,45.31
USER12404,2023-01-10,City 5,Desktop,156,60.01
USER12405,2023-02-17,City 6,Desktop,190,60.39
USER12406,2023-01-10,City 7,Tablet,494,87.73
USER12407,2022-02-16,City 8,Tablet,263,40.25
USER12408,2023-02-15,City 9,Mobile,80,39.09
USER12409,2022-02-22,City 10,Tablet,400,56.72
USER12410,2023-08-07,City 11,Tablet,609,83.86
USER12411,2023-07-30,City 12,Desktop,260,88.26
USER12412,2022-07-19,City 13,Mobile,615,82.94
USER12413,2023-01-07,City 14,Tablet,552,80.08
USER12414,2023-07-21,City 15,Mobile,101,94.4
USER12415,2022-10-23,City 16,Desktop,359,64.14
USER12416,2022-03-17,City 17,Tablet,380,62.88
USER12417,2023-01-31,City 18,Desktop,221,80.65
USER12418,2023-06-01,City 19,Tablet,420,77.62
USER12419,2023-04-07,City 20,Mobile,124,65.31
USER12420,2023-07-18,City 1,Desktop,422,86.6
USER12421,2022-10-14,City 2,Desktop,231,43.81
USER12422,2023-10-01,City 3,Mobile,690,67.83
USER12423,2023-11-28,City 4,Desktop,63,37.03
USER12424,2023-09-18,City 5,Mobile,485,75.47
USER12425,2022-05-02,City 6,Desktop,628,69.53
USER12426,2022-05-12,City 7,Desktop,703,48.52
USER12427,2022-04-10,City 8,Desktop,574,96.0
USER12428,2023-02-08,City 9,Mobile,483,72.87
USER12429,2023-01-18,City 10,Tablet,519,56.73
USER12430,2022-12-14,City 11,Desktop,155,56.01
USER12431,2023-07-26,City 12,Mobile,92,94.09
USER12432,2023-01-10,City 13,Mobile,526,59.89
USER12433,2022-05-28,City 14,Desktop,455,58.17
USER12434,2022-07-23,City 15,Mobile,598,68.85
USER12435,2023-09-09,City 16,Mobile,645,70.69
USER12436,2023-06-06,City 17,Mobile,510,67.27
USER12437,2023-02-16,City 18,Desktop,183,57.04
USER12438,2023-05-28,City 19,Tablet,386,92.27
USER12439,2022-02-11,City 20,Mobile,574,72.48
USER12440,2022-02-16,City 1,Desktop,405,69.51
USER12441,2022-02-09,City 2,Tablet,246,80.27
USER12442,2022-05-21,City 3,Mobile,591,42.82
USER12443,2024-01-01,City 4,Mobile,661,66.99
USER12444,2022-12-08,City 5,Desktop,650,68.09
USER12445,2023-05-01,City 6,Desktop,471,91.22
USER12446,2023-06-16,City 7,Tablet,423,57.88
USER12447,2023-04-13,City 8,Tablet,65,82.56
USER12448,2022-06-02,City 9,Desktop,13,92.54
USER12449,2023-09-13,City 10,Desktop,213,71.33
USER12450,2023-06-12,City 11,Mobile,242,81.56
USER12451,2022-05-24,City 12,Mobile,493,90.87
USER12452,2022-12-02,City 13,Tablet,213,47.64
USER12453,2023-09-20,City 14,Tablet,693,79.02
USER12454,2022-11-23,City 15,Mobile,338,89.33
USER12455,2022-06-16,City 16,Mobile,173,74.63
USER12456,2023-02-07,City 17,Tablet,672,67.64
USER12457,2023-09-24,City 18,Mobile,164,86.85
USER12458,2022-11-03,City 19,Desktop,465,63.23
USER12459,2023-08-31,City 20,Desktop,497,81.39
USER12460,2022-12-11,City 1,Tablet,700,45.98
USER12461,2023-06-04,City 2,Tablet,395,50.37
USER12462,2023-06-06,City 3,Mobile,703,84.04
USER12463,2023-06-30,City 4,Mobile,308,57.7
USER12464,2023-05-17,City 5,Desktop,183,64.77
USER12465,2023-12-27,City 6,Mobile,629,81.62
USER12466,2023-07-31,City 7,Tablet,510,81.46
USER12467,2022-11-03,City 8,Tablet,708,96.95
USER12468,2023-05-02,City 9,Mobile,546,80.38
USER12469,2022-01-18,City 10,Desktop,564,45.75
USER12470,2023-01-13,City 11,Desktop,624,68.49
USER12471,2022-12-06,City 12,Mobile,594,53.34
USER12472,2023-11-21,City 13,Mobile,227,85.47
USER12473,2022-04-23,City 14,Tablet,436,69.85
USER12474,2023-03-03,City 15,Tablet,422,94.17
USER12475,2023-08-21,City 16,Tablet,554,81.37
USER12476,2022-11-12,City 17,Desktop,21,65.2
USER12477,2023-12-06,City 18,Mobile,554,85.69
USER12478,2023-10-07,City 19,Tablet,397,80.69
USER12479,2022-01-28,City 20,Desktop,625,56.88
USER12480,2023-09-04,City 1,Tablet,105,47.62
USER12481,2023-05-01,City 2,Mobile,192,65.8
USER12482,2022-09-29,City 3,Desktop,17,64.92
USER12483,2023-11-03,City 4,Mobile,120,69.71
USER12484,2023-08-16,City 5,Mobile,393,64.11
USER12485,2023-08-15,City 6,Desktop,425,83.38
USER12486,2022-08-22,City 7,Desktop,129,84.13
USER12487,2022-02-22,City 8,Tablet,130,83.31
USER12488,2023-08-21,City 9,Desktop,572,96.16
USER12489,2023-05-07,City 10,Desktop,560,67.71
USER12490,2022-06-24,City 11,Tablet,29,60.22
USER12491,2023-06-21,City 12,Mobile,97,92.27
USER12492,2023-10-07,City 13,Desktop,10,73.55
USER12493,2023-09-27,City 14,Mobile,242,62.05
USER12494,2023-01-25,City 15,Mobile,232,69.66
USER12495,2022-06-01,City 16,Desktop,284,41.5
USER12496,2023-11-29,City 17,Mobile,715,76.54
USER12497,2022-09-06,City 18,Mobile,726,65.73
USER12498,2022-02-02,City 19,Tablet,200,92.36
USER12499,2023-08-10,City 20,Tablet,79,66.47
USER12500,2023-12-19,City 1,Tablet,173,47.36
USER12501,2022-04-23,City 2,Mobile,467,83.38
USER12502,2022-07-15,City 3,Mobile,581,83.36
USER12503,2022-01-20,City 4,Tablet,416,68.51
USER12504,2023-03-28,City 5,Desktop,449,85.3
USER12505,2022-11-18,City 6,Tablet,87,39.6
USER12506,2023-03-05,City 7,Desktop,101,79.01
USER12507,2022-06-05,City 8,Desktop,8,92.69
USER12508,2023-02-27,City 9,Mobile,200,72.24
USER12509,2023-12-09,City 10,Tablet,505,65.97
USER12510,2022-07-28,City 11,Desktop,87,70.73
USER12511,2023-02-25,City 12,Tablet,43,62.32
USER12512,2023-05-29,City 13,Mobile,385,68.29
USER12513,2023-09-19,City 14,Mobile,621,90.14
USER12514,2023-04-28,City 15,Mobile,435,94.98
USER12515,2022-03-05,City 16,Desktop,408,48.59
USER12516,2023-12-24,City 17,Tablet,483,81.5
USER12517,2022-05-22,City 18,Desktop,664,94.56
USER12518,2023-06-16,City 19,Tablet,17,82.46
USER12519,2022-08-01,City 20,Desktop,645,87.29
USER12520,2023-07-29,City 1,Mobile,148,50.55
USER12521,2022-11-29,City 2,Mobile,277,94.1
USER12522,2023-11-10,City 3,Mobile,232,90.86
USER12523,2023-05-05,City 4,Desktop,366,86.26
USER12524,2023-06-23,City 5,Tablet,228,50.69
USER12525,2023-01-21,City 6,Mobile,651,65.57
USER12526,2022-11-18,City 7,Mobile,436,74.72
USER12527,2022-06-27,City 8,Desktop,399,57.59
USER12528,2023-04-16,City 9,Mobile,211,63.12
USER12529,2023-06-30,City 10,Mobile,391,52.27
USER12530,2022-12-17,City 11,Desktop,499,85.87
USER12531,2023-07-14,City 12,Desktop,540,92.27
USER12532,2022-12-29,City 13,Mobile,563,84.82
USER12533,2023-11-24,City 14,Tablet,491,80.0
USER12534,2023-11-29,City 15,Tablet,442,89.22
USER12535,2023-10-21,City 16,Tablet,261,85.97
USER12536,2023-12-11,City 17,Tablet,350,98.75
USER12537,2022-09-28,City 18,Tablet,352,66.22
USER12538,2023-09-17,City 19,Tablet,520,80.69
USER12539,2023-05-11,City 20,Desktop,320,86.63
USER12540,2022-07-16,City 1,Tablet,138,54.5
USER12541,2022-09-10,City 2,Desktop,550,44.5
USER12542,2022-10-13,City 3,Desktop,623,40.35
USER12543,2023-07-26,City 4,Desktop,368,85.79
USER12544,2022-11-02,City 5,Mobile,220,75.75
USER12545,2022-08-19,City 6,Tablet,337,84.23
USER12546,2022-11-01,City 7,Tablet,223,80.94
USER12547,2022-10-23,City 8,Tablet,648,88.42
USER12548,2023-12-23,City 9,Mobile,360,81.09
USER12549,2022-08-01,City 10,Desktop,329,70.47
USER12550,2023-12-08,City 11,Tablet,463,62.42
USER12551,2023-12-23,City 12,Mobile,561,44.7
USER12552,2023-05-16,City 13,Mobile,382,66.31
USER12553,2022-11-21,City 14,Tablet,590,82.6
USER12554,2023-05-07,City 15,Desktop,617,90.19
USER12555,2022-12-24,City 16,Mobile,169,77.41
USER12556,2023-07-28,City 17,Desktop,217,87.01
USER12557,2022-10-08,City 18,Desktop,378,97.92
USER12558,2022-10-22,City 19,Tablet,119,91.18
USER12559,2022-05-05,City 20,Tablet,190,62.05
USER12560,2023-08-11,City 1,Tablet,370,87.72
USER12561,2023-11-24,City 2,Desktop,149,61.01
USER12562,2023-07-11,City 3,Desktop,676,84.74
USER12563,2023-01-24,City 4,Mobile,652,82.96
USER12564,2023-02-09,City 5,Mobile,488,55.19
USER12565,2022-12-20,City 6,Mobile,374,29.26
USER12566,2022-05-30,City 7,Tablet,693,79.67
USER12567,2022-10-25,City 8,Desktop,160,85.5
USER12568,2022-02-13,City 9,Desktop,351,65.89
USER12569,2022-10-22,City 10,Desktop,288,56.33
USER12570,2022-03-22,City 11,Mobile,288,65.53
USER12571,2022-12-21,City 12,Tablet,226,54.37
USER12572,2023-03-29,City 13,Tablet,523,54.43
USER12573,2023-11-03,City 14,Desktop,522,39.24
USER12574,2022-09-20,City 15,Desktop,273,69.1
USER12575,2023-05-06,City 16,Desktop,402,68.95
USER12576,2022-08-08,City 17,Desktop,183,93.59
USER12577,2022-07-26,City 18,Mobile,665,82.49
USER12578,2023-07-06,City 19,Mobile,488,75.71
USER12579,2022-10-05,City 20,Desktop,124,59.75
USER12580,2023-07-30,City 1,Mobile,626,92.76
USER12581,2023-12-14,City 2,Desktop,414,78.05
USER12582,2022-10-06,City 3,Desktop,725,95.32
USER12583,2022-05-21,City 4,Desktop,172,60.29
USER12584,2022-04-22,City 5,Mobile,288,69.29
USER12585,2023-09-23,City 6,Desktop,435,78.01
USER12586,2023-08-24,City 7,Desktop,686,79.01
USER12587,2022-09-03,City 8,Tablet,113,73.44
USER12588,2022-09-06,City 9,Tablet,122,59.08
USER12589,2022-02-21,City 10,Mobile,544,70.3
USER12590,2023-11-17,City 11,Tablet,222,72.63
USER12591,2023-06-28,City 12,Mobile,631,74.66
USER12592,2022-08-20,City 13,Desktop,39,82.14
USER12593,2023-10-16,City 14,Tablet,497,68.15
USER12594,2022-08-27,City 15,Mobile,233,94.89
USER12595,2022-02-23,City 16,Desktop,530,57.16
USER12596,2022-04-13,City 17,Tablet,149,57.29
USER12597,2023-02-28,City 18,Tablet,397,70.76
USER12598,2022-12-05,City 19,Mobile,661,61.35
USER12599,2023-04-29,City 20,Desktop,638,60.6
USER12600,2022-04-13,City 1,Tablet,302,80.13
USER12601,2023-11-29,City 2,Desktop,360,87.75
USER12602,2022-05-21,City 3,Desktop,238,93.78
USER12603,2022-01-06,City 4,Tablet,647,58.83
USER12604,2023-07-18,City 5,Desktop,663,62.43
USER12605,2022-06-11,City 6,Mobile,236,78.81
USER12606,2023-02-21,City 7,Tablet,203,82.03
USER12607,2023-10-31,City 8,Mobile,256,70.47
USER12608,2023-05-03,City 9,Tablet,598,64.97
USER12609,2023-05-04,City 10,Mobile,662,65.25
USER12610,2023-10-29,City 11,Desktop,235,69.59
USER12611,2022-07-24,City 12,Desktop,345,62.6
USER12612,2022-10-22,City 13,Mobile,534,88.2
USER12613,2022-11-25,City 14,Desktop,466,67.6
USER12614,2022-10-20,City 15,Mobile,541,59.38
USER12615,2023-10-24,City 16,Tablet,213,68.17
USER12616,2022-03-02,City 17,Tablet,463,74.95
USER12617,2022-04-02,City 18,Desktop,436,66.28
USER12618,2023-10-30,City 19,Desktop,283,37.9
USER12619,2023-08-11,City 20,Tablet,562,82.36
USER12620,2022-08-26,City 1,Desktop,607,76.54
USER12621,2023-07-02,City 2,Tablet,463,68.16
USER12622,2022-02-08,City 3,Tablet,407,66.13
USER12623,2022-06-29,City 4,Mobile,88,55.86
USER12624,2023-03-04,City 5,Mobile,44,83.03
USER12625,2022-06-30,City 6,Tablet,461,87.72
USER12626,2022-02-07,City 7,Tablet,278,70.49
USER12627,2023-02-11,City 8,Mobile,683,29.34
USER12628,2023-05-23,City 9,Tablet,421,89.22
USER12629,2022-07-10,City 10,Tablet,701,63.8
USER12630,2022-10-24,City 11,Tablet,353,81.39
USER12631,2022-02-08,City 12,Desktop,696,52.68
USER12632,2022-01-10,City 13,Mobile,515,81.57
USER12633,2022-11-02,City 14,Tablet,703,87.8
USER12634,2023-08-05,City 15,Tablet,630,75.45
USER12635,2023-09-10,City 16,Desktop,19,56.39
USER12636,2022-04-20,City 17,Desktop,23,25.45
USER12637,2022-12-10,City 18,Tablet,413,48.77
USER12638,2022-10-19,City 19,Mobile,30,95.8
USER12639,2023-04-11,City 20,Desktop,108,79.29
USER12640,2023-10-19,City 1,Mobile,367,70.61
USER12641,2023-07-11,City 2,Desktop,281,64.93
USER12642,2023-06-21,City 3,Desktop,128,66.44
USER12643,2023-05-21,City 4,Mobile,229,92.5
USER12644,2022-05-18,City 5,Tablet,111,89.36
USER12645,2023-06-01,City 6,Mobile,136,84.87
USER12646,2023-04-25,City 7,Tablet,362,80.56
USER12647,2022-10-07,City 8,Tablet,186,76.47
USER12648,2022-07-17,City 9,Desktop,656,45.06
USER12649,2022-04-26,City 10,Desktop,584,62.73
USER12650,2022-12-05,City 11,Desktop,129,85.07
USER12651,2022-06-16,City 12,Tablet,261,59.37
USER12652,2023-04-15,City 13,Tablet,515,70.57
USER12653,2023-10-26,City 14,Mobile,449,78.21
USER12654,2022-09-21,City 15,Mobile,104,72.58
USER12655,2022-07-10,City 16,Mobile,483,89.7
USER12656,2022-01-15,City 17,Mobile,224,65.46
USER12657,2022-12-12,City 18,Tablet,491,70.75
USER12658,2022-10-30,City 19,Tablet,473,50.57
USER12659,2023-08-05,City 20,Mobile,10,80.78
USER12660,2023-11-22,City 1,Mobile,405,75.79
USER12661,2022-07-17,City 2,Tablet,302,67.41
USER12662,2022-06-29,City 3,Mobile,231,71.61
USER12663,2023-09-18,City 4,Desktop,66,63.93
USER12664,2023-10-17,City 5,Tablet,112,66.51
USER12665,2023-02-20,City 6,Desktop,13,40.08
USER12666,2023-03-14,City 7,Desktop,393,65.15
USER12667,2023-06-12,City 8,Tablet,500,49.89
USER12668,2022-12-02,City 9,Tablet,598,50.35
USER12669,2022-03-30,City 10,Desktop,234,83.15
USER12670,2023-02-15,City 11,Mobile,602,56.64
USER12671,2023-11-17,City 12,Mobile,314,66.13
USER12672,2022-04-08,City 13,Tablet,566,49.24
USER12673,2022-07-09,City 14,Desktop,12,22.18
USER12674,2022-05-24,City 15,Desktop,209,89.07
USER12675,2023-05-04,City 16,Tablet,14,47.93
USER12676,2022-11-28,City 17,Tablet,633,81.09
USER12677,2022-09-12,City 18,Desktop,418,75.52
USER12678,2022-01-07,City 19,Desktop,437,89.99
USER12679,2022-09-25,City 20,Tablet,377,36.99
USER12680,2023-01-28,City 1,Desktop,20,88.78
USER12681,2022-08-30,City 2,Mobile,587,81.22
USER12682,2023-04-03,City 3,Tablet,70,41.37
USER12683,2022-10-01,City 4,Mobile,211,88.15
USER12684,2022-12-04,City 5,Tablet,101,92.95
USER12685,2022-11-06,City 6,Tablet,698,73.52
USER12686,2023-08-20,City 7,Desktop,132,96.24
USER12687,2023-08-10,City 8,Mobile,623,84.82
USER12688,2022-01-12,City 9,Desktop,381,86.43
USER12689,2022-09-25,City 10,Mobile,132,52.8
USER12690,2023-11-01,City 11,Desktop,20,45.84
USER12691,2023-01-04,City 12,Tablet,536,32.53
USER12692,2023-12-11,City 13,Mobile,227,71.55
USER12693,2022-08-30,City 14,Mobile,154,87.09
USER12694,2022-03-05,City 15,Tablet,469,74.36
USER12695,2023-11-15,City 16,Tablet,405,80.29
USER12696,2022-05-02,City 17,Desktop,202,67.42
USER12697,2023-04-22,City 18,Mobile,38,90.44
USER12698,2022-11-11,City 19,Desktop,188,79.28
USER12699,2022-06-13,City 20,Mobile,57,77.0
USER12700,2023-02-20,City 1,Mobile,20,89.17
USER12701,2023-12-04,City 2,Desktop,273,92.63
USER12702,2023-05-30,City 3,Tablet,119,47.52
USER12703,2023-12-22,City 4,Tablet,583,85.6
USER12704,2022-11-15,City 5,Desktop,516,60.92
USER12705,2023-12-08,City 6,Tablet,221,75.94
USER12706,2022-05-01,City 7,Desktop,526,75.58
USER12707,2023-10-17,City 8,Tablet,515,43.73
USER12708,2022-10-30,City 9,Desktop,728,84.21
USER12709,2023-01-12,City 10,Desktop,336,42.95
USER12710,2023-09-22,City 11,Desktop,698,90.93
USER12711,2022-08-15,City 12,Desktop,55,47.7
USER12712,2022-08-13,City 13,Tablet,500,73.07
USER12713,2022-05-17,City 14,Mobile,536,73.61
USER12714,2023-05-05,City 15,Tablet,162,80.41
USER12715,2022-06-06,City 16,Mobile,670,86.97
USER12716,2023-04-11,City 17,Desktop,594,68.03
USER12717,2023-09-13,City 18,Mobile,159,70.14
USER12718,2023-01-18,City 19,Mobile,188,78.5
USER12719,2023-03-02,City 20,Tablet,60,61.11
USER12720,2023-12-20,City 1,Desktop,319,89.48
USER12721,2023-07-17,City 2,Desktop,211,91.74
USER12722,2023-04-28,City 3,Desktop,406,60.76
USER12723,2023-07-05,City 4,Mobile,664,96.21
USER12724,2023-11-12,City 5,Desktop,109,87.1
USER12725,2022-08-12,City 6,Tablet,76,84.31
USER12726,2022-09-11,City 7,Mobile,542,85.92
USER12727,2023-11-28,City 8,Mobile,314,75.59
USER12728,2023-09-03,City 9,Mobile,117,86.43
USER12729,2022-03-25,City 10,Mobile,704,87.35
USER12730,2023-06-23,City 11,Tablet,19,77.22
USER12731,2023-04-03,City 12,Mobile,432,50.1
USER12732,2023-06-25,City 13,Mobile,685,91.75
USER12733,2023-12-22,City 14,Tablet,350,76.73
USER12734,2023-01-06,City 15,Desktop,183,58.26
USER12735,2022-03-21,City 16,Tablet,113,76.97
USER12736,2023-08-01,City 17,Desktop,183,65.49
USER12737,2022-04-25,City 18,Mobile,481,71.0
USER12738,2022-03-05,City 19,Mobile,146,78.49
USER12739,2023-07-15,City 20,Mobile,628,88.08
USER12740,2023-06-02,City 1,Tablet,113,76.44
USER12741,2022-07-27,City 2,Desktop,476,79.66
USER12742,2023-08-10,City 3,Desktop,303,76.72
USER12743,2023-07-04,City 4,Tablet,118,80.2
USER12744,2022-06-03,City 5,Tablet,161,62.93
USER12745,2022-06-18,City 6,Desktop,401,79.71
USER12746,2022-12-02,City 7,Tablet,198,60.4
USER12747,2023-06-17,City 8,Mobile,260,61.49
USER12748,2023-03-29,City 9,Desktop,660,48.29
USER12749,2022-04-30,City 10,Tablet,47,78.2
USER12750,2023-11-28,City 11,Desktop,399,90.44
USER12751,2022-07-30,City 12,Tablet,710,74.61
USER12752,2023-08-21,City 13,Desktop,559,67.55
USER12753,2023-05-16,City 14,Desktop,78,79.25
USER12754,2022-04-04,City 15,Desktop,124,62.59
USER12755,2023-06-07,City 16,Mobile,75,52.42
USER12756,2023-04-02,City 17,Mobile,137,87.42
USER12757,2022-02-26,City 18,Desktop,602,50.48
USER12758,2023-04-10,City 19,Tablet,400,75.28
USER12759,2022-05-16,City 20,Mobile,505,91.21
USER12760,2023-06-10,City 1,Tablet,500,77.65
USER12761,2023-03-02,City 2,Desktop,573,37.68
USER12762,2023-04-13,City 3,Tablet,138,96.56
USER12763,2023-08-01,City 4,Mobile,50,58.04
USER12764,2022-03-01,City 5,Tablet,619,76.74
USER12765,2023-07-27,City 6,Tablet,625,61.0
USER12766,2023-04-19,City 7,Desktop,254,70.24
USER12767,2023-11-20,City 8,Desktop,630,61.29
USER12768,2022-11-12,City 9,Tablet,710,86.81
USER12769,2022-01-23,City 10,Tablet,563,86.37
USER12770,2023-02-10,City 11,Desktop,426,68.77
USER12771,2022-09-18,City 12,Mobile,547,76.1
USER12772,2022-01-04,City 13,Mobile,302,86.91
USER12773,2022-08-12,City 14,Tablet,581,57.01
USER12774,2023-08-16,City 15,Desktop,349,70.12
USER12775,2022-03-16,City 16,Tablet,49,48.47
USER12776,2022-02-16,City 17,Desktop,74,77.25
USER12777,2023-03-10,City 18,Mobile,704,60.54
USER12778,2022-12-19,City 19,Tablet,261,59.7
USER12779,2023-12-19,City 20,Desktop,356,84.2
USER12780,2022-03-07,City 1,Tablet,582,91.42
USER12781,2023-07-09,City 2,Mobile,602,82.75
USER12782,2022-03-03,City 3,Mobile,260,56.96
USER12783,2022-03-12,City 4,Tablet,638,44.24
USER12784,2023-04-29,City 5,Tablet,295,81.32
USER12785,2022-02-02,City 6,Tablet,641,75.9
USER12786,2022-10-21,City 7,Desktop,313,90.08
USER12787,2023-02-23,City 8,Desktop,612,55.61
USER12788,2022-07-04,City 9,Tablet,182,87.8
USER12789,2022-05-19,City 10,Mobile,686,72.1
USER12790,2023-10-19,City 11,Tablet,364,91.0
USER12791,2023-10-24,City 12,Tablet,188,88.83
USER12792,2023-03-07,City 13,Mobile,569,86.53
USER12793,2023-01-19,City 14,Mobile,543,61.33
USER12794,2023-01-27,City 15,Desktop,596,81.09
USER12795,2023-04-05,City 16,Tablet,664,78.83
USER12796,2023-01-22,City 17,Tablet,548,73.2
USER12797,2023-01-20,City 18,Tablet,725,82.2
USER12798,2022-03-24,City 19,Tablet,408,86.28
USER12799,2023-12-01,City 20,Mobile,618,89.32
USER12800,2023-11-09,City 1,Tablet,414,68.69
USER12801,2023-07-07,City 2,Tablet,342,84.32
USER12802,2022-05-17,City 3,Tablet,220,71.82
USER12803,2023-11-01,City 4,Tablet,163,78.57
USER12804,2022-12-23,City 5,Desktop,220,83.46
USER12805,2022-05-02,City 6,Tablet,270,57.23
USER12806,2022-07-02,City 7,Mobile,632,63.47
USER12807,2023-07-05,City 8,Desktop,400,96.0
USER12808,2023-02-07,City 9,Tablet,182,43.95
USER12809,2023-06-26,City 10,Mobile,618,57.62
USER12810,2022-05-11,City 11,Desktop,729,46.23
USER12811,2022-08-17,City 12,Desktop,205,68.98
USER12812,2022-01-04,City 13,Tablet,582,78.44
USER12813,2022-01-24,City 14,Desktop,556,91.23
USER12814,2022-11-02,City 15,Tablet,228,90.34
USER12815,2023-04-20,City 16,Tablet,696,76.04
USER12816,2023-11-21,City 17,Desktop,619,68.86
USER12817,2023-07-12,City 18,Desktop,596,45.44
USER12818,2023-03-11,City 19,Desktop,250,67.42
USER12819,2023-06-29,City 20,Desktop,441,63.42
USER12820,2023-01-24,City 1,Desktop,533,50.59
USER12821,2022-08-24,City 2,Mobile,196,44.83
USER12822,2022-09-11,City 3,Mobile,690,65.13
USER12823,2023-04-17,City 4,Tablet,519,90.63
USER12824,2022-12-21,City 5,Tablet,70,78.0
USER12825,2022-06-08,City 6,Tablet,639,85.97
USER12826,2022-10-10,City 7,Desktop,399,70.09
USER12827,2022-07-13,City 8,Tablet,672,85.38
USER12828,2022-04-26,City 9,Tablet,203,97.89
USER12829,2022-02-02,City 10,Desktop,148,96.65
USER12830,2023-11-08,City 11,Mobile,472,74.64
USER12831,2023-03-06,City 12,Tablet,655,56.53
USER12832,2023-09-22,City 13,Desktop,199,86.23
USER12833,2022-01-17,City 14,Tablet,426,78.22
USER12834,2022-09-04,City 15,Mobile,666,56.82
USER12835,2022-07-31,City 16,Tablet,492,92.74
USER12836,2022-03-10,City 17,Mobile,142,84.26
USER12837,2022-04-14,City 18,Tablet,313,46.2
USER12838,2023-09-01,City 19,Desktop,165,73.16
USER12839,2022-02-04,City 20,Tablet,314,90.16
USER12840,2023-04-03,City 1,Tablet,21,76.84
USER12841,2023-09-05,City 2,Mobile,82,59.92
USER12842,2023-11-20,City 3,Desktop,581,71.82
USER12843,2023-12-22,City 4,Desktop,131,46.41
USER12844,2022-02-19,City 5,Mobile,599,84.38
USER12845,2022-09-08,City 6,Mobile,305,75.94
USER12846,2022-02-15,City 7,Tablet,371,86.87
USER12847,2023-02-16,City 8,Mobile,384,87.33
USER12848,2023-03-26,City 9,Desktop,445,67.08
USER12849,2022-08-28,City 10,Desktop,425,91.1
USER12850,2023-07-07,City 11,Mobile,161,76.31
USER12851,2022-08-11,City 12,Tablet,178,64.63
USER12852,2022-02-27,City 13,Desktop,629,54.05
USER12853,2022-05-24,City 14,Desktop,708,68.48
USER12854,2023-05-31,City 15,Desktop,490,75.69
USER12855,2022-10-24,City 16,Mobile,327,87.71
USER12856,2022-08-28,City 17,Tablet,598,73.64
USER12857,2023-08-13,City 18,Mobile,289,52.91
USER12858,2022-11-23,City 19,Tablet,593,81.86
USER12859,2023-08-15,City 20,Mobile,664,65.52
USER12860,2023-09-05,City 1,Tablet,573,67.43
USER12861,2023-11-20,City 2,Tablet,573,58.89
USER12862,2022-11-25,City 3,Mobile,354,75.48
USER12863,2022-08-31,City 4,Tablet,28,80.81
USER12864,2022-11-06,City 5,Desktop,43,55.14
USER12865,2022-05-27,City 6,Desktop,681,96.86
USER12866,2023-11-08,City 7,Mobile,423,71.83
USER12867,2023-06-18,City 8,Desktop,598,60.89
USER12868,2022-08-15,City 9,Tablet,177,74.16
USER12869,2023-02-28,City 10,Mobile,529,76.42
USER12870,2022-11-04,City 11,Desktop,610,84.72
USER12871,2022-10-09,City 12,Mobile,494,74.57
USER12872,2022-03-04,City 13,Tablet,198,76.44
USER12873,2023-07-25,City 14,Mobile,610,48.9
USER12874,2023-08-29,City 15,Desktop,577,52.6
USER12875,2022-06-29,City 16,Mobile,517,71.7
USER12876,2023-10-04,City 17,Mobile,514,47.77
USER12877,2023-11-27,City 18,Tablet,22,45.53
USER12878,2023-03-14,City 19,Mobile,112,65.79
USER12879,2023-07-24,City 20,Desktop,57,64.5
USER12880,2023-05-23,City 1,Desktop,66,89.45
USER12881,2022-02-18,City 2,Desktop,98,84.86
USER12882,2022-12-19,City 3,Mobile,144,92.07
USER12883,2023-10-21,City 4,Tablet,435,94.94
USER12884,2023-11-19,City 5,Desktop,637,56.64
USER12885,2023-01-26,City 6,Tablet,679,66.22
USER12886,2023-06-22,City 7,Tablet,86,73.05
USER12887,2022-11-23,City 8,Mobile,588,64.29
