employee_id,department,education,education_field,gender,age,tenure,marital_status,distance_from_home,job_role,salary,bonus,job_satisfaction,performance_rating,overtime,attrition,salary_category,tenure_group,age_group
EMP1752,HR,PhD,Medical,Female,64,1,Divorced,28.0,HR Specialist,78302.99,3612.5,1,1,No,Yes,Medium,0-2 years,55+
EMP1753,Operations,Master,Technical,Female,64,2,Married,4.3,Supply Chain Analyst,74464.26,15448.78,1,4,No,Yes,Medium,0-2 years,55+
EMP1754,Technology,PhD,Technical,Female,32,7,Married,12.9,Data Scientist,187517.6,7890.83,1,5,No,No,Very High,6-10 years,26-35
EMP1755,R&D,Master,Medical,Male,44,4,Single,1.0,Research Director,120203.31,5177.27,4,5,No,No,High,3-5 years,36-45
EMP1756,Sales,PhD,Life Sciences,Female,37,0,Divorced,1.5,Account Executive,103664.29,13651.74,2,5,No,Yes,High,,36-45
EMP1757,Customer Service,Bachelor,Technical,Male,52,7,Divorced,102.1,Support Specialist,47434.52,1239.93,2,3,Yes,Yes,Low,6-10 years,46-55
EMP1758,R&D,Master,Medical,Female,32,0,Married,5.9,Research Director,118749.67,7407.6,2,1,No,No,High,,26-35
EMP1759,Sales,Master,Other,Female,37,6,Divorced,20.7,Sales Manager,134305.83,13068.56,3,5,Yes,No,High,6-10 years,36-45
EMP1760,Finance,Bachelor,Life Sciences,Male,29,1,Divorced,24.6,Controller,80833.78,7769.29,4,2,Yes,Yes,Medium,0-2 years,26-35
EMP1761,Operations,PhD,Technical,Male,25,15,Divorced,29.3,Logistics Coordinator,102320.38,16479.26,1,5,No,Yes,High,10+ years,18-25
EMP1762,Customer Service,Master,Marketing,Female,61,2,Divorced,90.7,Service Manager,76346.81,7849.73,3,3,No,No,Medium,0-2 years,55+
EMP1763,Customer Service,Bachelor,Life Sciences,Female,25,1,Divorced,4.1,Support Specialist,48117.58,6860.59,2,2,Yes,Yes,Low,0-2 years,18-25
EMP1764,Sales,PhD,Other,Female,46,0,Married,0.6,BD Manager,153418.99,4848.79,1,1,Yes,No,Very High,,46-55
EMP1765,Finance,Master,Other,Male,24,1,Married,7.9,Accountant,78538.01,3599.91,4,1,No,No,Medium,0-2 years,18-25
EMP1766,HR,Master,Medical,Male,53,10,Divorced,2.1,Recruiter,70958.07,6480.71,5,5,Yes,No,Medium,6-10 years,46-55
EMP1767,Marketing,PhD,Other,Male,24,28,Single,0.3,Content Writer,113096.34,11180.96,2,2,No,Yes,High,10+ years,18-25
EMP1768,HR,Bachelor,Marketing,Male,48,2,Divorced,6.7,HR Specialist,48832.76,6187.23,2,2,No,Yes,Low,0-2 years,46-55
EMP1769,Customer Service,Master,Medical,Male,50,2,Single,23.0,Customer Support,50469.94,2207.46,2,5,No,Yes,Medium,0-2 years,46-55
EMP1770,Customer Service,PhD,Other,Female,53,6,Married,12.5,Customer Support,77650.79,4432.53,2,5,Yes,No,Medium,6-10 years,46-55
EMP1771,Technology,Master,Technical,Female,40,10,Married,5.6,DevOps,128034.27,22538.48,1,4,Yes,No,High,6-10 years,36-45
EMP1772,Sales,PhD,Life Sciences,Female,42,4,Married,15.9,BD Manager,159960.2,7893.48,4,4,No,No,Very High,3-5 years,36-45
EMP1773,Finance,Master,Marketing,Female,26,2,Divorced,4.0,Controller,120891.79,13051.28,3,5,No,No,High,0-2 years,26-35
EMP1774,Marketing,High School,Marketing,Female,39,2,Married,0.2,SEO Analyst,48310.81,4579.26,1,3,Yes,Yes,Low,0-2 years,36-45
EMP1775,HR,Bachelor,Marketing,Female,49,5,Divorced,21.7,Recruiter,53975.42,2478.11,4,4,Yes,No,Medium,3-5 years,46-55
EMP1776,Sales,Bachelor,Technical,Male,63,0,Divorced,14.7,Account Executive,68093.06,2123.39,3,5,Yes,No,Medium,,55+
EMP1777,R&D,High School,Other,Female,43,4,Married,21.6,Lab Technician,39637.61,1298.37,2,2,No,No,Low,3-5 years,36-45
EMP1778,Technology,PhD,Life Sciences,Female,42,2,Married,0.6,DevOps,152214.76,14679.91,4,4,No,No,Very High,0-2 years,36-45
EMP1779,Finance,Bachelor,Life Sciences,Female,27,7,Married,27.2,Controller,88171.36,4982.31,2,3,No,No,Medium,6-10 years,26-35
EMP1780,Technology,PhD,Technical,Male,22,0,Single,14.5,DevOps,129392.11,7268.25,4,1,No,Yes,High,,18-25
EMP1781,Customer Service,Master,Medical,Male,26,4,Single,12.4,Service Manager,83650.93,3346.41,5,2,No,No,Medium,3-5 years,26-35
EMP1782,Technology,High School,Other,Female,62,3,Divorced,14.7,Software Engineer,64135.64,10635.07,2,3,No,No,Medium,3-5 years,55+
EMP1783,Marketing,PhD,Marketing,Male,33,5,Single,30.0,Content Writer,83063.46,9045.26,2,3,Yes,Yes,Medium,3-5 years,26-35
EMP1784,Customer Service,PhD,Medical,Male,47,0,Single,13.3,Customer Support,69365.86,6697.83,2,3,Yes,Yes,Medium,,46-55
EMP1785,HR,Bachelor,Technical,Male,55,4,Married,13.0,Recruiter,47859.05,2790.25,1,2,Yes,Yes,Low,3-5 years,46-55
EMP1786,HR,Master,Other,Male,35,4,Married,70.1,HR Specialist,67983.54,5008.55,3,3,No,No,Medium,3-5 years,26-35
EMP1787,R&D,Bachelor,Other,Female,47,4,Divorced,21.2,Lab Technician,53086.27,8133.1,2,1,No,Yes,Medium,3-5 years,46-55
EMP1788,Customer Service,Master,Other,Male,48,4,Divorced,8.8,Service Manager,83310.87,10158.13,2,4,No,No,Medium,3-5 years,46-55
EMP1789,Customer Service,Bachelor,Medical,Male,30,5,Single,18.4,Customer Support,43903.63,7160.64,1,2,Yes,Yes,Low,3-5 years,26-35
EMP1790,Finance,PhD,Medical,Female,47,8,Divorced,7.4,Accountant,99051.28,7883.71,1,3,Yes,Yes,Medium,6-10 years,46-55
EMP1791,Customer Service,PhD,Technical,Female,43,1,Married,3.9,Support Specialist,79455.45,4843.83,5,5,Yes,No,Medium,0-2 years,36-45
EMP1792,Marketing,High School,Marketing,Male,51,8,Married,13.6,Content Writer,42335.92,7374.51,4,4,No,No,Low,6-10 years,46-55
EMP1793,R&D,PhD,Medical,Female,64,3,Single,39.5,Research Scientist,133869.72,7991.56,2,2,Yes,No,High,3-5 years,55+
EMP1794,Finance,PhD,Life Sciences,Female,38,0,Married,39.7,Controller,144481.14,11298.12,4,5,Yes,No,High,,36-45
EMP1795,Marketing,PhD,Medical,Male,47,0,Married,6.3,Content Writer,69722.63,5056.44,1,5,No,Yes,Medium,,46-55
EMP1796,Technology,PhD,Medical,Male,57,2,Married,11.3,IT Support,90306.34,12379.12,1,3,Yes,Yes,Medium,0-2 years,55+
EMP1797,HR,High School,Other,Male,22,7,Married,3.6,CHRO,107311.74,11216.63,5,2,No,No,High,6-10 years,18-25
EMP1798,R&D,Master,Life Sciences,Female,29,6,Married,81.5,Research Director,134537.1,10659.61,3,3,Yes,Yes,High,6-10 years,26-35
EMP1799,Operations,High School,Marketing,Female,56,7,Single,59.5,Supply Chain Analyst,57936.83,8829.3,1,1,No,Yes,Medium,6-10 years,55+
EMP1800,HR,High School,Life Sciences,Male,36,3,Divorced,15.7,HR Manager,69209.42,2705.34,2,5,No,Yes,Medium,3-5 years,36-45
EMP1801,Sales,Bachelor,Marketing,Female,43,2,Single,24.5,Sales Manager,90578.36,15813.91,5,1,No,No,Medium,0-2 years,36-45
EMP1802,HR,Master,Technical,Female,35,0,Single,18.8,HR Manager,102211.73,19649.82,3,3,No,No,High,,26-35
EMP1803,HR,Bachelor,Other,Female,47,1,Single,13.5,CHRO,119046.38,8170.52,5,4,No,No,High,0-2 years,46-55
EMP1804,Customer Service,High School,Technical,Male,49,2,Divorced,0.8,Service Manager,53364.88,4348.01,1,5,No,No,Medium,0-2 years,46-55
EMP1805,Marketing,PhD,Medical,Male,44,0,Married,9.1,Content Writer,70488.77,2666.98,3,4,No,No,Medium,,36-45
EMP1806,Customer Service,Master,Medical,Female,35,1,Divorced,16.8,Customer Support,48279.8,7259.21,4,2,No,Yes,Low,0-2 years,26-35
EMP1807,Customer Service,PhD,Other,Female,45,4,Single,17.0,Service Manager,101645.31,18424.91,3,5,No,No,High,3-5 years,36-45
EMP1808,Operations,High School,Technical,Female,23,6,Divorced,7.0,Operations Manager,64899.6,4705.93,2,1,No,Yes,Medium,6-10 years,18-25
EMP1809,Operations,High School,Life Sciences,Male,47,32,Single,42.6,Logistics Coordinator,58453.74,7573.04,4,4,Yes,No,Medium,10+ years,46-55
EMP1810,R&D,High School,Technical,Male,35,13,Married,2.7,Research Scientist,79364.32,7139.46,4,2,No,No,Medium,10+ years,26-35
EMP1811,Customer Service,Master,Marketing,Male,28,5,Single,10.4,Customer Support,55563.88,2650.94,2,5,No,No,Medium,3-5 years,26-35
EMP1812,Operations,Bachelor,Medical,Female,24,2,Married,17.6,Supply Chain Analyst,64081.61,4750.4,4,2,No,No,Medium,0-2 years,18-25
EMP1813,Finance,Bachelor,Life Sciences,Female,44,5,Single,17.9,Accountant,56705.68,4976.87,1,1,Yes,Yes,Medium,3-5 years,36-45
EMP1814,Finance,PhD,Medical,Female,64,7,Single,15.7,Accountant,105323.35,16423.08,3,5,No,No,High,6-10 years,55+
EMP1815,R&D,Master,Technical,Female,39,0,Divorced,4.8,Lab Technician,59034.64,10485.36,3,2,Yes,Yes,Medium,,36-45
EMP1816,Finance,PhD,Other,Male,59,2,Married,2.5,Accountant,86103.19,10771.3,2,3,No,Yes,Medium,0-2 years,55+
EMP1817,R&D,PhD,Life Sciences,Male,56,9,Single,15.2,Research Scientist,135706.92,3726.04,1,5,Yes,Yes,High,6-10 years,55+
EMP1818,Sales,Bachelor,Other,Female,36,2,Married,13.7,BD Manager,103712.51,16117.78,4,5,No,No,High,0-2 years,36-45
EMP1819,Operations,Master,Technical,Male,46,4,Divorced,3.0,Supply Chain Analyst,83946.87,14459.31,3,5,Yes,No,Medium,3-5 years,46-55
EMP1820,Customer Service,High School,Marketing,Female,58,4,Married,18.3,Service Manager,48895.81,1507.34,3,5,Yes,No,Low,3-5 years,55+
EMP1821,R&D,PhD,Other,Female,49,1,Divorced,9.1,Research Director,169529.15,5126.09,3,3,No,No,Very High,0-2 years,46-55
EMP1822,R&D,High School,Other,Female,31,2,Divorced,16.5,Lab Technician,39050.86,4159.37,3,1,No,No,Low,0-2 years,26-35
EMP1823,Marketing,Master,Technical,Female,60,2,Married,27.2,Content Writer,66402.42,10182.37,5,3,Yes,Yes,Medium,0-2 years,55+
EMP1824,Customer Service,PhD,Life Sciences,Male,38,0,Married,2.8,Service Manager,94600.42,12588.28,2,3,No,Yes,Medium,,36-45
EMP1825,Sales,High School,Technical,Female,60,0,Single,0.3,Account Executive,51741.04,1749.9,4,2,Yes,Yes,Medium,,55+
EMP1826,Marketing,High School,Other,Female,43,8,Divorced,22.7,Marketing Specialist,55102.33,4719.52,4,4,No,No,Medium,6-10 years,36-45
EMP1827,Operations,Bachelor,Medical,Male,47,1,Married,14.1,Logistics Coordinator,46129.95,2705.09,2,4,No,Yes,Low,0-2 years,46-55
EMP1828,Technology,Master,Medical,Male,46,3,Divorced,18.0,Software Engineer,114810.09,4165.69,1,2,Yes,Yes,High,3-5 years,46-55
EMP1829,Customer Service,Master,Other,Female,38,1,Single,27.3,Customer Support,50411.05,4278.79,2,3,No,Yes,Medium,0-2 years,36-45
EMP1830,Technology,Master,Life Sciences,Female,34,14,Married,24.4,DevOps,139933.0,23871.74,3,2,Yes,Yes,High,10+ years,26-35
EMP1831,Customer Service,PhD,Other,Male,41,1,Married,48.6,Customer Support,60363.76,7155.6,3,5,No,No,Medium,0-2 years,36-45
EMP1832,Sales,Bachelor,Medical,Male,46,2,Divorced,11.5,Sales Representative,48942.19,749.77,2,2,No,No,Low,0-2 years,46-55
EMP1833,Marketing,PhD,Marketing,Female,25,10,Married,10.1,Content Writer,77776.3,1587.85,2,2,No,No,Medium,6-10 years,18-25
EMP1834,R&D,Master,Other,Male,31,9,Married,7.7,Lab Technician,62669.09,4744.53,4,5,No,No,Medium,6-10 years,26-35
EMP1835,Marketing,PhD,Other,Female,24,1,Divorced,2.5,CMO,214534.25,21120.11,4,4,No,No,Very High,0-2 years,18-25
EMP1836,Technology,High School,Marketing,Female,62,8,Single,12.8,Data Scientist,83617.18,8891.67,5,5,Yes,No,Medium,6-10 years,55+
EMP1837,Customer Service,PhD,Life Sciences,Male,39,3,Married,4.9,Support Specialist,78812.77,6628.53,5,1,No,No,Medium,3-5 years,36-45
EMP1838,HR,PhD,Technical,Female,57,3,Single,38.1,HR Manager,135826.7,3020.77,3,2,No,No,High,3-5 years,55+
EMP1839,Operations,Master,Medical,Male,43,0,Divorced,13.1,Operations Manager,91922.02,541.92,5,2,No,No,Medium,,36-45
EMP1840,R&D,High School,Medical,Male,55,0,Divorced,13.5,Research Scientist,55837.73,1596.53,5,4,No,Yes,Medium,,46-55
EMP1841,Technology,Master,Technical,Female,29,6,Single,6.6,Data Scientist,144630.61,9456.2,1,3,Yes,No,High,6-10 years,26-35
EMP1842,Operations,High School,Technical,Female,61,3,Married,0.8,Operations Manager,60550.18,11175.65,2,5,Yes,No,Medium,3-5 years,55+
EMP1843,R&D,High School,Technical,Male,40,2,Married,0.5,Lab Technician,39171.6,2798.62,4,3,Yes,Yes,Low,0-2 years,36-45
EMP1844,Operations,High School,Technical,Female,63,6,Divorced,8.3,Operations Manager,66103.7,1418.24,5,1,Yes,No,Medium,6-10 years,55+
EMP1845,Customer Service,Master,Medical,Female,62,7,Divorced,1.3,Customer Support,64916.47,8924.33,4,5,Yes,No,Medium,6-10 years,55+
EMP1846,Sales,High School,Other,Male,58,0,Married,14.0,Sales Manager,69000.46,9509.29,5,1,No,Yes,Medium,,55+
EMP1847,Technology,Bachelor,Other,Female,27,4,Single,31.9,Data Scientist,99350.48,6212.3,5,1,No,No,Medium,3-5 years,26-35
EMP1848,Finance,Bachelor,Marketing,Male,47,0,Divorced,32.2,Controller,87523.9,6961.89,3,1,Yes,Yes,Medium,,46-55
EMP1849,HR,Bachelor,Other,Female,55,6,Married,16.1,Recruiter,46049.88,2686.58,1,5,No,No,Low,6-10 years,46-55
EMP1850,Finance,Bachelor,Life Sciences,Female,27,5,Married,3.6,Accountant,65308.51,4629.9,2,5,Yes,Yes,Medium,3-5 years,26-35
EMP1851,Technology,Master,Life Sciences,Female,58,15,Married,29.8,Data Scientist,148328.32,26486.39,2,4,No,No,High,10+ years,55+
EMP1852,R&D,PhD,Technical,Male,54,0,Single,32.6,Research Scientist,115868.23,7293.21,3,2,No,No,High,,46-55
EMP1853,Technology,PhD,Marketing,Female,43,0,Married,3.3,Data Scientist,161598.66,5564.27,3,3,No,No,Very High,,36-45
EMP1854,Technology,Bachelor,Medical,Male,42,1,Divorced,20.1,DevOps,88387.4,7481.89,2,3,No,No,Medium,0-2 years,36-45
EMP1855,Customer Service,PhD,Other,Male,27,1,Single,5.1,Customer Support,63891.31,4827.43,2,1,Yes,No,Medium,0-2 years,26-35
EMP1856,Marketing,Bachelor,Other,Female,27,1,Divorced,24.3,Marketing Specialist,55801.95,2164.66,1,5,No,Yes,Medium,0-2 years,26-35
EMP1857,HR,Bachelor,Medical,Male,25,11,Single,88.4,Recruiter,58792.93,1520.85,5,5,No,Yes,Medium,10+ years,18-25
EMP1858,Sales,PhD,Life Sciences,Male,51,1,Married,0.5,BD Manager,150078.86,20733.32,1,1,No,No,Very High,0-2 years,46-55
EMP1859,Sales,PhD,Technical,Male,32,1,Married,34.1,Sales Representative,87632.68,6512.06,2,2,Yes,Yes,Medium,0-2 years,26-35
EMP1860,Operations,High School,Marketing,Female,51,7,Single,14.6,Logistics Coordinator,37659.41,1943.84,5,3,No,Yes,Low,6-10 years,46-55
EMP1861,Sales,Bachelor,Life Sciences,Male,52,2,Married,54.4,Account Executive,71342.31,7116.1,2,4,No,No,Medium,0-2 years,46-55
EMP1862,HR,PhD,Marketing,Female,45,7,Divorced,9.4,HR Manager,146308.9,29512.35,1,2,No,No,High,6-10 years,36-45
EMP1863,Operations,PhD,Technical,Male,30,0,Married,28.2,Logistics Coordinator,67418.17,5612.72,1,5,Yes,Yes,Medium,,26-35
EMP1864,Operations,PhD,Other,Male,24,3,Single,1.0,Operations Manager,117066.15,7136.47,1,1,Yes,No,High,3-5 years,18-25
EMP1865,R&D,High School,Technical,Female,52,0,Divorced,6.1,Lab Technician,33591.6,2819.68,5,3,No,No,Low,,46-55
EMP1866,Marketing,Bachelor,Life Sciences,Female,61,0,Divorced,1.0,SEO Analyst,62479.25,5006.71,4,1,Yes,Yes,Medium,,55+
EMP1867,Finance,Bachelor,Other,Female,58,11,Single,55.5,Accountant,67574.37,7680.58,4,5,Yes,No,Medium,10+ years,55+
EMP1868,R&D,Master,Technical,Female,57,0,Divorced,25.5,Research Director,126842.49,15791.35,2,1,Yes,No,High,,55+
EMP1869,Marketing,High School,Other,Male,45,3,Divorced,28.7,CMO,95582.9,3508.59,5,3,Yes,No,Medium,3-5 years,36-45
EMP1870,Marketing,High School,Other,Male,52,2,Single,41.7,Marketing Specialist,43121.9,7945.3,3,1,Yes,Yes,Low,0-2 years,46-55
EMP1871,Marketing,Bachelor,Marketing,Male,27,2,Divorced,1.3,Marketing Specialist,51954.73,5219.66,4,3,No,No,Medium,0-2 years,26-35
EMP1872,Technology,Master,Marketing,Male,23,11,Married,7.3,Data Scientist,145308.18,18065.04,5,1,Yes,No,High,10+ years,18-25
EMP1873,R&D,Master,Life Sciences,Male,41,0,Married,1.1,Research Scientist,98665.02,13486.22,5,1,Yes,No,Medium,,36-45
EMP1874,Finance,Bachelor,Technical,Female,49,5,Single,3.6,Accountant,64831.01,3578.01,4,3,Yes,No,Medium,3-5 years,46-55
EMP1875,Customer Service,PhD,Medical,Female,32,16,Divorced,3.9,Customer Support,87300.41,11546.53,5,1,No,No,Medium,10+ years,26-35
EMP1876,Marketing,High School,Technical,Male,25,4,Divorced,9.5,CMO,102340.38,4068.91,5,2,No,No,High,3-5 years,18-25
EMP1877,Finance,Master,Other,Male,36,13,Married,4.7,Controller,151847.58,2647.07,4,4,No,No,Very High,10+ years,36-45
EMP1878,Customer Service,PhD,Life Sciences,Female,27,0,Married,1.6,Service Manager,100209.51,4832.5,1,2,Yes,Yes,High,,26-35
EMP1879,HR,Master,Life Sciences,Male,51,2,Single,2.7,CHRO,161514.83,5176.74,2,4,No,No,Very High,0-2 years,46-55
EMP1880,Customer Service,PhD,Medical,Male,59,1,Married,2.4,Support Specialist,73845.21,4178.34,3,2,No,Yes,Medium,0-2 years,55+
EMP1881,HR,PhD,Other,Female,23,6,Single,54.2,Recruiter,76751.61,9854.81,2,4,Yes,Yes,Medium,6-10 years,18-25
EMP1882,Sales,High School,Other,Female,36,19,Divorced,21.4,Sales Representative,50263.21,4074.83,1,1,No,Yes,Medium,10+ years,36-45
EMP1883,Customer Service,Master,Life Sciences,Male,32,1,Married,51.5,Support Specialist,62368.1,593.24,1,3,No,No,Medium,0-2 years,26-35
EMP1884,HR,Master,Life Sciences,Male,29,5,Divorced,8.7,Recruiter,59476.17,10127.3,5,3,No,No,Medium,3-5 years,26-35
EMP1885,Marketing,PhD,Medical,Female,47,1,Married,4.9,SEO Analyst,94057.55,5961.89,2,5,No,Yes,Medium,0-2 years,46-55
EMP1886,Technology,Bachelor,Medical,Male,26,4,Married,24.0,Data Scientist,103266.3,7952.68,1,4,No,No,High,3-5 years,26-35
EMP1887,Customer Service,Master,Marketing,Female,27,3,Divorced,5.9,Service Manager,83745.19,10686.71,2,5,Yes,No,Medium,3-5 years,26-35
EMP1888,Operations,High School,Life Sciences,Male,47,17,Divorced,5.3,Operations Manager,76549.55,16193.32,1,5,No,Yes,Medium,10+ years,46-55
EMP1889,HR,Bachelor,Medical,Female,25,4,Married,4.0,HR Specialist,50395.56,2968.72,3,4,Yes,No,Medium,3-5 years,18-25
EMP1890,R&D,Master,Other,Male,40,2,Single,2.1,Research Director,125350.69,20765.27,1,3,No,No,High,0-2 years,36-45
EMP1891,HR,High School,Marketing,Male,41,0,Married,4.4,HR Manager,61406.33,3528.63,2,4,Yes,Yes,Medium,,36-45
EMP1892,Customer Service,Bachelor,Life Sciences,Female,54,0,Married,6.6,Customer Support,43758.55,5973.99,5,1,No,No,Low,,46-55
EMP1893,HR,Master,Medical,Female,41,1,Married,16.8,CHRO,152500.46,17807.95,2,5,No,Yes,Very High,0-2 years,36-45
EMP1894,Finance,High School,Life Sciences,Female,33,1,Divorced,1.0,Accountant,48673.29,2948.47,4,5,No,No,Low,0-2 years,26-35
EMP1895,R&D,Bachelor,Marketing,Female,22,9,Divorced,3.5,Research Director,117978.79,12313.24,2,4,Yes,Yes,High,6-10 years,18-25
EMP1896,Customer Service,Master,Technical,Male,47,4,Married,24.8,Customer Support,57190.16,9324.68,3,5,No,Yes,Medium,3-5 years,46-55
EMP1897,Technology,Bachelor,Life Sciences,Female,35,3,Divorced,2.4,IT Support,54708.99,6909.0,3,3,No,No,Medium,3-5 years,26-35
EMP1898,Finance,PhD,Life Sciences,Male,59,0,Divorced,6.3,Financial Analyst,107467.06,13914.15,3,5,Yes,No,High,,55+
EMP1899,R&D,PhD,Life Sciences,Male,58,9,Single,30.0,Research Scientist,145094.11,12954.66,1,4,No,No,High,6-10 years,55+
EMP1900,Operations,Bachelor,Life Sciences,Female,32,6,Single,2.5,Supply Chain Analyst,68577.19,4822.13,3,3,Yes,No,Medium,6-10 years,26-35
EMP1901,HR,PhD,Medical,Male,57,0,Divorced,1.3,CHRO,175640.46,22302.51,2,3,No,No,Very High,,55+
EMP1902,HR,PhD,Technical,Male,34,6,Divorced,9.9,HR Manager,135170.29,20762.8,5,5,Yes,No,High,6-10 years,26-35
EMP1903,Sales,Bachelor,Other,Male,64,3,Divorced,5.4,BD Manager,97365.67,1239.9,3,4,Yes,No,Medium,3-5 years,55+
EMP1904,R&D,PhD,Life Sciences,Male,24,0,Single,12.4,Research Director,152587.11,9884.66,2,5,No,Yes,Very High,,18-25
EMP1905,HR,Bachelor,Other,Female,54,3,Divorced,24.4,CHRO,109547.0,14448.98,1,1,No,Yes,High,3-5 years,46-55
EMP1906,Sales,Bachelor,Medical,Female,27,3,Married,2.2,Account Executive,73105.3,4642.05,1,1,Yes,Yes,Medium,3-5 years,26-35
EMP1907,Sales,PhD,Technical,Female,31,0,Single,13.0,Sales Manager,127453.13,13940.14,5,3,No,Yes,High,,26-35
EMP1908,Customer Service,Master,Marketing,Male,26,14,Divorced,10.6,Support Specialist,68664.46,4850.93,5,5,Yes,No,Medium,10+ years,26-35
EMP1909,HR,Bachelor,Marketing,Female,44,9,Divorced,2.3,HR Manager,87371.55,7557.09,2,1,Yes,Yes,Medium,6-10 years,36-45
EMP1910,Finance,Bachelor,Marketing,Male,31,5,Married,14.7,CFO,147527.59,5429.46,5,2,No,No,High,3-5 years,26-35
EMP1911,Operations,Master,Marketing,Male,23,3,Married,4.8,Supply Chain Analyst,81650.09,5924.37,5,1,Yes,No,Medium,3-5 years,18-25
EMP1912,Finance,PhD,Marketing,Male,34,2,Divorced,10.0,CFO,206661.49,39599.97,1,5,No,No,Very High,0-2 years,26-35
EMP1913,Finance,High School,Technical,Female,61,5,Divorced,1.3,CFO,115730.96,14700.26,2,5,No,No,High,3-5 years,55+
EMP1914,HR,Master,Life Sciences,Female,23,3,Divorced,9.2,HR Manager,100187.54,14123.35,5,1,No,No,High,3-5 years,18-25
EMP1915,Marketing,High School,Marketing,Female,41,0,Married,5.5,CMO,104311.06,15661.01,2,5,No,Yes,High,,36-45
EMP1916,Technology,PhD,Life Sciences,Male,22,3,Divorced,25.9,CTO,244626.82609999998,12512.36,3,5,Yes,No,Very High,3-5 years,18-25
EMP1917,Sales,Bachelor,Other,Male,58,8,Divorced,0.9,Sales Representative,58027.51,11757.24,1,2,No,Yes,Medium,6-10 years,55+
EMP1918,HR,Bachelor,Life Sciences,Male,30,3,Divorced,8.1,Recruiter,46058.01,5560.1,1,3,No,No,Low,3-5 years,26-35
EMP1919,Customer Service,PhD,Other,Female,38,0,Single,9.2,Customer Support,67035.29,668.38,1,5,Yes,Yes,Medium,,36-45
EMP1920,Sales,PhD,Life Sciences,Male,30,7,Divorced,19.4,Account Executive,107574.54,12077.06,4,4,No,No,High,6-10 years,26-35
EMP1921,Operations,PhD,Other,Male,32,1,Single,12.8,Logistics Coordinator,73069.41,5580.36,2,3,No,Yes,Medium,0-2 years,26-35
EMP1922,Marketing,PhD,Life Sciences,Female,36,1,Married,16.5,Content Writer,71035.92,10585.94,3,3,No,No,Medium,0-2 years,36-45
EMP1923,Technology,PhD,Life Sciences,Male,45,0,Married,22.5,IT Support,95401.43,16543.84,5,4,No,No,Medium,,36-45
EMP1924,HR,PhD,Technical,Male,59,2,Single,29.7,Recruiter,67571.76,6820.04,3,1,Yes,No,Medium,0-2 years,55+
EMP1925,Operations,PhD,Other,Female,56,7,Single,5.7,Logistics Coordinator,82947.01,5577.75,2,2,No,Yes,Medium,6-10 years,55+
EMP1926,R&D,Bachelor,Life Sciences,Female,51,3,Single,11.6,Lab Technician,49995.93,1327.67,1,5,No,No,Low,3-5 years,46-55
EMP1927,Marketing,High School,Technical,Male,52,1,Divorced,27.5,CMO,97626.59,9155.8,4,1,No,No,Medium,0-2 years,46-55
EMP1928,Finance,High School,Technical,Female,26,10,Divorced,68.3,Accountant,48421.86,6726.31,2,4,Yes,Yes,Low,6-10 years,26-35
EMP1929,Marketing,Bachelor,Other,Female,35,10,Married,33.0,SEO Analyst,78803.44,3372.65,2,2,No,Yes,Medium,6-10 years,26-35
EMP1930,Operations,Master,Life Sciences,Female,32,10,Married,7.0,Logistics Coordinator,70452.87,6534.86,5,2,No,No,Medium,6-10 years,26-35
EMP1931,HR,High School,Technical,Female,30,1,Married,3.3,HR Specialist,41731.76,9660.24,3,2,No,No,Low,0-2 years,26-35
EMP1932,Marketing,Master,Marketing,Male,55,3,Married,10.1,Content Writer,58743.43,2655.15,3,4,No,No,Medium,3-5 years,46-55
EMP1933,HR,Bachelor,Marketing,Male,33,20,Single,20.3,HR Specialist,69768.97,12918.92,5,1,No,Yes,Medium,10+ years,26-35
EMP1934,Customer Service,Master,Marketing,Female,56,7,Divorced,10.2,Service Manager,87659.99,5826.9,4,5,No,No,Medium,6-10 years,55+
EMP1935,HR,Bachelor,Life Sciences,Male,56,0,Single,9.9,CHRO,100647.71,6689.88,1,2,No,No,High,,55+
EMP1936,Operations,PhD,Marketing,Male,22,0,Married,27.3,Supply Chain Analyst,88438.28,10644.35,1,2,Yes,Yes,Medium,,18-25
EMP1937,Technology,PhD,Medical,Female,61,3,Married,6.7,DevOps,153890.01,4110.64,4,1,No,No,Very High,3-5 years,55+
EMP1938,Customer Service,High School,Other,Male,43,11,Married,29.5,Customer Support,37008.51,4077.08,5,2,No,No,Low,10+ years,36-45
EMP1939,Technology,High School,Medical,Female,50,3,Divorced,7.8,CTO,119439.74,4539.7,2,2,No,Yes,High,3-5 years,46-55
EMP1940,Marketing,Master,Medical,Female,29,3,Single,6.0,Marketing Specialist,75864.45,2282.01,3,4,No,No,Medium,3-5 years,26-35
EMP1941,Finance,Master,Marketing,Female,32,0,Married,9.1,CFO,178083.65,33886.14,2,3,No,No,Very High,,26-35
EMP1942,R&D,High School,Other,Female,62,5,Divorced,21.6,Research Director,76275.75,4630.09,3,1,No,Yes,Medium,3-5 years,55+
EMP1943,Operations,PhD,Technical,Male,58,8,Divorced,2.0,Supply Chain Analyst,113070.67,9961.99,2,1,Yes,Yes,High,6-10 years,55+
EMP1944,Technology,Bachelor,Medical,Male,35,2,Single,3.3,DevOps,81667.64,17299.51,5,1,Yes,No,Medium,0-2 years,26-35
EMP1945,R&D,PhD,Technical,Male,51,7,Married,45.4,Lab Technician,74470.54,8539.69,5,4,No,No,Medium,6-10 years,46-55
