transaction_id,customer_id,transaction_type,amount,date,merchant,location,is_fraudulent
TXN125368,BANK11033,Withdrawal,-16.72,2023-03-05,Starbucks,Online,0
TXN125369,BANK11301,Withdrawal,-2.24,2023-03-30,Electric Co,In-Store,0
TXN125370,BANK10497,Withdrawal,-28.35,2023-08-26,Walmart,In-Store,0
TXN125371,BANK11864,Transfer,6.7,2023-03-10,Starbucks,ATM,0
TXN125372,BANK15296,Deposit,36.25,2023-12-02,Netflix,Online,0
TXN125373,BANK18374,Payment,-68.59,2023-10-18,Netflix,In-Store,0
TXN125374,BANK14950,Withdrawal,-14.83,2023-10-26,Spotify,Online,0
TXN125375,BANK16051,Payment,-1.53,2023-09-24,Apple,In-Store,0
TXN125376,BANK16482,Transfer,5.46,2023-05-07,Electric Co,Online,0
TXN125377,BANK17256,Purchase,3.12,2023-04-26,Google,In-Store,0
TXN125378,BANK13690,Deposit,44.18,2023-07-21,Mortgage Co,Online,0
TXN125379,BANK11501,Transfer,217.32,2023-02-23,Mortgage Co,ATM,0
TXN125380,BANK13586,Withdrawal,-50.29,2023-06-13,Starbucks,In-Store,0
TXN125381,BANK17817,Transfer,6.13,2023-08-06,Mortgage Co,Online,0
TXN125382,BANK10942,Payment,-2.14,2023-08-24,Amazon,Online,0
TXN125383,BANK10758,Transfer,13.61,2023-04-24,Google,Online,0
TXN125384,BANK11074,Withdrawal,-13.38,2023-12-04,Water Co,In-Store,1
TXN125385,BANK17555,Payment,-16.39,2023-11-05,Amazon,Online,0
TXN125386,BANK14509,Payment,-93.53,2023-08-23,Google,Online,0
TXN125387,BANK19293,Payment,-2.76,2023-10-15,Walmart,In-Store,0
TXN125388,BANK13122,Transfer,33.86,2023-09-12,Mortgage Co,In-Store,0
TXN125389,BANK11511,Purchase,250.23,2023-10-13,Netflix,In-Store,1
TXN125390,BANK17389,Transfer,4.2,2023-08-12,Water Co,ATM,0
TXN125391,BANK15889,Transfer,22.69,2023-02-22,Electric Co,ATM,0
TXN125392,BANK16796,Transfer,30.59,2023-06-24,Spotify,Online,0
TXN125393,BANK10454,Payment,-15.77,2023-01-21,Electric Co,ATM,0
TXN125394,BANK18186,Deposit,202.7,2023-01-11,Spotify,Online,0
TXN125395,BANK13821,Payment,-10.51,2023-11-13,Starbucks,ATM,0
TXN125396,BANK10111,Transfer,121.17,2023-02-23,Walmart,Online,0
TXN125397,BANK13029,Purchase,102.19,2023-09-30,Google,ATM,0
TXN125398,BANK11698,Withdrawal,-3.28,2023-03-09,Mortgage Co,ATM,0
TXN125399,BANK17295,Purchase,37.81,2023-06-10,Starbucks,Online,0
TXN125400,BANK13491,Withdrawal,-47.39,2023-07-22,Apple,ATM,0
TXN125401,BANK17424,Transfer,120.08,2023-02-14,Spotify,Online,0
TXN125402,BANK13491,Purchase,5.93,2023-03-25,Netflix,In-Store,0
TXN125403,BANK13867,Withdrawal,-22.11,2023-09-28,Walmart,ATM,0
TXN125404,BANK19757,Payment,-43.33,2023-03-06,Netflix,ATM,0
TXN125405,BANK17881,Withdrawal,-7.79,2023-11-08,Electric Co,Online,0
TXN125406,BANK10725,Payment,-87.83,2023-07-02,Apple,Online,0
TXN125407,BANK11366,Deposit,0.91,2023-06-17,Spotify,ATM,0
TXN125408,BANK10093,Payment,-11.8,2023-07-02,Water Co,Online,0
TXN125409,BANK11600,Deposit,3.26,2023-02-02,Amazon,ATM,0
TXN125410,BANK14741,Deposit,4.9,2023-03-20,Google,In-Store,0
TXN125411,BANK19268,Withdrawal,-42.16,2023-02-24,Mortgage Co,In-Store,0
TXN125412,BANK12814,Purchase,355.06,2024-01-01,Netflix,In-Store,0
TXN125413,BANK16778,Withdrawal,-31.82,2023-07-23,Mortgage Co,Online,0
TXN125414,BANK12563,Withdrawal,-4.33,2023-10-29,Water Co,In-Store,0
TXN125415,BANK11257,Payment,-2.65,2023-10-29,Walmart,Online,0
TXN125416,BANK19037,Payment,-16.06,2023-01-31,Apple,In-Store,0
TXN125417,BANK12589,Payment,-26.15,2023-11-30,Walmart,ATM,0
TXN125418,BANK12609,Withdrawal,-7.6,2023-07-28,Water Co,ATM,0
TXN125419,BANK14277,Withdrawal,-45.67,2023-08-26,Apple,Online,0
TXN125420,BANK10254,Transfer,238.37,2023-05-04,Google,In-Store,0
TXN125421,BANK10001,Withdrawal,-9.67,2023-08-19,Spotify,Online,0
TXN125422,BANK16814,Withdrawal,-7.15,2023-02-21,Starbucks,In-Store,0
TXN125423,BANK11267,Purchase,14.81,2023-11-08,Apple,ATM,0
TXN125424,BANK13419,Withdrawal,-3.19,2023-08-15,Apple,In-Store,0
TXN125425,BANK18588,Transfer,7.48,2023-07-08,Starbucks,Online,0
TXN125426,BANK16246,Purchase,32.76,2023-05-25,Google,In-Store,0
TXN125427,BANK15482,Deposit,4.01,2023-07-10,Google,In-Store,0
TXN125428,BANK14422,Purchase,68.11,2023-12-16,Amazon,ATM,0
TXN125429,BANK19724,Deposit,67.83,2023-07-21,Starbucks,Online,0
TXN125430,BANK16985,Transfer,5.34,2023-11-12,Walmart,ATM,0
TXN125431,BANK16600,Transfer,80.64,2023-09-10,Mortgage Co,In-Store,0
TXN125432,BANK10868,Transfer,11.0,2023-08-15,Starbucks,Online,0
TXN125433,BANK12802,Payment,-386.73,2023-12-05,Electric Co,Online,0
TXN125434,BANK15129,Transfer,27.98,2023-09-10,Netflix,In-Store,0
TXN125435,BANK11392,Purchase,2.53,2023-01-15,Mortgage Co,In-Store,0
TXN125436,BANK14437,Purchase,4.94,2023-11-03,Walmart,ATM,0
TXN125437,BANK14088,Payment,-7.97,2023-05-04,Starbucks,In-Store,0
TXN125438,BANK15593,Withdrawal,-11.33,2023-10-09,Amazon,ATM,0
TXN125439,BANK18888,Transfer,29.83,2023-03-25,Water Co,Online,0
TXN125440,BANK10678,Payment,-7.03,2023-01-29,Electric Co,In-Store,0
TXN125441,BANK14534,Deposit,59.31,2023-03-09,Amazon,In-Store,0
TXN125442,BANK17716,Purchase,22.26,2023-01-23,Electric Co,In-Store,0
TXN125443,BANK11367,Deposit,120.01,2023-08-22,Mortgage Co,ATM,0
TXN125444,BANK11050,Withdrawal,-6.42,2023-02-18,Google,ATM,0
TXN125445,BANK19127,Transfer,93.13,2023-10-11,Apple,Online,0
TXN125446,BANK10506,Withdrawal,-74.07,2023-03-14,Netflix,In-Store,0
TXN125447,BANK10533,Payment,-10.34,2023-06-26,Amazon,In-Store,0
TXN125448,BANK14961,Purchase,1411.4,2023-05-02,Google,ATM,1
TXN125449,BANK15553,Transfer,76.46,2023-05-24,Walmart,ATM,0
TXN125450,BANK10861,Purchase,7.26,2023-06-27,Electric Co,Online,0
TXN125451,BANK11358,Withdrawal,-9.12,2023-10-13,Apple,ATM,0
TXN125452,BANK15174,Withdrawal,-2.12,2023-11-01,Apple,Online,0
TXN125453,BANK13971,Deposit,3.92,2023-10-19,Amazon,ATM,0
TXN125454,BANK11147,Withdrawal,-33.83,2023-05-12,Starbucks,In-Store,0
TXN125455,BANK11843,Deposit,10.59,2023-09-06,Electric Co,Online,0
TXN125456,BANK19374,Deposit,4.7,2023-12-09,Google,Online,0
TXN125457,BANK15373,Purchase,91.34,2023-11-13,Spotify,Online,0
TXN125458,BANK16659,Deposit,1.24,2023-09-03,Mortgage Co,Online,0
TXN125459,BANK10952,Withdrawal,-19.4,2023-10-03,Google,Online,0
TXN125460,BANK12475,Transfer,14.86,2023-12-26,Spotify,Online,0
TXN125461,BANK17895,Payment,-5.91,2023-04-13,Walmart,Online,0
TXN125462,BANK16655,Withdrawal,-70.86,2023-08-07,Water Co,ATM,0
TXN125463,BANK19837,Payment,-13.16,2023-01-04,Google,Online,0
TXN125464,BANK13121,Purchase,116.65,2023-09-19,Netflix,Online,0
TXN125465,BANK14489,Withdrawal,-54.24,2023-04-03,Netflix,Online,0
TXN125466,BANK18100,Transfer,3.38,2023-06-25,Starbucks,Online,0
TXN125467,BANK17941,Deposit,80.39,2023-07-12,Apple,ATM,0
TXN125468,BANK19944,Deposit,46.85,2023-01-06,Mortgage Co,Online,0
TXN125469,BANK17160,Payment,-86.58,2023-01-11,Google,Online,0
TXN125470,BANK16834,Payment,-16.96,2023-11-25,Spotify,In-Store,0
TXN125471,BANK10814,Transfer,4.96,2023-07-27,Electric Co,In-Store,0
TXN125472,BANK15363,Purchase,17.55,2023-12-11,Water Co,ATM,0
TXN125473,BANK14205,Withdrawal,-12.95,2023-03-23,Netflix,Online,0
TXN125474,BANK18231,Transfer,35.05,2023-01-01,Amazon,Online,0
TXN125475,BANK15444,Transfer,659.74,2023-02-04,Google,ATM,0
TXN125476,BANK16160,Withdrawal,-2.35,2023-01-18,Google,ATM,0
TXN125477,BANK12452,Deposit,16.73,2023-05-17,Google,Online,0
TXN125478,BANK15190,Purchase,14.5,2023-07-21,Electric Co,In-Store,0
TXN125479,BANK17736,Deposit,5.14,2023-07-16,Netflix,Online,0
TXN125480,BANK15733,Deposit,231.93,2023-04-18,Apple,In-Store,0
TXN125481,BANK10134,Transfer,9.19,2023-08-24,Apple,In-Store,0
TXN125482,BANK14478,Payment,-11.99,2023-11-01,Walmart,In-Store,0
TXN125483,BANK12771,Transfer,5.89,2023-10-25,Mortgage Co,Online,0
TXN125484,BANK12940,Deposit,4.69,2023-02-20,Netflix,ATM,0
TXN125485,BANK15072,Deposit,1.27,2023-12-11,Walmart,Online,0
TXN125486,BANK16565,Deposit,34.67,2023-07-12,Walmart,ATM,0
TXN125487,BANK14275,Withdrawal,-5.82,2023-12-24,Mortgage Co,ATM,0
TXN125488,BANK10932,Purchase,65.41,2023-07-11,Netflix,ATM,0
TXN125489,BANK16337,Payment,-0.73,2023-01-08,Walmart,In-Store,0
TXN125490,BANK19677,Transfer,29.94,2023-06-22,Amazon,ATM,0
TXN125491,BANK14316,Purchase,8.63,2023-06-06,Amazon,In-Store,0
TXN125492,BANK18195,Purchase,5.43,2023-02-20,Amazon,ATM,0
TXN125493,BANK16799,Transfer,354.28,2023-07-27,Water Co,Online,0
TXN125494,BANK11796,Payment,-1.43,2023-03-04,Starbucks,ATM,0
TXN125495,BANK18061,Purchase,13.19,2023-07-23,Amazon,Online,0
TXN125496,BANK15529,Withdrawal,-31.78,2023-09-15,Spotify,Online,0
TXN125497,BANK14224,Transfer,16.28,2023-06-02,Amazon,ATM,0
TXN125498,BANK11734,Deposit,20.94,2023-02-14,Apple,ATM,0
TXN125499,BANK18490,Withdrawal,-13.56,2023-01-09,Walmart,In-Store,0
TXN125500,BANK12610,Withdrawal,-4.18,2023-04-23,Starbucks,ATM,0
TXN125501,BANK18169,Deposit,2.63,2023-04-10,Google,In-Store,0
TXN125502,BANK18175,Purchase,0.56,2023-09-01,Google,In-Store,0
TXN125503,BANK11791,Purchase,51.54,2023-10-15,Walmart,ATM,0
TXN125504,BANK11897,Withdrawal,-10.76,2023-10-02,Water Co,ATM,0
TXN125505,BANK14916,Payment,-9.08,2023-01-19,Mortgage Co,Online,0
TXN125506,BANK19203,Withdrawal,-17.45,2023-02-15,Amazon,Online,0
TXN125507,BANK19143,Payment,-11.73,2023-05-19,Water Co,ATM,0
TXN125508,BANK11591,Purchase,19.44,2023-02-01,Starbucks,ATM,0
TXN125509,BANK16269,Purchase,86.05,2023-02-01,Apple,Online,0
TXN125510,BANK10909,Deposit,0.85,2023-05-26,Apple,ATM,0
TXN125511,BANK16047,Transfer,299.59,2023-09-13,Apple,In-Store,1
TXN125512,BANK19115,Purchase,15.46,2023-07-27,Spotify,Online,0
TXN125513,BANK10345,Transfer,85.01,2023-12-04,Walmart,Online,1
TXN125514,BANK11239,Withdrawal,-68.22,2023-05-17,Electric Co,Online,0
TXN125515,BANK19298,Withdrawal,-69.14,2023-10-15,Water Co,ATM,0
TXN125516,BANK18179,Transfer,517.34,2023-04-01,Mortgage Co,ATM,0
TXN125517,BANK15411,Deposit,19.32,2023-03-28,Walmart,In-Store,0
TXN125518,BANK15801,Purchase,214.52,2023-01-16,Electric Co,In-Store,0
TXN125519,BANK18029,Deposit,10.97,2023-03-24,Starbucks,Online,0
TXN125520,BANK10688,Withdrawal,-13.05,2023-08-18,Apple,Online,0
TXN125521,BANK19120,Payment,-7.1,2023-06-24,Apple,ATM,0
TXN125522,BANK12791,Deposit,66.95,2023-03-16,Spotify,Online,0
TXN125523,BANK16578,Purchase,9.84,2023-04-16,Netflix,In-Store,0
TXN125524,BANK18059,Deposit,3.35,2023-08-20,Starbucks,ATM,0
TXN125525,BANK18985,Purchase,248.99,2023-09-10,Walmart,Online,0
TXN125526,BANK16249,Transfer,26.9,2023-09-27,Mortgage Co,ATM,0
TXN125527,BANK15342,Deposit,29.4,2023-01-20,Water Co,In-Store,0
TXN125528,BANK10764,Purchase,8.6,2023-03-03,Electric Co,ATM,0
TXN125529,BANK14303,Withdrawal,-18.43,2023-03-02,Amazon,Online,0
TXN125530,BANK14437,Payment,-12.39,2023-10-18,Starbucks,ATM,0
TXN125531,BANK14746,Payment,-49.89,2023-08-26,Electric Co,In-Store,0
TXN125532,BANK11497,Deposit,67.08,2023-09-14,Mortgage Co,Online,0
TXN125533,BANK14898,Withdrawal,-13.0,2023-10-27,Apple,ATM,0
TXN125534,BANK14571,Withdrawal,-4.06,2023-07-22,Amazon,In-Store,1
TXN125535,BANK12251,Withdrawal,-951.74,2023-06-15,Starbucks,Online,0
TXN125536,BANK14269,Payment,-227.99,2023-09-15,Google,In-Store,0
TXN125537,BANK12374,Purchase,0.56,2023-12-27,Spotify,Online,0
TXN125538,BANK16625,Withdrawal,-11.1,2023-09-24,Walmart,ATM,0
TXN125539,BANK18088,Purchase,7.88,2023-09-01,Mortgage Co,In-Store,0
TXN125540,BANK10307,Transfer,29.51,2023-03-19,Spotify,ATM,0
TXN125541,BANK18684,Purchase,70.79,2023-02-08,Walmart,ATM,0
TXN125542,BANK18827,Transfer,205.94,2023-03-07,Apple,ATM,0
TXN125543,BANK10992,Deposit,1.51,2023-01-16,Amazon,Online,0
TXN125544,BANK15677,Payment,-102.19,2023-07-09,Starbucks,Online,0
TXN125545,BANK10714,Withdrawal,-15.22,2023-11-23,Mortgage Co,ATM,0
TXN125546,BANK11061,Transfer,171.01,2023-11-29,Spotify,ATM,0
TXN125547,BANK15380,Transfer,35.7,2023-09-05,Starbucks,Online,0
TXN125548,BANK12029,Purchase,32.06,2023-04-10,Apple,Online,0
TXN125549,BANK13724,Transfer,9.82,2023-08-15,Amazon,ATM,0
TXN125550,BANK17180,Purchase,323.86,2023-10-26,Google,In-Store,1
TXN125551,BANK18385,Transfer,6.69,2023-12-24,Apple,ATM,0
TXN125552,BANK16800,Withdrawal,-19.86,2023-01-21,Amazon,In-Store,0
TXN125553,BANK12896,Deposit,91.76,2023-11-06,Netflix,ATM,0
TXN125554,BANK16729,Payment,-14.7,2023-01-20,Starbucks,Online,0
TXN125555,BANK18353,Withdrawal,-83.68,2023-06-12,Water Co,In-Store,0
TXN125556,BANK14129,Payment,-0.33,2023-10-24,Netflix,Online,0
TXN125557,BANK17278,Purchase,8.86,2023-08-04,Water Co,Online,0
TXN125558,BANK10704,Withdrawal,-45.77,2023-03-05,Starbucks,ATM,0
TXN125559,BANK14805,Transfer,4.88,2023-10-02,Spotify,In-Store,0
TXN125560,BANK12342,Transfer,157.22,2023-01-20,Water Co,In-Store,0
TXN125561,BANK14174,Deposit,25.85,2023-09-24,Google,In-Store,0
TXN125562,BANK11028,Payment,-15.28,2023-11-24,Google,Online,0
TXN125563,BANK16733,Payment,-31.85,2023-10-27,Apple,Online,0
TXN125564,BANK19231,Withdrawal,-4.72,2023-04-24,Amazon,ATM,0
TXN125565,BANK18272,Withdrawal,-81.12,2023-08-16,Netflix,In-Store,0
TXN125566,BANK11907,Purchase,4.2,2023-01-07,Water Co,Online,0
TXN125567,BANK14830,Transfer,124.16,2023-12-26,Google,In-Store,0
TXN125568,BANK12455,Payment,-40.99,2023-05-10,Starbucks,ATM,0
TXN125569,BANK10091,Payment,-43.21,2023-08-04,Apple,In-Store,0
TXN125570,BANK17295,Deposit,3.52,2023-06-22,Electric Co,Online,0
TXN125571,BANK16261,Withdrawal,-0.45,2023-12-02,Amazon,In-Store,0
TXN125572,BANK18830,Deposit,5.97,2023-04-25,Spotify,In-Store,0
TXN125573,BANK11287,Payment,-2.95,2023-09-21,Google,Online,0
TXN125574,BANK17194,Payment,-3.12,2023-08-26,Google,In-Store,0
TXN125575,BANK10173,Transfer,17.82,2023-04-29,Apple,ATM,0
TXN125576,BANK10722,Deposit,226.64,2023-07-31,Spotify,Online,0
TXN125577,BANK17031,Deposit,369.42,2023-05-14,Walmart,Online,0
TXN125578,BANK18763,Withdrawal,-1.12,2023-08-31,Electric Co,Online,0
TXN125579,BANK11274,Deposit,23.82,2023-06-03,Amazon,In-Store,0
TXN125580,BANK14336,Withdrawal,-297.86,2023-10-04,Electric Co,ATM,0
TXN125581,BANK13603,Deposit,11.01,2023-11-13,Spotify,In-Store,0
TXN125582,BANK16978,Withdrawal,-58.44,2023-02-10,Walmart,ATM,0
TXN125583,BANK15897,Deposit,108.27,2023-08-18,Mortgage Co,Online,0
TXN125584,BANK19449,Payment,-2.03,2023-01-29,Mortgage Co,In-Store,0
TXN125585,BANK17739,Deposit,4.71,2023-07-28,Electric Co,ATM,0
TXN125586,BANK12525,Transfer,10.11,2023-09-08,Mortgage Co,In-Store,0
TXN125587,BANK13696,Withdrawal,-132.67,2023-06-16,Mortgage Co,Online,0
TXN125588,BANK19764,Payment,-84.3,2023-06-20,Spotify,In-Store,0
TXN125589,BANK17659,Payment,-6.22,2023-04-21,Apple,ATM,0
TXN125590,BANK16413,Transfer,118.13,2023-09-27,Amazon,In-Store,0
TXN125591,BANK16735,Deposit,98.21,2023-04-21,Apple,ATM,0
TXN125592,BANK11716,Withdrawal,-28.84,2023-06-05,Electric Co,Online,0
TXN125593,BANK10776,Deposit,89.0,2023-12-19,Amazon,Online,0
TXN125594,BANK15126,Deposit,98.54,2023-08-24,Amazon,ATM,0
TXN125595,BANK14121,Deposit,9.73,2023-11-13,Google,ATM,0
TXN125596,BANK11990,Payment,-6.48,2023-10-08,Mortgage Co,Online,0
TXN125597,BANK17520,Deposit,38.35,2023-04-22,Spotify,ATM,0
TXN125598,BANK11368,Transfer,58.17,2023-10-12,Apple,Online,0
TXN125599,BANK15282,Deposit,113.35,2023-02-01,Spotify,Online,0
TXN125600,BANK10618,Deposit,138.49,2023-11-20,Spotify,Online,0
TXN125601,BANK10479,Purchase,94.85,2023-01-16,Netflix,Online,0
TXN125602,BANK18098,Purchase,51.23,2023-06-11,Amazon,ATM,0
TXN125603,BANK17084,Withdrawal,-1.92,2023-12-11,Spotify,ATM,0
TXN125604,BANK10227,Payment,-6.92,2023-07-30,Water Co,Online,0
TXN125605,BANK11316,Transfer,15.54,2023-06-02,Spotify,In-Store,0
TXN125606,BANK17490,Transfer,9.76,2023-01-01,Google,ATM,0
TXN125607,BANK15699,Transfer,94.55,2023-01-30,Amazon,ATM,0
TXN125608,BANK11816,Purchase,1.95,2023-04-05,Google,In-Store,0
TXN125609,BANK18796,Withdrawal,-72.42,2023-11-08,Amazon,In-Store,0
TXN125610,BANK10097,Payment,-2.31,2023-09-09,Water Co,ATM,0
TXN125611,BANK10089,Purchase,5.76,2023-03-06,Netflix,In-Store,0
TXN125612,BANK17352,Transfer,8.73,2023-08-16,Netflix,ATM,0
TXN125613,BANK17753,Purchase,3.38,2023-08-22,Apple,In-Store,0
TXN125614,BANK19070,Payment,-8.34,2024-01-01,Amazon,In-Store,0
TXN125615,BANK14102,Purchase,4.18,2023-12-27,Netflix,In-Store,0
TXN125616,BANK12933,Purchase,3.66,2023-10-24,Mortgage Co,ATM,0
TXN125617,BANK18305,Transfer,122.52,2023-11-16,Apple,In-Store,0
TXN125618,BANK14652,Deposit,8.38,2023-01-26,Amazon,ATM,0
TXN125619,BANK16024,Transfer,19.87,2023-02-15,Google,In-Store,0
TXN125620,BANK15940,Purchase,12.69,2023-11-15,Apple,Online,0
TXN125621,BANK17480,Payment,-8.95,2023-03-27,Water Co,In-Store,0
TXN125622,BANK17156,Deposit,20.5,2023-10-25,Google,Online,0
TXN125623,BANK11681,Payment,-16.35,2023-08-28,Electric Co,ATM,0
TXN125624,BANK18674,Payment,-0.75,2023-07-14,Electric Co,ATM,0
TXN125625,BANK17010,Withdrawal,-284.9,2023-02-15,Water Co,Online,0
TXN125626,BANK17916,Purchase,9.21,2023-07-19,Spotify,In-Store,0
TXN125627,BANK17900,Deposit,137.8,2023-06-13,Water Co,Online,0
TXN125628,BANK10749,Payment,-6.23,2023-06-04,Mortgage Co,ATM,0
TXN125629,BANK17101,Deposit,3.37,2023-08-08,Water Co,In-Store,0
TXN125630,BANK17010,Purchase,31.71,2023-05-02,Apple,In-Store,0
TXN125631,BANK17997,Purchase,24.4,2023-05-24,Amazon,Online,0
TXN125632,BANK12150,Transfer,46.8,2023-07-03,Water Co,ATM,0
TXN125633,BANK11512,Transfer,24.57,2023-01-29,Starbucks,ATM,0
TXN125634,BANK19897,Transfer,10.91,2023-04-14,Netflix,ATM,0
TXN125635,BANK12610,Withdrawal,-8.71,2023-09-25,Apple,Online,0
TXN125636,BANK12897,Deposit,16.15,2023-05-11,Water Co,ATM,0
TXN125637,BANK19064,Withdrawal,-485.62,2023-04-06,Starbucks,In-Store,0
TXN125638,BANK13810,Purchase,2.47,2023-06-24,Electric Co,In-Store,0
TXN125639,BANK14905,Transfer,2.79,2023-08-28,Spotify,In-Store,1
TXN125640,BANK19604,Deposit,80.89,2023-12-25,Starbucks,Online,0
TXN125641,BANK11922,Withdrawal,-8.25,2023-10-28,Walmart,Online,0
TXN125642,BANK14242,Withdrawal,-7.79,2023-08-05,Water Co,Online,0
TXN125643,BANK13363,Transfer,14.51,2023-07-02,Spotify,Online,0
TXN125644,BANK10174,Deposit,19.49,2023-03-24,Water Co,ATM,0
TXN125645,BANK19697,Purchase,3.32,2023-07-18,Mortgage Co,Online,0
TXN125646,BANK12474,Payment,-21.71,2023-01-09,Netflix,In-Store,0
TXN125647,BANK11814,Withdrawal,-18.41,2023-08-27,Water Co,In-Store,0
TXN125648,BANK15937,Payment,-35.83,2023-09-30,Amazon,Online,0
TXN125649,BANK12595,Transfer,63.64,2023-02-27,Amazon,Online,0
TXN125650,BANK17413,Deposit,3.54,2023-04-27,Electric Co,Online,0
TXN125651,BANK12895,Transfer,5.91,2023-03-27,Water Co,Online,0
TXN125652,BANK15956,Withdrawal,-238.66,2023-10-06,Amazon,ATM,0
TXN125653,BANK17950,Deposit,1.92,2023-09-02,Google,ATM,0
TXN125654,BANK18761,Deposit,40.97,2023-09-12,Starbucks,ATM,0
TXN125655,BANK13638,Transfer,12.35,2023-12-29,Spotify,In-Store,0
TXN125656,BANK13215,Payment,-0.84,2023-07-07,Electric Co,In-Store,0
TXN125657,BANK16927,Transfer,12.66,2023-08-19,Amazon,Online,0
TXN125658,BANK17599,Purchase,10.42,2023-08-01,Spotify,In-Store,0
TXN125659,BANK14593,Deposit,1.16,2023-11-02,Starbucks,Online,0
TXN125660,BANK10891,Purchase,3.71,2023-04-06,Spotify,In-Store,0
TXN125661,BANK18583,Deposit,28.58,2023-02-25,Netflix,ATM,0
TXN125662,BANK19440,Deposit,10.65,2023-05-12,Water Co,Online,0
TXN125663,BANK11675,Withdrawal,-82.88,2023-08-07,Google,ATM,0
TXN125664,BANK12794,Purchase,1368.75,2023-08-11,Apple,In-Store,0
TXN125665,BANK10736,Withdrawal,-12.26,2023-01-21,Walmart,Online,0
TXN125666,BANK15657,Transfer,5.97,2023-05-23,Apple,Online,0
TXN125667,BANK19715,Deposit,31.94,2023-06-21,Netflix,In-Store,0
TXN125668,BANK19568,Withdrawal,-14.21,2023-01-21,Starbucks,In-Store,0
TXN125669,BANK14384,Withdrawal,-15.76,2023-11-12,Netflix,In-Store,0
TXN125670,BANK14695,Purchase,65.29,2023-08-03,Netflix,In-Store,0
TXN125671,BANK17623,Purchase,85.94,2023-12-10,Netflix,In-Store,0
TXN125672,BANK16407,Payment,-88.23,2023-05-18,Netflix,ATM,0
TXN125673,BANK19681,Transfer,6.99,2023-07-20,Amazon,Online,0
TXN125674,BANK18739,Transfer,41.92,2023-08-05,Spotify,Online,0
TXN125675,BANK18839,Transfer,0.71,2023-04-20,Apple,Online,0
TXN125676,BANK10479,Deposit,98.1,2023-12-18,Walmart,In-Store,0
TXN125677,BANK11484,Withdrawal,-3.07,2023-08-05,Netflix,ATM,0
TXN125678,BANK12889,Purchase,43.81,2023-12-31,Starbucks,Online,0
TXN125679,BANK12706,Withdrawal,-62.07,2023-11-21,Amazon,In-Store,0
TXN125680,BANK15607,Withdrawal,-16.14,2023-09-24,Walmart,Online,1
TXN125681,BANK16635,Payment,-47.68,2023-07-21,Apple,In-Store,0
TXN125682,BANK12114,Deposit,28.8,2023-06-26,Starbucks,Online,0
TXN125683,BANK10996,Withdrawal,-14.74,2023-02-20,Walmart,In-Store,0
TXN125684,BANK18718,Deposit,19.23,2023-10-12,Starbucks,Online,0
TXN125685,BANK13541,Purchase,30.07,2023-08-12,Starbucks,ATM,0
TXN125686,BANK16798,Deposit,8.08,2023-12-23,Google,ATM,0
TXN125687,BANK11573,Purchase,5.32,2023-04-21,Google,ATM,0
TXN125688,BANK10238,Payment,-3.79,2023-09-16,Netflix,In-Store,0
TXN125689,BANK19164,Deposit,15.3,2023-02-26,Electric Co,In-Store,0
TXN125690,BANK18842,Payment,-209.94,2023-09-14,Spotify,In-Store,0
TXN125691,BANK10627,Payment,-5.47,2023-09-02,Starbucks,In-Store,0
TXN125692,BANK12436,Deposit,189.46,2023-04-27,Amazon,In-Store,0
TXN125693,BANK15860,Deposit,23.51,2023-11-27,Water Co,ATM,0
TXN125694,BANK18042,Withdrawal,-3.35,2023-01-08,Starbucks,In-Store,0
TXN125695,BANK10630,Payment,-2.64,2023-03-04,Amazon,ATM,0
TXN125696,BANK11144,Withdrawal,-215.91,2023-04-19,Netflix,In-Store,0
TXN125697,BANK16609,Withdrawal,-54.53,2023-09-21,Netflix,In-Store,0
TXN125698,BANK12759,Withdrawal,-5.03,2023-07-24,Netflix,Online,0
TXN125699,BANK10774,Deposit,3.3,2023-01-19,Apple,ATM,0
TXN125700,BANK16524,Transfer,38.97,2023-05-02,Amazon,ATM,0
TXN125701,BANK13947,Withdrawal,-8.48,2023-09-07,Apple,In-Store,0
TXN125702,BANK17498,Withdrawal,-3.74,2023-11-08,Spotify,Online,0
TXN125703,BANK11020,Deposit,48.54,2023-11-28,Mortgage Co,ATM,0
TXN125704,BANK13710,Payment,-18.7,2023-05-16,Apple,Online,0
TXN125705,BANK16089,Payment,-3.24,2023-05-18,Apple,In-Store,0
TXN125706,BANK15522,Payment,-11.85,2023-04-15,Google,ATM,0
TXN125707,BANK15762,Purchase,90.9,2023-09-01,Spotify,Online,0
TXN125708,BANK11730,Transfer,2.99,2023-08-03,Amazon,Online,0
TXN125709,BANK15210,Payment,-49.08,2023-08-09,Mortgage Co,Online,0
TXN125710,BANK12019,Withdrawal,-10.02,2023-03-20,Starbucks,Online,0
TXN125711,BANK16413,Withdrawal,-19.77,2023-07-18,Starbucks,In-Store,0
TXN125712,BANK17178,Withdrawal,-13.03,2023-11-07,Apple,In-Store,0
TXN125713,BANK16206,Payment,-31.79,2023-09-24,Walmart,ATM,0
TXN125714,BANK11259,Deposit,4.93,2023-11-03,Walmart,Online,0
TXN125715,BANK17136,Payment,-70.22,2023-08-09,Starbucks,Online,0
TXN125716,BANK16772,Transfer,9.46,2023-08-19,Walmart,ATM,0
TXN125717,BANK12485,Transfer,77.8,2023-12-31,Amazon,Online,0
TXN125718,BANK19380,Deposit,28.8,2023-03-30,Water Co,In-Store,0
