customer_id,signup_date,location,tier,loyalty_score
CUST12575,2022-05-14,Los Angeles,Silver,26.29
CUST12576,2022-03-18,San Jose,Basic,48.57
CUST12577,2020-04-13,Phoenix,Silver,36.52
CUST12578,2021-06-03,New York,Basic,54.41
CUST12579,2022-02-28,San Jose,Gold,22.98
CUST12580,2021-07-06,San Antonio,Platinum,91.42
CUST12581,2022-05-05,Los Angeles,Basic,61.23
CUST12582,2022-01-26,New York,Gold,92.63
CUST12583,2022-06-23,Philadelphia,Platinum,69.52
CUST12584,2021-06-23,Philadelphia,Platinum,41.41
CUST12585,2020-02-08,San Antonio,Silver,72.34
CUST12586,2021-11-08,San Antonio,Gold,77.04
CUST12587,2020-12-10,Los Angeles,Silver,70.29
CUST12588,2022-06-16,Houston,Basic,51.07
CUST12589,2022-02-23,San Jose,Basic,28.88
CUST12590,2021-09-24,New York,Platinum,77.91
CUST12591,2020-05-14,San Antonio,Gold,72.01
CUST12592,2021-09-03,New York,Gold,42.0
CUST12593,2021-01-20,Phoenix,Silver,23.06
CUST12594,2020-06-06,Dallas,Silver,69.19
CUST12595,2020-06-15,New York,Gold,29.56
CUST12596,2020-07-04,Philadelphia,Platinum,39.69
CUST12597,2022-05-01,Dallas,Platinum,72.33
CUST12598,2021-12-10,San Jose,Platinum,24.61
CUST12599,2022-02-28,Chicago,Silver,15.07
CUST12600,2021-10-01,Philadelphia,Platinum,12.45
CUST12601,2022-04-08,Dallas,Gold,68.68
CUST12602,2022-07-13,Houston,Platinum,68.03
CUST12603,2020-06-18,Chicago,Basic,46.24
CUST12604,2022-01-08,New York,Silver,74.14
CUST12605,2021-03-24,San Antonio,Basic,40.65
CUST12606,2020-02-14,San Diego,Silver,43.99
CUST12607,2021-02-24,San Jose,Gold,39.63
CUST12608,2021-01-08,San Jose,Gold,10.78
CUST12609,2021-11-23,Dallas,Basic,37.52
CUST12610,2022-01-06,Los Angeles,Silver,17.67
CUST12611,2020-08-31,Houston,Platinum,30.39
CUST12612,2022-09-19,San Antonio,Silver,68.54
CUST12613,2021-03-30,Phoenix,Platinum,8.91
CUST12614,2021-09-17,San Antonio,Gold,35.47
CUST12615,2020-10-18,Chicago,Basic,34.41
CUST12616,2022-02-09,Chicago,Platinum,57.9
CUST12617,2022-02-05,Philadelphia,Gold,25.04
CUST12618,2022-03-13,Los Angeles,Basic,61.94
CUST12619,2021-04-04,San Diego,Platinum,28.65
CUST12620,2020-08-27,San Jose,Silver,70.6
CUST12621,2021-06-30,New York,Platinum,59.05
CUST12622,2020-09-01,Dallas,Basic,54.28
CUST12623,2020-11-12,San Antonio,Basic,33.74
CUST12624,2022-09-15,Phoenix,Silver,19.4
CUST12625,2022-04-08,Los Angeles,Silver,43.55
CUST12626,2022-03-14,San Antonio,Platinum,72.36
CUST12627,2021-04-25,Dallas,Silver,27.46
CUST12628,2022-07-14,San Antonio,Platinum,73.67
CUST12629,2022-05-05,Chicago,Silver,73.68
CUST12630,2020-07-17,Chicago,Gold,28.24
CUST12631,2021-01-11,San Diego,Silver,54.3
CUST12632,2021-11-25,Dallas,Silver,85.01
CUST12633,2022-08-27,Houston,Basic,33.52
CUST12634,2021-08-07,San Diego,Gold,64.03
CUST12635,2021-03-27,San Antonio,Gold,22.29
CUST12636,2021-04-17,San Jose,Basic,49.9
CUST12637,2022-02-26,Houston,Gold,31.69
CUST12638,2020-10-15,Dallas,Gold,56.07
CUST12639,2022-03-07,San Jose,Basic,77.5
CUST12640,2021-01-26,Dallas,Platinum,47.54
CUST12641,2021-05-29,Houston,Platinum,45.2
CUST12642,2021-06-24,Houston,Platinum,25.12
CUST12643,2021-03-04,Los Angeles,Platinum,83.75
CUST12644,2022-09-16,Phoenix,Gold,92.31
CUST12645,2020-06-14,San Antonio,Gold,56.22
CUST12646,2022-04-16,Philadelphia,Platinum,91.48
CUST12647,2020-07-23,San Jose,Gold,68.52
CUST12648,2022-03-31,Los Angeles,Basic,6.41
CUST12649,2021-09-11,Los Angeles,Silver,20.6
CUST12650,2020-05-21,San Antonio,Platinum,36.32
CUST12651,2022-06-12,San Antonio,Platinum,61.82
CUST12652,2020-09-13,Philadelphia,Gold,11.65
CUST12653,2020-02-23,Philadelphia,Silver,58.67
CUST12654,2021-10-18,Houston,Silver,78.59
CUST12655,2021-05-07,Philadelphia,Platinum,42.0
CUST12656,2022-06-14,Philadelphia,Platinum,53.72
CUST12657,2021-01-15,San Jose,Gold,59.58
CUST12658,2021-07-21,New York,Platinum,56.97
CUST12659,2022-08-14,Phoenix,Gold,36.31
CUST12660,2020-04-15,Chicago,Basic,68.31
CUST12661,2021-12-29,Philadelphia,Basic,38.92
CUST12662,2022-05-16,San Jose,Basic,55.55
CUST12663,2021-06-12,San Diego,Basic,46.38
CUST12664,2022-05-21,San Jose,Basic,37.19
CUST12665,2020-05-07,Chicago,Platinum,55.42
CUST12666,2020-10-18,San Diego,Basic,79.44
CUST12667,2020-03-26,New York,Platinum,13.55
CUST12668,2022-02-20,Houston,Basic,48.52
CUST12669,2020-06-13,Houston,Platinum,18.2
CUST12670,2020-10-06,Philadelphia,Basic,13.24
CUST12671,2021-04-05,Chicago,Gold,26.71
CUST12672,2022-07-16,Los Angeles,Platinum,83.62
CUST12673,2021-06-09,Los Angeles,Silver,53.77
CUST12674,2020-05-30,New York,Silver,38.22
CUST12675,2022-04-30,Houston,Platinum,35.53
CUST12676,2021-03-23,San Jose,Platinum,66.03
CUST12677,2020-04-03,Chicago,Basic,53.5
CUST12678,2022-08-27,Phoenix,Silver,36.25
CUST12679,2022-07-21,New York,Platinum,18.67
CUST12680,2020-08-15,Philadelphia,Basic,25.87
CUST12681,2022-04-16,Los Angeles,Gold,84.8
CUST12682,2021-04-06,Phoenix,Platinum,55.85
CUST12683,2022-06-24,San Diego,Platinum,33.99
CUST12684,2020-12-23,San Diego,Platinum,61.92
CUST12685,2022-08-10,New York,Basic,69.37
CUST12686,2020-01-28,Philadelphia,Gold,35.2
CUST12687,2021-02-28,Houston,Silver,40.0
CUST12688,2020-02-24,Dallas,Gold,45.93
CUST12689,2021-02-09,Houston,Gold,75.34
CUST12690,2021-05-29,Houston,Gold,83.78
CUST12691,2021-01-17,Dallas,Gold,49.67
CUST12692,2020-08-29,Dallas,Platinum,77.17
CUST12693,2021-01-30,Phoenix,Silver,5.54
CUST12694,2020-03-24,Dallas,Basic,33.7
CUST12695,2021-01-18,San Diego,Platinum,79.06
CUST12696,2020-08-17,San Jose,Basic,48.8
CUST12697,2020-01-29,Chicago,Basic,63.39
CUST12698,2020-11-22,New York,Basic,38.63
CUST12699,2022-08-11,San Antonio,Silver,59.31
CUST12700,2020-04-11,San Jose,Gold,54.45
CUST12701,2022-05-09,Dallas,Gold,69.43
CUST12702,2022-01-01,New York,Gold,24.72
CUST12703,2021-10-27,Phoenix,Silver,10.5
CUST12704,2020-12-09,Chicago,Platinum,21.46
CUST12705,2022-03-21,New York,Silver,75.44
CUST12706,2020-05-29,Phoenix,Platinum,14.5
CUST12707,2020-05-20,Houston,Silver,36.38
CUST12708,2020-02-09,San Jose,Platinum,33.31
CUST12709,2020-10-20,Phoenix,Basic,69.77
CUST12710,2022-07-28,New York,Platinum,50.38
CUST12711,2022-04-29,San Diego,Silver,69.59
CUST12712,2021-04-28,New York,Platinum,10.94
CUST12713,2021-12-13,Los Angeles,Silver,28.75
CUST12714,2022-05-01,San Antonio,Platinum,71.02
CUST12715,2020-05-22,Phoenix,Gold,44.58
CUST12716,2022-02-16,Philadelphia,Silver,40.87
CUST12717,2021-12-23,Los Angeles,Platinum,45.82
CUST12718,2021-04-25,New York,Silver,50.11
CUST12719,2021-04-04,Phoenix,Basic,40.87
CUST12720,2021-09-22,San Antonio,Silver,18.91
CUST12721,2020-01-06,Houston,Basic,63.0
CUST12722,2022-07-16,San Antonio,Platinum,71.26
CUST12723,2020-03-22,Dallas,Gold,30.86
CUST12724,2020-01-20,Los Angeles,Silver,43.14
CUST12725,2020-09-19,Philadelphia,Gold,59.18
CUST12726,2020-08-08,San Diego,Silver,83.31
CUST12727,2022-05-05,San Jose,Basic,47.2
CUST12728,2020-06-02,Dallas,Basic,47.95
CUST12729,2021-07-15,Los Angeles,Basic,46.41
CUST12730,2022-08-20,Chicago,Platinum,48.14
CUST12731,2022-01-14,Houston,Basic,46.23
CUST12732,2021-09-15,Dallas,Silver,54.65
CUST12733,2021-06-24,San Diego,Basic,36.6
CUST12734,2021-03-09,Dallas,Basic,96.75
CUST12735,2020-04-23,New York,Platinum,30.69
CUST12736,2022-03-05,New York,Basic,90.72
CUST12737,2020-10-22,Houston,Silver,34.31
CUST12738,2020-08-31,Dallas,Platinum,63.39
CUST12739,2020-11-04,Phoenix,Gold,59.22
CUST12740,2020-05-04,Philadelphia,Silver,58.72
CUST12741,2020-02-18,San Diego,Silver,38.7
CUST12742,2020-09-01,San Antonio,Silver,71.15
CUST12743,2021-03-05,Chicago,Gold,24.13
CUST12744,2021-10-16,New York,Silver,55.61
CUST12745,2022-03-23,Philadelphia,Silver,30.36
CUST12746,2021-09-29,Philadelphia,Platinum,33.55
CUST12747,2021-04-13,Philadelphia,Gold,17.35
CUST12748,2020-03-05,Phoenix,Basic,54.8
CUST12749,2020-04-23,Houston,Gold,59.12
CUST12750,2022-05-06,Dallas,Basic,74.4
CUST12751,2022-07-15,Phoenix,Silver,70.59
CUST12752,2021-05-26,New York,Basic,19.53
CUST12753,2021-09-03,Phoenix,Basic,80.04
CUST12754,2021-07-02,San Antonio,Basic,81.98
CUST12755,2020-01-17,New York,Platinum,77.07
CUST12756,2021-10-09,Dallas,Basic,26.37
CUST12757,2021-06-11,Phoenix,Basic,22.98
CUST12758,2021-08-11,Houston,Silver,73.23
CUST12759,2020-09-04,Chicago,Gold,28.57
CUST12760,2022-01-05,Philadelphia,Gold,25.05
CUST12761,2020-05-27,San Antonio,Silver,77.46
CUST12762,2020-10-25,Chicago,Basic,47.96
CUST12763,2021-03-15,Los Angeles,Basic,44.94
CUST12764,2020-01-02,San Antonio,Platinum,34.67
CUST12765,2021-09-21,Dallas,Gold,89.87
CUST12766,2020-12-27,San Jose,Silver,19.73
CUST12767,2020-09-03,Houston,Platinum,43.98
CUST12768,2021-08-07,San Antonio,Basic,47.23
CUST12769,2021-03-02,Houston,Platinum,45.71
CUST12770,2020-07-10,San Jose,Basic,62.03
CUST12771,2021-11-11,Chicago,Platinum,37.29
CUST12772,2021-11-15,San Antonio,Basic,8.92
CUST12773,2020-03-28,Phoenix,Platinum,41.12
CUST12774,2021-06-20,San Jose,Basic,43.03
CUST12775,2022-09-25,Philadelphia,Silver,6.51
CUST12776,2021-01-04,San Diego,Platinum,46.3
CUST12777,2020-03-10,Dallas,Platinum,16.67
CUST12778,2022-09-03,Chicago,Gold,47.29
CUST12779,2021-06-22,Houston,Platinum,15.14
CUST12780,2021-07-11,Chicago,Silver,42.81
CUST12781,2021-06-03,San Jose,Silver,54.32
CUST12782,2022-03-16,Dallas,Gold,88.64
CUST12783,2021-06-03,Houston,Basic,60.29
CUST12784,2021-07-21,Chicago,Silver,72.16
CUST12785,2020-01-21,Phoenix,Basic,39.4
CUST12786,2021-02-03,Dallas,Basic,54.35
CUST12787,2022-06-13,Chicago,Gold,54.1
CUST12788,2021-04-26,San Antonio,Gold,18.76
CUST12789,2020-02-14,Chicago,Platinum,42.13
CUST12790,2021-10-12,San Jose,Basic,44.1
CUST12791,2021-01-31,Chicago,Silver,61.08
CUST12792,2021-01-17,Philadelphia,Gold,91.29
CUST12793,2020-09-16,Los Angeles,Basic,67.69
CUST12794,2022-02-04,Dallas,Silver,79.55
CUST12795,2020-01-17,Dallas,Basic,72.64
CUST12796,2020-12-31,Los Angeles,Basic,48.68
CUST12797,2022-03-18,Chicago,Silver,35.86
CUST12798,2020-03-10,Philadelphia,Silver,19.45
CUST12799,2020-12-19,Chicago,Gold,56.53
CUST12800,2020-09-03,New York,Basic,44.9
CUST12801,2022-01-20,Philadelphia,Silver,75.33
CUST12802,2021-11-03,San Antonio,Basic,51.6
CUST12803,2021-10-05,San Antonio,Gold,13.79
CUST12804,2020-04-16,Phoenix,Silver,74.79
CUST12805,2022-03-01,San Diego,Silver,4.8
CUST12806,2021-08-18,Phoenix,Basic,67.5
CUST12807,2022-01-22,Chicago,Silver,36.22
CUST12808,2022-02-13,Houston,Gold,75.71
CUST12809,2020-12-06,Los Angeles,Gold,31.45
CUST12810,2020-05-16,Chicago,Platinum,31.68
CUST12811,2020-02-15,Chicago,Silver,49.68
CUST12812,2020-12-26,New York,Basic,20.89
CUST12813,2021-07-13,San Jose,Gold,61.18
CUST12814,2020-12-12,San Jose,Gold,38.66
CUST12815,2022-04-13,Phoenix,Platinum,31.44
CUST12816,2021-10-20,San Jose,Platinum,75.42
CUST12817,2020-06-28,San Jose,Platinum,83.51
CUST12818,2022-04-30,San Jose,Platinum,40.81
CUST12819,2022-03-08,Houston,Silver,24.52
CUST12820,2021-12-02,San Jose,Gold,34.86
CUST12821,2021-04-20,Houston,Silver,53.62
CUST12822,2021-12-13,Houston,Silver,32.66
CUST12823,2021-05-05,New York,Gold,46.3
CUST12824,2021-10-08,Philadelphia,Platinum,80.31
CUST12825,2020-07-05,Los Angeles,Basic,59.75
CUST12826,2022-04-10,San Diego,Gold,44.64
CUST12827,2020-05-18,Chicago,Silver,30.48
CUST12828,2020-03-05,Dallas,Silver,49.42
CUST12829,2022-01-03,San Jose,Platinum,73.12
CUST12830,2022-03-05,San Diego,Platinum,28.31
CUST12831,2022-08-24,Philadelphia,Platinum,25.96
CUST12832,2021-04-13,Chicago,Platinum,26.84
CUST12833,2020-02-07,San Antonio,Gold,55.54
CUST12834,2020-10-27,San Diego,Gold,37.37
CUST12835,2020-07-25,San Diego,Basic,76.21
CUST12836,2020-02-14,Chicago,Platinum,44.72
CUST12837,2022-03-21,Chicago,Platinum,62.03
CUST12838,2020-07-23,Houston,Silver,39.92
CUST12839,2022-06-26,Houston,Gold,61.0
CUST12840,2020-02-12,New York,Gold,47.84
CUST12841,2020-11-19,San Antonio,Basic,19.44
CUST12842,2022-08-13,New York,Platinum,29.96
CUST12843,2020-11-13,Phoenix,Silver,55.22
CUST12844,2021-06-11,San Antonio,Basic,42.2
CUST12845,2021-02-11,Houston,Gold,9.45
CUST12846,2022-04-14,Houston,Platinum,52.05
CUST12847,2021-07-10,Houston,Gold,94.05
CUST12848,2021-04-29,Los Angeles,Gold,59.17
CUST12849,2020-09-16,Chicago,Platinum,28.22
CUST12850,2020-02-07,San Diego,Basic,67.2
CUST12851,2022-02-10,San Jose,Basic,80.27
CUST12852,2021-10-24,San Diego,Silver,67.81
CUST12853,2020-07-14,Philadelphia,Gold,50.8
CUST12854,2020-10-19,San Diego,Platinum,21.5
CUST12855,2020-12-31,Houston,Silver,36.67
CUST12856,2022-06-01,San Antonio,Gold,75.54
CUST12857,2022-03-10,San Antonio,Silver,57.82
CUST12858,2020-02-18,New York,Basic,80.99
CUST12859,2022-06-05,San Jose,Silver,24.87
CUST12860,2021-11-02,San Antonio,Gold,51.28
CUST12861,2020-12-05,Philadelphia,Gold,32.24
CUST12862,2020-10-06,San Antonio,Silver,78.97
CUST12863,2020-05-07,San Jose,Gold,40.81
CUST12864,2022-03-29,San Jose,Basic,7.33
CUST12865,2021-01-11,San Jose,Basic,54.62
CUST12866,2021-03-23,Dallas,Gold,54.76
CUST12867,2022-06-29,Dallas,Basic,93.53
CUST12868,2021-02-13,New York,Gold,64.03
CUST12869,2022-01-31,Dallas,Silver,12.82
CUST12870,2021-03-26,Los Angeles,Platinum,75.71
CUST12871,2022-07-05,San Diego,Gold,35.61
CUST12872,2022-09-06,San Diego,Silver,28.33
CUST12873,2021-01-30,New York,Basic,60.69
CUST12874,2020-12-13,Houston,Platinum,72.52
CUST12875,2022-09-24,Dallas,Gold,44.09
CUST12876,2020-07-10,Dallas,Silver,34.75
CUST12877,2021-05-23,San Antonio,Silver,25.27
CUST12878,2021-12-09,New York,Basic,76.88
CUST12879,2021-05-24,Dallas,Gold,29.45
CUST12880,2021-01-11,San Antonio,Basic,75.84
CUST12881,2022-08-04,Dallas,Platinum,72.78
CUST12882,2022-03-27,New York,Platinum,74.82
CUST12883,2021-06-15,Houston,Gold,32.55
CUST12884,2020-09-30,Phoenix,Gold,46.57
CUST12885,2022-03-31,San Diego,Silver,67.41
CUST12886,2020-03-25,San Antonio,Silver,12.96
CUST12887,2022-01-14,Phoenix,Basic,10.16
CUST12888,2021-03-10,Phoenix,Platinum,19.98
CUST12889,2020-03-21,San Diego,Platinum,67.56
CUST12890,2021-03-16,Chicago,Basic,92.8
CUST12891,2021-09-08,San Antonio,Gold,63.32
CUST12892,2022-04-22,Phoenix,Platinum,90.12
CUST12893,2020-07-03,San Jose,Basic,53.39
CUST12894,2021-07-12,New York,Basic,74.73
CUST12895,2020-10-27,Dallas,Platinum,33.46
CUST12896,2020-11-24,Chicago,Silver,73.75
CUST12897,2020-04-15,San Diego,Gold,68.1
CUST12898,2020-03-22,San Diego,Platinum,45.61
CUST12899,2020-12-01,Los Angeles,Silver,37.67
CUST12900,2021-11-07,Dallas,Basic,49.33
CUST12901,2020-10-29,Los Angeles,Gold,11.6
CUST12902,2020-11-09,Chicago,Basic,46.19
CUST12903,2021-04-01,San Jose,Basic,72.85
CUST12904,2021-09-09,Dallas,Platinum,89.99
CUST12905,2022-01-04,Chicago,Gold,39.44
CUST12906,2021-03-12,San Antonio,Silver,79.58
CUST12907,2020-06-19,San Antonio,Platinum,11.25
CUST12908,2021-12-07,Philadelphia,Basic,89.17
CUST12909,2021-03-30,San Diego,Basic,34.52
CUST12910,2020-12-25,New York,Gold,68.82
CUST12911,2021-04-02,Chicago,Basic,22.17
CUST12912,2020-02-13,San Diego,Basic,40.99
CUST12913,2022-01-14,San Jose,Platinum,49.23
CUST12914,2022-06-09,Houston,Basic,51.08
CUST12915,2022-07-22,San Diego,Platinum,58.82
CUST12916,2020-12-27,Los Angeles,Gold,55.37
CUST12917,2021-09-21,Phoenix,Gold,43.16
CUST12918,2021-03-21,Philadelphia,Gold,32.48
CUST12919,2020-10-08,Chicago,Gold,16.12
CUST12920,2021-10-16,Los Angeles,Platinum,92.95
CUST12921,2022-03-21,Los Angeles,Basic,53.3
CUST12922,2022-08-28,Los Angeles,Gold,15.65
CUST12923,2020-02-28,San Diego,Platinum,74.0
CUST12924,2020-03-17,Philadelphia,Basic,70.15
CUST12925,2021-11-18,Los Angeles,Platinum,72.61
CUST12926,2021-10-14,Dallas,Gold,24.87
CUST12927,2021-02-19,San Antonio,Platinum,67.14
CUST12928,2021-01-07,Dallas,Platinum,61.19
CUST12929,2021-06-09,San Jose,Basic,65.57
CUST12930,2022-03-31,Chicago,Gold,95.91
CUST12931,2022-02-06,San Antonio,Basic,87.75
CUST12932,2021-11-26,Dallas,Basic,15.49
CUST12933,2020-06-12,San Antonio,Silver,61.75
CUST12934,2022-09-02,New York,Basic,46.8
CUST12935,2020-02-01,Chicago,Basic,29.37
CUST12936,2020-05-26,Philadelphia,Silver,25.63
CUST12937,2022-05-19,San Jose,Basic,13.78
CUST12938,2021-09-14,Chicago,Gold,37.36
CUST12939,2021-11-25,Chicago,Platinum,31.53
CUST12940,2022-03-11,Chicago,Silver,78.33
CUST12941,2021-03-24,Chicago,Silver,57.6
CUST12942,2020-02-05,New York,Basic,91.62
CUST12943,2020-05-09,San Antonio,Silver,59.84
CUST12944,2020-03-09,Phoenix,Gold,17.52
CUST12945,2020-08-29,Phoenix,Basic,68.28
CUST12946,2022-03-08,San Diego,Basic,55.77
CUST12947,2021-10-22,Phoenix,Gold,58.74
CUST12948,2021-01-10,Chicago,Basic,36.25
CUST12949,2021-01-05,Los Angeles,Basic,69.23
CUST12950,2021-01-27,Chicago,Basic,25.54
CUST12951,2022-08-30,Houston,Gold,12.74
CUST12952,2021-08-03,New York,Basic,9.51
CUST12953,2020-02-03,San Jose,Gold,31.66
CUST12954,2021-09-11,Phoenix,Gold,35.18
CUST12955,2020-06-06,New York,Platinum,41.73
CUST12956,2021-11-26,San Diego,Gold,50.05
CUST12957,2021-04-05,San Diego,Silver,89.91
CUST12958,2022-08-29,San Diego,Silver,83.73
CUST12959,2021-01-14,Dallas,Platinum,60.72
CUST12960,2021-01-15,New York,Basic,16.26
CUST12961,2021-03-30,San Jose,Silver,89.11
CUST12962,2022-02-20,San Diego,Gold,30.6
CUST12963,2020-03-19,Houston,Silver,22.16
CUST12964,2021-08-10,Houston,Platinum,69.68
CUST12965,2020-05-20,San Jose,Platinum,37.06
CUST12966,2021-06-26,San Diego,Basic,60.23
CUST12967,2021-01-10,San Diego,Silver,71.52
CUST12968,2021-02-11,San Antonio,Platinum,27.03
CUST12969,2020-11-17,San Diego,Platinum,78.53
CUST12970,2021-10-27,Los Angeles,Gold,44.24
CUST12971,2020-10-12,San Jose,Gold,51.92
CUST12972,2020-09-12,San Jose,Platinum,72.49
CUST12973,2022-09-10,New York,Silver,23.06
CUST12974,2020-04-26,Houston,Basic,50.83
CUST12975,2020-01-27,Dallas,Gold,21.75
CUST12976,2022-01-23,Phoenix,Gold,22.89
CUST12977,2020-07-09,San Jose,Basic,30.95
CUST12978,2021-05-26,Dallas,Gold,56.46
CUST12979,2021-06-14,Houston,Silver,36.59
CUST12980,2021-01-31,New York,Silver,66.87
CUST12981,2022-07-24,Chicago,Basic,53.98
CUST12982,2021-07-29,Chicago,Basic,47.36
CUST12983,2020-04-30,New York,Platinum,7.9
CUST12984,2020-09-25,Philadelphia,Basic,44.1
CUST12985,2022-03-04,New York,Silver,32.12
CUST12986,2020-09-23,Chicago,Basic,81.27
CUST12987,2021-12-21,New York,Silver,50.98
CUST12988,2021-04-01,San Jose,Platinum,66.34
CUST12989,2020-08-07,San Jose,Platinum,48.05
CUST12990,2021-09-18,Phoenix,Silver,60.64
CUST12991,2020-10-19,Philadelphia,Platinum,85.76
CUST12992,2021-12-11,Los Angeles,Basic,61.32
CUST12993,2022-07-27,New York,Gold,73.9
CUST12994,2021-05-17,Los Angeles,Silver,52.35
CUST12995,2020-07-23,San Antonio,Gold,79.72
CUST12996,2020-05-05,Chicago,Gold,81.24
CUST12997,2020-05-18,Chicago,Platinum,93.26
CUST12998,2022-05-23,Phoenix,Silver,9.72
CUST12999,2020-03-16,San Jose,Basic,55.24
CUST13000,2021-04-07,San Jose,Silver,31.38
CUST13001,2020-06-25,San Jose,Silver,70.82
CUST13002,2022-07-09,Dallas,Gold,98.34
CUST13003,2021-12-31,Chicago,Platinum,53.83
CUST13004,2021-03-31,San Diego,Platinum,33.75
CUST13005,2020-03-30,San Jose,Silver,51.26
CUST13006,2022-04-09,Philadelphia,Platinum,57.28
CUST13007,2021-11-29,New York,Silver,75.77
CUST13008,2022-09-17,Los Angeles,Basic,30.01
CUST13009,2022-05-15,Phoenix,Gold,87.59
CUST13010,2020-11-23,Philadelphia,Platinum,84.23
CUST13011,2021-11-14,Philadelphia,Silver,43.91
CUST13012,2020-12-21,San Antonio,Gold,55.26
CUST13013,2021-12-27,Los Angeles,Basic,38.75
CUST13014,2020-03-07,San Antonio,Silver,54.18
CUST13015,2021-07-17,Dallas,Platinum,31.15
CUST13016,2021-07-09,Los Angeles,Basic,68.24
CUST13017,2020-10-24,Phoenix,Basic,32.25
CUST13018,2022-07-01,San Diego,Silver,52.34
CUST13019,2020-11-03,Chicago,Basic,76.26
CUST13020,2022-05-21,Los Angeles,Platinum,7.09
CUST13021,2020-06-10,Phoenix,Silver,47.02
CUST13022,2021-12-29,Philadelphia,Gold,21.18
CUST13023,2021-12-27,Dallas,Basic,45.23
CUST13024,2022-08-07,San Antonio,Platinum,75.58
CUST13025,2021-12-18,Dallas,Platinum,80.27
CUST13026,2021-10-15,Houston,Gold,65.58
CUST13027,2020-06-27,Houston,Gold,48.78
CUST13028,2022-03-23,San Jose,Basic,58.77
CUST13029,2021-01-05,New York,Basic,59.72
CUST13030,2021-06-04,Los Angeles,Gold,70.85
CUST13031,2020-08-17,San Jose,Platinum,42.84
CUST13032,2020-05-04,Dallas,Silver,50.58
CUST13033,2020-07-24,Los Angeles,Silver,29.17
CUST13034,2022-03-22,San Diego,Platinum,48.35
CUST13035,2020-05-22,San Jose,Platinum,84.45
CUST13036,2020-08-30,Phoenix,Gold,50.77
CUST13037,2022-03-20,San Antonio,Basic,35.83
CUST13038,2021-05-20,San Jose,Platinum,23.35
CUST13039,2020-01-27,Philadelphia,Gold,24.96
CUST13040,2021-01-04,Phoenix,Gold,12.19
CUST13041,2021-07-21,Dallas,Basic,3.26
CUST13042,2021-08-09,San Jose,Basic,39.35
CUST13043,2021-01-12,San Jose,Platinum,23.23
CUST13044,2021-04-23,Philadelphia,Platinum,28.51
CUST13045,2022-04-02,Chicago,Silver,69.02
CUST13046,2021-07-18,San Jose,Gold,41.77
CUST13047,2020-05-12,San Jose,Silver,47.53
CUST13048,2021-09-18,San Diego,Platinum,14.44
CUST13049,2022-06-24,Dallas,Silver,91.34
CUST13050,2020-03-29,San Diego,Gold,66.94
CUST13051,2020-03-08,San Diego,Platinum,29.29
CUST13052,2020-11-12,Chicago,Platinum,42.19
CUST13053,2021-02-11,San Jose,Basic,70.25
CUST13054,2022-01-04,Houston,Basic,43.97
CUST13055,2022-01-06,Phoenix,Silver,24.81
CUST13056,2021-05-05,Houston,Basic,66.0
CUST13057,2021-06-22,New York,Silver,79.15
CUST13058,2021-02-24,Los Angeles,Basic,54.56
CUST13059,2022-02-26,New York,Basic,87.6
CUST13060,2021-02-23,San Diego,Basic,71.6
CUST13061,2022-04-23,Los Angeles,Gold,64.67
CUST13062,2021-08-11,Houston,Silver,51.05
CUST13063,2020-03-16,San Jose,Basic,6.55
CUST13064,2020-05-08,San Antonio,Basic,80.33
CUST13065,2022-09-22,San Antonio,Gold,45.98
CUST13066,2020-11-20,New York,Silver,49.65
CUST13067,2021-10-19,Philadelphia,Platinum,50.62
CUST13068,2020-03-16,Philadelphia,Platinum,83.99
CUST13069,2021-04-05,Dallas,Platinum,26.08
CUST13070,2021-04-22,Houston,Basic,43.68
CUST13071,2021-11-27,New York,Silver,70.59
CUST13072,2021-06-13,Houston,Gold,32.03
CUST13073,2020-12-18,Phoenix,Platinum,26.31
CUST13074,2020-05-11,Phoenix,Silver,65.08
CUST13075,2022-06-18,Los Angeles,Silver,60.71
CUST13076,2022-04-28,Phoenix,Silver,69.45
CUST13077,2022-03-09,Phoenix,Gold,29.06
CUST13078,2021-07-18,Dallas,Gold,54.01
CUST13079,2021-10-17,Dallas,Gold,44.06
CUST13080,2021-08-24,Philadelphia,Basic,31.06
CUST13081,2020-07-05,New York,Basic,21.28
CUST13082,2022-02-25,Los Angeles,Silver,86.86
CUST13083,2022-09-16,Philadelphia,Platinum,78.98
CUST13084,2020-05-12,Philadelphia,Gold,20.22
CUST13085,2021-03-19,San Antonio,Silver,30.18
CUST13086,2021-05-29,San Jose,Silver,36.33
CUST13087,2022-07-21,San Jose,Gold,64.43
CUST13088,2022-06-08,New York,Basic,46.15
CUST13089,2020-02-26,Chicago,Silver,88.92
CUST13090,2022-05-01,Houston,Silver,35.34
CUST13091,2020-05-07,Philadelphia,Gold,72.87
CUST13092,2021-06-14,Philadelphia,Platinum,55.79
CUST13093,2020-06-05,San Diego,Silver,37.16
CUST13094,2020-11-07,San Diego,Basic,77.08
CUST13095,2020-06-17,New York,Platinum,52.18
CUST13096,2020-06-14,Chicago,Platinum,25.87
CUST13097,2020-11-26,San Diego,Gold,76.63
CUST13098,2022-08-15,Chicago,Basic,50.77
CUST13099,2021-12-27,San Diego,Silver,88.94
CUST13100,2020-08-18,Dallas,Gold,30.19
CUST13101,2020-12-20,Philadelphia,Basic,54.93
