user_id,join_date,location,review_count,helpfulness_score
USER6269,2021-06-17,City 10,15,1.82
USER6270,2023-12-12,City 11,7,2.55
USER6271,2022-07-02,City 12,12,2.44
USER6272,2021-03-15,City 13,10,2.89
USER6273,2023-06-07,City 14,10,4.87
USER6274,2021-08-07,City 15,21,3.04
USER6275,2023-11-22,City 1,19,1.82
USER6276,2022-10-02,City 2,12,1.85
USER6277,2021-02-13,City 3,11,1.25
USER6278,2020-09-08,City 4,21,2.81
USER6279,2020-10-04,City 5,21,2.62
USER6280,2020-05-31,City 6,12,4.66
USER6281,2022-07-14,City 7,13,2.44
USER6282,2020-12-19,City 8,15,3.88
USER6283,2023-12-31,City 9,17,3.04
USER6284,2022-06-30,City 10,13,3.86
USER6285,2020-06-28,City 11,17,4.36
USER6286,2023-10-28,City 12,15,1.29
USER6287,2021-10-16,City 13,13,0.32
USER6288,2023-09-29,City 14,13,4.36
USER6289,2021-12-12,City 15,11,3.68
USER6290,2023-12-24,City 1,23,1.34
USER6291,2020-05-12,City 2,18,3.92
USER6292,2023-01-31,City 3,18,1.15
USER6293,2023-01-15,City 4,16,3.3
USER6294,2021-08-17,City 5,16,3.28
USER6295,2021-09-06,City 6,8,3.73
USER6296,2020-11-18,City 7,13,4.27
USER6297,2023-12-28,City 8,13,2.32
USER6298,2023-12-24,City 9,16,3.67
USER6299,2023-12-05,City 10,14,3.65
USER6300,2023-07-30,City 11,11,3.89
USER6301,2020-12-22,City 12,13,4.04
USER6302,2022-01-10,City 13,16,3.37
USER6303,2022-11-07,City 14,13,1.69
USER6304,2021-04-04,City 15,11,0.49
USER6305,2020-09-05,City 1,19,3.84
USER6306,2021-02-15,City 2,13,1.76
USER6307,2020-10-11,City 3,13,3.84
USER6308,2021-04-29,City 4,16,2.27
USER6309,2022-10-08,City 5,14,2.92
USER6310,2020-02-23,City 6,10,0.86
USER6311,2022-01-09,City 7,9,0.97
USER6312,2023-02-08,City 8,10,4.92
USER6313,2023-03-18,City 9,22,2.8
USER6314,2022-01-25,City 10,26,2.7
USER6315,2022-08-15,City 11,18,3.09
USER6316,2023-02-03,City 12,20,1.8
USER6317,2020-09-22,City 13,15,3.83
USER6318,2023-06-07,City 14,11,1.93
USER6319,2020-06-25,City 15,13,4.15
USER6320,2020-05-14,City 1,18,2.58
USER6321,2021-09-25,City 2,16,2.53
USER6322,2022-03-26,City 3,6,1.79
USER6323,2022-09-07,City 4,15,4.46
USER6324,2022-12-12,City 5,14,2.46
USER6325,2022-04-21,City 6,25,1.85
USER6326,2022-04-18,City 7,15,4.25
USER6327,2023-03-23,City 8,21,2.3
USER6328,2020-05-31,City 9,13,3.8
USER6329,2020-09-13,City 10,20,3.0
USER6330,2021-10-11,City 11,16,3.18
USER6331,2023-08-08,City 12,14,3.33
USER6332,2020-05-31,City 13,14,3.37
USER6333,2022-07-10,City 14,14,1.48
USER6334,2022-08-12,City 15,13,1.91
USER6335,2023-10-24,City 1,11,2.39
USER6336,2022-11-25,City 2,15,2.56
USER6337,2021-12-06,City 3,12,4.25
USER6338,2020-09-19,City 4,15,4.29
USER6339,2023-02-03,City 5,24,4.45
USER6340,2023-08-03,City 6,15,4.82
USER6341,2023-04-18,City 7,15,1.62
USER6342,2021-01-07,City 8,12,3.35
USER6343,2020-09-21,City 9,10,4.58
USER6344,2022-06-05,City 10,16,1.45
USER6345,2022-10-26,City 11,18,4.19
USER6346,2020-04-23,City 12,13,4.62
USER6347,2020-09-11,City 13,10,4.56
USER6348,2022-11-27,City 14,19,4.19
USER6349,2020-11-09,City 15,14,2.48
USER6350,2021-09-14,City 1,20,1.57
USER6351,2020-12-03,City 2,20,3.11
USER6352,2020-11-27,City 3,11,3.69
USER6353,2021-10-22,City 4,11,2.43
USER6354,2023-12-23,City 5,15,1.3
USER6355,2021-04-06,City 6,11,3.83
USER6356,2021-12-09,City 7,16,2.38
USER6357,2022-11-28,City 8,17,2.27
USER6358,2021-08-04,City 9,22,4.44
USER6359,2020-06-10,City 10,12,3.56
USER6360,2021-05-28,City 11,18,3.93
USER6361,2021-02-06,City 12,13,2.61
USER6362,2023-07-24,City 13,16,4.37
USER6363,2023-02-02,City 14,11,0.96
USER6364,2021-07-16,City 15,18,3.6
USER6365,2020-09-13,City 1,11,3.6
USER6366,2023-07-04,City 2,16,3.5
USER6367,2021-09-12,City 3,15,4.54
USER6368,2023-06-12,City 4,13,3.44
USER6369,2022-12-28,City 5,11,3.64
USER6370,2020-07-10,City 6,11,3.98
USER6371,2022-10-26,City 7,14,2.6
USER6372,2023-08-05,City 8,14,4.14
USER6373,2020-12-11,City 9,16,3.32
USER6374,2023-04-27,City 10,15,1.87
USER6375,2023-04-04,City 11,18,4.2
USER6376,2020-11-11,City 12,15,4.74
USER6377,2020-12-16,City 13,22,3.66
USER6378,2023-09-11,City 14,16,2.47
USER6379,2023-07-02,City 15,15,3.67
USER6380,2023-05-24,City 1,16,2.89
USER6381,2021-11-22,City 2,15,3.43
USER6382,2023-02-28,City 3,8,2.83
USER6383,2020-03-25,City 4,19,1.12
USER6384,2020-02-28,City 5,11,3.4
USER6385,2020-06-15,City 6,18,4.54
USER6386,2020-04-03,City 7,16,1.77
USER6387,2023-08-06,City 8,5,4.09
USER6388,2023-03-27,City 9,19,3.24
USER6389,2021-06-26,City 10,20,4.13
USER6390,2023-08-26,City 11,14,4.51
USER6391,2021-03-07,City 12,14,2.88
USER6392,2023-03-17,City 13,16,2.79
USER6393,2022-05-03,City 14,13,3.12
USER6394,2023-06-19,City 15,13,3.51
USER6395,2023-08-01,City 1,16,1.22
USER6396,2020-03-03,City 2,12,2.21
USER6397,2022-10-16,City 3,14,3.78
USER6398,2023-07-08,City 4,18,3.94
USER6399,2023-01-22,City 5,13,2.9
USER6400,2021-08-16,City 6,7,1.96
USER6401,2023-08-07,City 7,21,3.8
USER6402,2021-09-10,City 8,15,2.44
USER6403,2022-09-16,City 9,13,3.33
USER6404,2021-05-16,City 10,16,4.64
USER6405,2023-11-03,City 11,9,4.62
USER6406,2022-04-11,City 12,25,2.48
USER6407,2021-09-01,City 13,16,3.77
USER6408,2022-07-17,City 14,16,3.84
USER6409,2020-05-29,City 15,16,1.94
USER6410,2023-11-11,City 1,14,2.34
USER6411,2020-05-02,City 2,16,1.52
USER6412,2020-11-19,City 3,13,3.45
USER6413,2022-06-19,City 4,21,2.7
USER6414,2022-05-01,City 5,17,3.82
USER6415,2022-09-18,City 6,11,1.97
USER6416,2022-08-09,City 7,15,3.46
USER6417,2021-02-21,City 8,16,2.41
USER6418,2021-11-27,City 9,13,1.13
USER6419,2023-05-27,City 10,11,2.85
USER6420,2020-10-21,City 11,11,1.38
USER6421,2021-10-02,City 12,14,4.19
USER6422,2021-10-15,City 13,14,4.62
USER6423,2021-12-08,City 14,20,4.13
USER6424,2022-03-27,City 15,15,3.47
USER6425,2020-09-24,City 1,14,2.04
USER6426,2022-01-28,City 2,17,4.5
USER6427,2022-11-20,City 3,23,2.03
USER6428,2023-02-24,City 4,13,3.68
USER6429,2020-08-05,City 5,11,3.66
USER6430,2021-10-15,City 6,18,4.11
USER6431,2021-05-10,City 7,14,2.03
USER6432,2022-08-13,City 8,17,2.61
USER6433,2020-09-07,City 9,19,2.21
USER6434,2021-07-01,City 10,20,3.25
USER6435,2022-07-09,City 11,23,2.14
USER6436,2021-05-22,City 12,13,4.43
USER6437,2020-10-15,City 13,14,3.09
USER6438,2020-07-17,City 14,14,3.64
USER6439,2020-04-13,City 15,12,3.01
USER6440,2021-08-17,City 1,13,4.3
USER6441,2022-02-25,City 2,11,0.86
USER6442,2023-06-14,City 3,14,1.23
USER6443,2022-05-06,City 4,16,4.26
USER6444,2021-05-23,City 5,10,3.76
USER6445,2020-11-23,City 6,17,4.48
USER6446,2021-11-01,City 7,17,3.41
USER6447,2023-03-29,City 8,15,3.16
USER6448,2021-10-02,City 9,17,3.22
USER6449,2021-01-23,City 10,15,3.02
USER6450,2020-11-22,City 11,18,2.3
USER6451,2022-10-17,City 12,14,3.1
USER6452,2022-11-20,City 13,14,2.92
USER6453,2022-08-14,City 14,17,2.02
USER6454,2022-10-18,City 15,20,3.8
USER6455,2021-09-23,City 1,8,3.32
USER6456,2022-10-15,City 2,14,2.08
USER6457,2020-02-17,City 3,16,3.38
USER6458,2020-07-03,City 4,12,3.32
USER6459,2022-03-16,City 5,20,1.92
USER6460,2022-11-01,City 6,11,3.46
USER6461,2022-07-25,City 7,12,1.79
USER6462,2021-05-08,City 8,15,2.28
USER6463,2021-03-16,City 9,11,3.99
USER6464,2023-04-09,City 10,23,2.43
USER6465,2021-12-23,City 11,11,2.41
USER6466,2020-04-09,City 12,14,2.0
USER6467,2020-04-13,City 13,9,2.99
USER6468,2021-07-30,City 14,12,3.12
USER6469,2022-10-10,City 15,5,2.19
USER6470,2023-05-08,City 1,18,2.72
USER6471,2023-09-01,City 2,15,3.11
USER6472,2023-10-09,City 3,14,2.35
USER6473,2022-08-21,City 4,19,3.71
USER6474,2021-08-08,City 5,14,3.28
USER6475,2023-01-04,City 6,15,2.06
USER6476,2020-01-17,City 7,13,2.59
USER6477,2020-08-08,City 8,15,2.0
USER6478,2022-06-01,City 9,10,4.2
USER6479,2020-10-01,City 10,12,3.91
USER6480,2021-06-25,City 11,7,1.52
USER6481,2022-01-19,City 12,8,3.22
USER6482,2022-04-05,City 13,14,3.04
USER6483,2022-01-19,City 14,12,3.18
USER6484,2020-04-02,City 15,9,3.42
USER6485,2022-03-31,City 1,13,3.82
USER6486,2020-04-14,City 2,21,2.27
USER6487,2023-03-13,City 3,9,2.9
USER6488,2023-02-24,City 4,25,3.85
USER6489,2021-02-02,City 5,14,4.74
USER6490,2022-01-12,City 6,12,3.66
USER6491,2023-02-07,City 7,15,4.62
USER6492,2021-08-14,City 8,20,3.91
USER6493,2020-05-30,City 9,16,3.07
USER6494,2022-03-02,City 10,15,1.52
USER6495,2022-10-29,City 11,16,3.63
USER6496,2022-07-11,City 12,18,4.18
USER6497,2023-01-31,City 13,14,1.28
USER6498,2021-07-26,City 14,14,3.91
USER6499,2023-06-30,City 15,15,2.58
USER6500,2023-10-25,City 1,16,1.23
USER6501,2023-06-05,City 2,19,2.96
USER6502,2020-08-31,City 3,11,1.95
USER6503,2020-09-20,City 4,12,4.36
USER6504,2020-07-17,City 5,17,4.09
USER6505,2022-03-17,City 6,16,2.82
USER6506,2022-02-03,City 7,10,3.34
USER6507,2021-11-25,City 8,20,4.62
USER6508,2023-02-16,City 9,18,3.32
USER6509,2022-01-18,City 10,9,2.94
USER6510,2020-10-22,City 11,14,2.71
USER6511,2021-02-11,City 12,24,3.82
USER6512,2023-05-18,City 13,13,2.98
USER6513,2022-11-08,City 14,13,4.43
USER6514,2022-04-02,City 15,17,3.94
USER6515,2022-10-21,City 1,18,2.01
USER6516,2020-03-23,City 2,13,3.06
USER6517,2020-04-02,City 3,15,2.56
USER6518,2020-03-20,City 4,11,2.53
USER6519,2020-10-07,City 5,14,4.36
USER6520,2021-11-13,City 6,17,2.37
USER6521,2022-08-28,City 7,16,1.08
USER6522,2022-11-29,City 8,17,2.32
USER6523,2022-07-24,City 9,16,3.32
USER6524,2020-11-01,City 10,14,1.41
USER6525,2023-05-26,City 11,8,1.67
USER6526,2022-11-21,City 12,13,3.5
USER6527,2020-10-13,City 13,15,3.13
USER6528,2021-11-02,City 14,12,3.25
USER6529,2023-06-09,City 15,11,1.18
USER6530,2021-10-14,City 1,17,2.06
USER6531,2020-11-28,City 2,13,2.68
USER6532,2022-03-15,City 3,19,3.85
USER6533,2023-06-16,City 4,8,2.9
USER6534,2021-09-04,City 5,12,1.05
USER6535,2023-04-30,City 6,20,4.62
USER6536,2021-11-19,City 7,17,3.78
USER6537,2022-11-04,City 8,13,3.11
USER6538,2022-11-09,City 9,18,1.64
USER6539,2022-12-26,City 10,19,3.1
USER6540,2022-09-30,City 11,14,3.3
USER6541,2023-12-22,City 12,11,2.86
USER6542,2023-02-26,City 13,16,2.99
USER6543,2021-09-05,City 14,15,0.84
USER6544,2022-08-30,City 15,16,2.58
USER6545,2020-02-04,City 1,16,0.84
USER6546,2022-01-24,City 2,15,3.84
USER6547,2021-11-09,City 3,12,4.57
USER6548,2023-10-11,City 4,13,3.72
USER6549,2020-08-12,City 5,15,2.56
USER6550,2022-05-03,City 6,12,1.07
USER6551,2023-04-10,City 7,20,4.7
USER6552,2021-09-22,City 8,9,3.15
USER6553,2023-11-10,City 9,19,3.1
USER6554,2023-07-12,City 10,17,2.64
USER6555,2020-02-24,City 11,15,3.79
USER6556,2023-05-07,City 12,17,4.31
USER6557,2022-08-29,City 13,14,3.13
USER6558,2021-06-27,City 14,15,3.44
USER6559,2023-09-04,City 15,17,4.53
USER6560,2023-03-30,City 1,10,1.8
USER6561,2023-03-28,City 2,15,0.78
USER6562,2021-04-11,City 3,9,3.14
USER6563,2020-04-15,City 4,16,3.05
USER6564,2023-04-10,City 5,9,3.55
USER6565,2022-09-10,City 6,12,2.35
USER6566,2020-12-15,City 7,12,3.95
USER6567,2022-12-09,City 8,23,1.72
USER6568,2023-07-12,City 9,19,2.51
USER6569,2023-06-23,City 10,12,3.76
USER6570,2022-02-17,City 11,12,3.76
USER6571,2020-10-29,City 12,22,4.07
USER6572,2023-10-26,City 13,17,4.31
USER6573,2021-05-11,City 14,28,2.47
USER6574,2020-03-05,City 15,19,3.29
USER6575,2023-03-18,City 1,17,3.92
USER6576,2023-12-05,City 2,21,2.11
USER6577,2020-08-13,City 3,19,2.22
USER6578,2021-01-25,City 4,14,2.14
USER6579,2020-02-08,City 5,14,2.71
USER6580,2022-06-22,City 6,22,4.58
USER6581,2021-10-04,City 7,13,0.62
USER6582,2022-05-07,City 8,13,3.05
USER6583,2020-11-06,City 9,13,0.97
USER6584,2022-04-25,City 10,17,1.07
USER6585,2023-11-15,City 11,12,2.72
USER6586,2021-02-21,City 12,10,4.12
USER6587,2022-04-20,City 13,14,3.24
USER6588,2022-10-24,City 14,8,2.53
USER6589,2023-06-06,City 15,19,4.61
USER6590,2022-08-23,City 1,14,2.91
USER6591,2020-05-07,City 2,20,2.35
USER6592,2023-12-16,City 3,16,3.51
USER6593,2020-10-09,City 4,14,2.44
USER6594,2022-11-28,City 5,15,4.03
USER6595,2021-02-28,City 6,18,1.77
USER6596,2023-02-22,City 7,11,3.65
USER6597,2021-10-27,City 8,11,4.49
USER6598,2023-09-18,City 9,16,2.97
USER6599,2022-09-06,City 10,16,2.78
USER6600,2022-12-12,City 11,13,4.85
USER6601,2022-02-10,City 12,16,3.22
USER6602,2021-10-04,City 13,16,2.95
USER6603,2020-12-20,City 14,18,3.27
USER6604,2022-07-30,City 15,11,4.02
USER6605,2022-12-27,City 1,10,4.58
USER6606,2021-12-02,City 2,11,2.94
USER6607,2023-01-23,City 3,19,2.61
USER6608,2021-12-26,City 4,16,1.91
USER6609,2023-10-16,City 5,17,3.66
USER6610,2023-10-26,City 6,20,2.85
USER6611,2023-08-10,City 7,17,1.04
USER6612,2023-11-20,City 8,24,4.36
USER6613,2021-06-25,City 9,16,3.26
USER6614,2023-06-03,City 10,18,2.89
USER6615,2022-09-18,City 11,12,3.97
USER6616,2021-01-28,City 12,21,3.71
USER6617,2021-05-19,City 13,10,3.93
USER6618,2021-07-25,City 14,15,1.0
USER6619,2023-02-16,City 15,10,2.57
USER6620,2021-09-03,City 1,12,1.16
USER6621,2021-04-05,City 2,17,1.66
USER6622,2021-09-01,City 3,18,3.35
USER6623,2021-08-14,City 4,14,3.38
USER6624,2023-12-14,City 5,12,2.73
USER6625,2021-02-28,City 6,16,1.93
USER6626,2023-11-14,City 7,21,2.88
USER6627,2023-12-14,City 8,21,3.63
USER6628,2022-09-28,City 9,17,3.38
USER6629,2021-10-11,City 10,11,3.68
USER6630,2022-09-09,City 11,9,3.04
USER6631,2021-12-15,City 12,9,3.72
USER6632,2023-02-21,City 13,19,3.82
USER6633,2021-07-14,City 14,10,4.24
USER6634,2021-08-12,City 15,11,2.3
USER6635,2020-09-06,City 1,11,3.77
USER6636,2023-03-20,City 2,19,4.16
USER6637,2023-10-17,City 3,17,2.62
USER6638,2023-01-17,City 4,17,4.6
USER6639,2022-02-16,City 5,16,4.0
USER6640,2022-03-19,City 6,21,1.39
USER6641,2021-12-07,City 7,10,4.11
USER6642,2020-10-26,City 8,12,3.73
USER6643,2021-08-17,City 9,21,3.4
USER6644,2020-03-27,City 10,16,3.06
USER6645,2021-08-12,City 11,14,1.7
USER6646,2020-06-10,City 12,23,1.4
USER6647,2021-12-10,City 13,20,3.99
USER6648,2022-06-24,City 14,12,3.03
USER6649,2023-09-05,City 15,17,1.0
USER6650,2021-06-09,City 1,12,3.41
USER6651,2022-09-08,City 2,16,3.73
USER6652,2021-03-14,City 3,19,2.87
USER6653,2021-02-17,City 4,17,2.45
USER6654,2023-01-08,City 5,16,2.79
USER6655,2021-07-09,City 6,12,2.86
USER6656,2023-02-25,City 7,12,3.52
USER6657,2023-11-26,City 8,15,3.91
USER6658,2021-07-10,City 9,25,3.19
USER6659,2020-10-08,City 10,12,2.45
USER6660,2020-08-11,City 11,12,4.64
USER6661,2023-06-14,City 12,13,2.26
USER6662,2023-04-16,City 13,16,3.22
USER6663,2021-05-05,City 14,19,2.53
USER6664,2021-05-11,City 15,8,1.46
USER6665,2020-04-13,City 1,10,3.16
USER6666,2023-10-03,City 2,22,3.11
USER6667,2022-12-23,City 3,20,2.13
USER6668,2021-04-07,City 4,17,2.91
USER6669,2023-07-30,City 5,11,3.82
USER6670,2021-04-21,City 6,17,2.58
USER6671,2020-04-17,City 7,13,1.41
USER6672,2020-07-24,City 8,19,3.03
USER6673,2022-04-26,City 9,19,2.84
USER6674,2021-11-07,City 10,20,1.91
USER6675,2022-08-25,City 11,16,3.93
USER6676,2020-07-24,City 12,14,1.97
USER6677,2023-10-27,City 13,9,3.42
USER6678,2020-10-08,City 14,20,2.1
USER6679,2020-01-11,City 15,11,2.55
USER6680,2023-02-01,City 1,13,3.3
USER6681,2020-11-19,City 2,14,4.2
USER6682,2022-04-13,City 3,10,2.71
USER6683,2023-08-30,City 4,14,1.41
USER6684,2022-09-01,City 5,18,3.29
USER6685,2022-09-04,City 6,18,2.03
USER6686,2023-08-25,City 7,19,3.73
USER6687,2021-02-12,City 8,11,4.81
USER6688,2021-08-11,City 9,16,4.71
USER6689,2021-10-19,City 10,14,3.53
USER6690,2021-08-07,City 11,20,3.75
USER6691,2023-08-15,City 12,14,3.63
USER6692,2020-05-01,City 13,11,2.37
USER6693,2020-07-02,City 14,15,3.73
USER6694,2023-08-28,City 15,19,4.53
USER6695,2023-03-21,City 1,18,3.94
USER6696,2021-04-20,City 2,15,4.72
USER6697,2022-12-31,City 3,15,2.04
USER6698,2020-03-17,City 4,21,1.44
USER6699,2020-12-24,City 5,24,2.51
USER6700,2022-05-05,City 6,16,2.38
USER6701,2020-12-26,City 7,10,3.55
USER6702,2020-03-15,City 8,9,2.92
USER6703,2022-03-24,City 9,14,3.28
USER6704,2022-10-11,City 10,11,2.49
USER6705,2021-01-16,City 11,14,1.94
USER6706,2021-08-15,City 12,17,4.71
USER6707,2020-03-17,City 13,15,4.32
USER6708,2020-01-19,City 14,12,2.18
USER6709,2021-09-03,City 15,11,2.99
USER6710,2023-03-09,City 1,12,3.13
USER6711,2023-05-19,City 2,18,3.04
USER6712,2020-08-07,City 3,16,2.5
USER6713,2021-11-17,City 4,8,2.87
USER6714,2021-08-05,City 5,14,2.84
USER6715,2022-07-19,City 6,17,2.64
USER6716,2023-08-06,City 7,12,4.65
USER6717,2023-01-17,City 8,14,1.87
USER6718,2022-12-09,City 9,26,1.9
USER6719,2022-10-08,City 10,13,2.91
USER6720,2020-10-01,City 11,17,2.61
USER6721,2022-10-29,City 12,10,2.85
USER6722,2022-08-16,City 13,19,3.38
USER6723,2021-07-12,City 14,13,3.92
USER6724,2021-01-29,City 15,14,3.14
USER6725,2020-08-18,City 1,14,4.03
USER6726,2021-11-08,City 2,15,4.66
USER6727,2020-11-28,City 3,21,3.06
USER6728,2022-07-28,City 4,22,4.28
USER6729,2023-08-20,City 5,19,1.38
USER6730,2021-06-10,City 6,6,1.14
USER6731,2021-01-16,City 7,15,4.08
USER6732,2020-01-29,City 8,17,3.18
USER6733,2021-11-21,City 9,25,2.21
USER6734,2021-08-27,City 10,10,2.23
USER6735,2023-03-08,City 11,17,1.38
USER6736,2023-10-13,City 12,14,2.15
USER6737,2021-01-30,City 13,8,2.85
USER6738,2020-12-25,City 14,15,3.68
USER6739,2023-06-05,City 15,15,2.46
USER6740,2023-08-01,City 1,17,3.53
USER6741,2022-04-10,City 2,20,4.14
USER6742,2022-05-25,City 3,15,3.93
USER6743,2022-11-21,City 4,16,2.97
USER6744,2021-11-02,City 5,14,4.17
USER6745,2020-06-26,City 6,10,1.07
USER6746,2022-03-31,City 7,15,3.03
USER6747,2023-10-02,City 8,14,0.72
USER6748,2020-07-14,City 9,20,2.97
USER6749,2021-01-13,City 10,9,3.78
USER6750,2020-10-14,City 11,20,0.99
USER6751,2022-09-04,City 12,18,2.17
USER6752,2021-10-24,City 13,16,4.91
USER6753,2021-05-23,City 14,19,3.95
USER6754,2020-01-14,City 15,17,1.69
USER6755,2021-06-18,City 1,10,4.25
USER6756,2022-02-24,City 2,16,1.97
USER6757,2021-04-27,City 3,14,3.45
USER6758,2022-07-03,City 4,17,1.54
USER6759,2021-06-30,City 5,9,4.61
USER6760,2021-11-06,City 6,15,3.37
USER6761,2021-09-10,City 7,20,3.42
USER6762,2023-04-07,City 8,15,3.54
USER6763,2023-03-19,City 9,14,4.13
USER6764,2020-01-24,City 10,15,1.76
USER6765,2021-06-19,City 11,12,3.07
USER6766,2023-08-31,City 12,15,3.17
USER6767,2022-01-06,City 13,9,1.12
USER6768,2023-11-19,City 14,23,3.56
USER6769,2021-04-28,City 15,11,3.42
USER6770,2020-05-07,City 1,13,3.98
USER6771,2023-09-29,City 2,13,3.11
USER6772,2020-08-30,City 3,16,3.19
USER6773,2022-08-11,City 4,13,1.39
USER6774,2021-09-20,City 5,12,3.45
USER6775,2020-11-23,City 6,18,1.82
USER6776,2022-04-10,City 7,17,2.42
USER6777,2023-11-06,City 8,14,4.16
USER6778,2022-10-26,City 9,13,1.63
USER6779,2023-12-11,City 10,11,1.83
USER6780,2021-09-28,City 11,13,2.98
USER6781,2023-11-14,City 12,13,2.26
USER6782,2020-08-28,City 13,10,2.69
USER6783,2023-08-01,City 14,15,2.41
USER6784,2021-08-27,City 15,22,3.34
USER6785,2022-01-22,City 1,12,2.82
USER6786,2023-06-12,City 2,12,3.5
USER6787,2021-03-28,City 3,7,1.08
USER6788,2021-03-24,City 4,15,2.48
USER6789,2020-09-30,City 5,10,3.29
USER6790,2022-09-06,City 6,13,1.13
USER6791,2020-11-09,City 7,15,4.21
USER6792,2022-07-20,City 8,14,3.47
USER6793,2023-05-25,City 9,17,2.53
USER6794,2022-02-04,City 10,15,3.73
USER6795,2022-05-01,City 11,19,4.2
USER6796,2023-12-08,City 12,15,2.9
USER6797,2023-01-29,City 13,16,2.73
USER6798,2022-08-22,City 14,6,2.76
USER6799,2023-01-05,City 15,11,4.47
USER6800,2023-09-22,City 1,18,0.17
USER6801,2021-03-23,City 2,10,3.51
USER6802,2021-05-21,City 3,12,1.61
USER6803,2023-10-25,City 4,12,2.66
USER6804,2023-05-05,City 5,7,3.49
USER6805,2020-06-16,City 6,7,0.72
USER6806,2022-12-12,City 7,15,3.71
USER6807,2022-07-03,City 8,16,4.08
USER6808,2022-12-17,City 9,11,4.81
USER6809,2023-12-12,City 10,16,2.89
USER6810,2022-01-10,City 11,19,3.77
USER6811,2020-06-08,City 12,10,3.74
USER6812,2023-03-01,City 13,17,3.83
USER6813,2020-08-17,City 14,17,2.83
USER6814,2020-05-06,City 15,12,3.62
USER6815,2023-01-26,City 1,11,2.99
USER6816,2022-11-01,City 2,17,2.95
USER6817,2021-02-18,City 3,22,1.72
USER6818,2023-03-18,City 4,12,1.43
USER6819,2023-01-04,City 5,14,0.75
USER6820,2020-11-02,City 6,15,1.95
USER6821,2020-12-02,City 7,14,1.84
USER6822,2021-11-02,City 8,18,1.61
USER6823,2022-12-01,City 9,10,2.77
USER6824,2022-06-23,City 10,13,1.3
USER6825,2020-08-26,City 11,11,4.27
USER6826,2023-10-25,City 12,9,1.66
USER6827,2021-02-24,City 13,18,1.58
USER6828,2023-04-09,City 14,16,2.37
USER6829,2022-09-28,City 15,13,3.98
USER6830,2020-07-05,City 1,17,4.15
USER6831,2022-11-11,City 2,22,4.37
USER6832,2022-07-01,City 3,15,4.05
USER6833,2020-04-23,City 4,18,3.54
USER6834,2022-07-17,City 5,11,2.01
USER6835,2020-09-27,City 6,18,3.2
USER6836,2022-11-17,City 7,15,3.6
USER6837,2022-04-30,City 8,13,2.49
USER6838,2022-07-24,City 9,14,2.95
USER6839,2023-02-28,City 10,16,2.05
USER6840,2020-04-28,City 11,19,1.85
USER6841,2023-02-18,City 12,10,3.33
USER6842,2022-08-04,City 13,20,3.15
USER6843,2023-10-09,City 14,13,3.81
USER6844,2021-09-23,City 15,13,3.0
USER6845,2020-02-14,City 1,8,3.71
USER6846,2022-03-21,City 2,16,3.43
USER6847,2021-06-05,City 3,12,4.39
USER6848,2020-01-07,City 4,20,1.34
USER6849,2021-03-22,City 5,19,2.8
USER6850,2023-03-30,City 6,18,3.42
USER6851,2020-05-29,City 7,11,3.44
USER6852,2020-04-02,City 8,20,1.92
USER6853,2022-05-17,City 9,10,3.31
USER6854,2021-12-06,City 10,24,1.96
USER6855,2023-12-05,City 11,13,4.1
USER6856,2020-05-10,City 12,18,2.23
USER6857,2023-01-13,City 13,19,0.82
USER6858,2020-05-03,City 14,15,1.93
USER6859,2020-05-21,City 15,14,3.5
USER6860,2022-08-24,City 1,13,3.75
USER6861,2020-03-05,City 2,15,4.21
USER6862,2021-08-10,City 3,13,2.96
USER6863,2022-04-17,City 4,17,3.65
USER6864,2021-01-03,City 5,18,3.73
USER6865,2020-10-04,City 6,17,2.34
USER6866,2023-08-06,City 7,16,2.43
USER6867,2023-08-15,City 8,15,4.5
USER6868,2022-05-10,City 9,8,4.59
USER6869,2022-02-05,City 10,24,2.4
USER6870,2022-02-22,City 11,15,2.19
USER6871,2022-07-07,City 12,15,1.05
USER6872,2022-02-12,City 13,12,2.7
USER6873,2022-02-08,City 14,11,3.14
USER6874,2020-06-13,City 15,14,4.4
USER6875,2023-10-30,City 1,12,4.92
USER6876,2023-09-17,City 2,14,1.2
USER6877,2023-01-09,City 3,16,3.0
USER6878,2020-09-29,City 4,15,1.23
USER6879,2023-08-31,City 5,23,3.57
USER6880,2021-12-13,City 6,7,1.25
USER6881,2020-08-30,City 7,12,3.51
USER6882,2020-12-31,City 8,14,4.65
USER6883,2023-01-05,City 9,13,4.31
USER6884,2022-03-15,City 10,15,4.5
USER6885,2022-12-19,City 11,17,1.89
USER6886,2020-09-17,City 12,22,1.04
USER6887,2021-04-01,City 13,11,1.55
USER6888,2020-01-08,City 14,16,1.89
USER6889,2020-02-16,City 15,14,2.2
USER6890,2021-09-03,City 1,16,3.76
USER6891,2022-08-06,City 2,12,2.36
USER6892,2023-10-11,City 3,9,2.11
USER6893,2023-01-20,City 4,18,3.89
USER6894,2022-05-18,City 5,15,2.56
USER6895,2022-12-25,City 6,14,2.2
USER6896,2022-02-15,City 7,13,2.86
USER6897,2021-04-15,City 8,6,2.57
USER6898,2021-05-21,City 9,20,2.58
USER6899,2022-08-01,City 10,11,0.66
USER6900,2021-12-09,City 11,14,0.59
USER6901,2020-11-13,City 12,18,2.41
USER6902,2021-07-18,City 13,7,1.52
USER6903,2021-01-21,City 14,14,3.24
