review_id,restaurant_id,user_id,rating,review_text,review_date,useful_count,service_rating,food_rating,ambiance_rating,value_rating,review_length,sentiment,overall_satisfaction
REV104957,REST1187,USER7357,4.0,Disappointing. Service was slow and food was cold.,2023-11-25,0,1,1,4,5,50,Positive,2.5
REV104958,REST1094,USER6915,5.0,Cozy atmosphere and friendly staff. Perfect for date night.,2023-10-22,2,2,5,5,5,59,Very Positive,4.4
REV104959,REST1153,USER6603,5.0,Absolutely loved everything! From appetizers to dessert.,2023-01-13,4,4,2,1,2,56,Very Positive,3.5000000000000004
REV104960,REST1192,USER7812,3.8,Overpriced for what you get. Won't be returning.,2023-08-16,3,5,1,1,3,48,Positive,2.9200000000000004
REV104961,REST1159,USER5789,3.1,Best Mexican in town! The Quesadilla was incredible.,2023-12-14,5,5,2,2,3,52,Neutral,3.0400000000000005
REV104962,REST1138,USER7543,2.7,Disappointing. Service was slow and food was cold.,2023-08-16,4,2,5,3,1,50,Neutral,3.2800000000000002
REV104963,REST1039,USER5488,3.2,Disappointing. Service was slow and food was cold.,2023-01-26,4,1,3,4,5,50,Neutral,2.7800000000000002
REV104964,REST1139,USER6708,5.0,Great food and excellent service! Will definitely come back.,2023-02-12,2,3,4,4,2,60,Very Positive,4.2
REV104965,REST1098,USER5030,5.0,Cozy atmosphere and friendly staff. Perfect for date night.,2023-02-20,8,2,1,5,2,59,Very Positive,3.1999999999999997
REV104966,REST1107,USER6305,5.0,Overpriced for what you get. Won't be returning.,2023-08-19,5,1,4,4,4,48,Very Positive,3.8000000000000003
REV104967,REST1175,USER6137,4.4,Absolutely loved everything! From appetizers to dessert.,2023-06-19,3,1,2,2,5,56,Positive,2.7600000000000007
REV104968,REST1127,USER6320,5.0,Absolutely loved everything! From appetizers to dessert.,2023-06-17,5,2,1,2,5,56,Very Positive,2.9
REV104969,REST1192,USER6442,3.7,Overpriced for what you get. Won't be returning.,2023-02-21,4,4,3,3,2,48,Positive,3.4799999999999995
REV104970,REST1044,USER6765,3.6,Best Chinese in town! The Hot Pot was incredible.,2023-05-21,1,1,2,2,1,49,Positive,2.4400000000000004
REV104971,REST1001,USER6582,3.2,Great food and excellent service! Will definitely come back.,2023-09-26,4,4,1,4,3,60,Neutral,2.7800000000000002
REV104972,REST1114,USER7174,3.7,Overpriced for what you get. Won't be returning.,2023-03-09,4,3,1,5,4,48,Positive,2.8800000000000003
REV104973,REST1074,USER5292,4.6,Great food and excellent service! Will definitely come back.,2023-08-01,6,3,4,5,2,60,Very Positive,4.140000000000001
REV104974,REST1097,USER6331,3.3,Overpriced for what you get. Won't be returning.,2023-02-24,3,2,1,1,5,48,Neutral,2.12
REV104975,REST1039,USER6239,4.6,Amazing flavors and generous portions. Highly recommended!,2023-05-14,4,2,2,2,3,58,Very Positive,3.04
REV104976,REST1017,USER6212,5.0,Absolutely loved everything! From appetizers to dessert.,2023-01-03,4,3,2,4,3,56,Very Positive,3.6
REV104977,REST1036,USER7167,4.9,Disappointing. Service was slow and food was cold.,2023-07-28,2,3,2,3,1,50,Very Positive,3.46
REV104978,REST1136,USER7099,5.0,Cozy atmosphere and friendly staff. Perfect for date night.,2023-04-30,2,1,4,3,2,59,Very Positive,3.7
REV104979,REST1081,USER7990,5.0,Food was good but the wait was too long.,2023-02-02,2,1,1,5,2,40,Very Positive,3.0
REV104980,REST1115,USER6672,5.0,Great food and excellent service! Will definitely come back.,2023-04-10,2,4,2,3,4,60,Very Positive,3.7
REV104981,REST1011,USER6096,3.9,Not worth the hype. There are better options nearby.,2023-03-20,1,5,3,1,5,52,Positive,3.56
REV104982,REST1054,USER5248,5.0,Absolutely loved everything! From appetizers to dessert.,2023-03-30,3,2,1,3,3,56,Very Positive,3.0
REV104983,REST1011,USER7214,2.5,Overpriced for what you get. Won't be returning.,2023-11-10,3,1,5,1,1,48,Neutral,2.8000000000000003
REV104984,REST1188,USER5124,2.9,Absolutely loved everything! From appetizers to dessert.,2023-11-08,2,3,2,3,3,56,Neutral,2.66
REV104985,REST1198,USER5870,4.2,Best French in town! The Croissant was incredible.,2023-05-18,4,3,1,4,1,50,Positive,2.98
REV104986,REST1171,USER7391,5.0,Not worth the hype. There are better options nearby.,2023-08-10,1,4,4,4,3,52,Very Positive,4.4
REV104987,REST1163,USER7442,3.9,Average experience. Food was okay but nothing special.,2023-09-06,1,5,1,2,1,54,Positive,3.0600000000000005
REV104988,REST1147,USER6117,4.5,Food was good but the wait was too long.,2023-06-22,1,2,1,1,5,40,Positive,2.6
REV104989,REST1039,USER5448,5.0,Absolutely loved everything! From appetizers to dessert.,2023-04-18,5,3,4,4,1,56,Very Positive,4.2
REV104990,REST1092,USER7157,4.0,Cozy atmosphere and friendly staff. Perfect for date night.,2023-01-07,3,3,2,1,2,59,Positive,2.9000000000000004
REV104991,REST1076,USER6900,2.9,Overpriced for what you get. Won't be returning.,2023-04-15,1,3,3,1,5,48,Neutral,2.76
REV104992,REST1090,USER6225,3.3,Cozy atmosphere and friendly staff. Perfect for date night.,2023-09-18,5,1,3,2,2,59,Neutral,2.62
REV104993,REST1003,USER7040,4.9,Not worth the hype. There are better options nearby.,2023-11-24,7,4,3,2,3,52,Very Positive,3.8600000000000003
REV104994,REST1163,USER7772,4.1,Disappointing. Service was slow and food was cold.,2023-01-10,2,1,5,5,5,50,Positive,3.84
REV104995,REST1086,USER5574,3.4,Not worth the hype. There are better options nearby.,2023-12-03,2,5,5,3,2,52,Neutral,4.16
REV104996,REST1110,USER7937,4.6,Great food and excellent service! Will definitely come back.,2023-11-12,1,4,5,1,2,60,Very Positive,4.239999999999999
REV104997,REST1064,USER7665,4.6,Best Italian in town! The Margherita Pizza was incredible.,2023-01-23,8,1,1,4,1,58,Very Positive,2.7399999999999998
REV104998,REST1059,USER7172,5.0,Average experience. Food was okay but nothing special.,2023-11-04,3,5,3,5,3,54,Very Positive,4.4
REV104999,REST1195,USER7132,4.8,Amazing flavors and generous portions. Highly recommended!,2023-05-24,7,1,5,5,2,58,Very Positive,4.12
REV105000,REST1156,USER5783,4.6,Great food and excellent service! Will definitely come back.,2023-06-09,4,3,4,3,2,60,Very Positive,3.9400000000000004
REV105001,REST1039,USER5394,4.0,Great food and excellent service! Will definitely come back.,2023-10-16,2,5,4,2,2,60,Positive,4.0
REV105002,REST1190,USER6929,5.0,Food was good but the wait was too long.,2023-05-27,3,2,4,1,1,40,Very Positive,3.7
REV105003,REST1136,USER6485,3.9,Cozy atmosphere and friendly staff. Perfect for date night.,2023-11-09,3,3,2,5,4,59,Positive,3.2600000000000002
REV105004,REST1093,USER5273,4.2,Average experience. Food was okay but nothing special.,2023-09-20,1,4,1,5,5,54,Positive,3.2800000000000002
REV105005,REST1108,USER5825,4.4,Best Mediterranean in town! The Falafel was incredible.,2023-01-02,2,2,3,4,2,55,Positive,3.46
REV105006,REST1128,USER7483,3.6,Absolutely loved everything! From appetizers to dessert.,2023-06-13,7,3,1,4,5,56,Positive,2.74
REV105007,REST1164,USER7852,5.0,Absolutely loved everything! From appetizers to dessert.,2023-09-21,4,2,2,1,3,56,Very Positive,3.1
REV105008,REST1070,USER5651,5.0,Average experience. Food was okay but nothing special.,2023-05-06,2,5,5,3,3,54,Very Positive,4.8
REV105009,REST1165,USER6758,3.9,Disappointing. Service was slow and food was cold.,2023-01-16,2,4,4,2,5,50,Positive,3.76
REV105010,REST1188,USER7934,4.8,Overpriced for what you get. Won't be returning.,2023-11-15,5,4,4,2,3,48,Very Positive,4.12
REV105011,REST1193,USER6881,4.4,Best American in town! The Steak was incredible.,2023-08-04,2,1,4,2,3,48,Positive,3.3600000000000003
REV105012,REST1123,USER5404,3.0,Best Mediterranean in town! The Falafel was incredible.,2023-08-16,4,4,5,4,3,55,Neutral,3.9
REV105013,REST1049,USER6650,3.6,Great food and excellent service! Will definitely come back.,2023-04-04,5,2,5,1,4,60,Positive,3.4400000000000004
REV105014,REST1151,USER6521,5.0,Disappointing. Service was slow and food was cold.,2023-02-17,3,5,4,3,4,50,Very Positive,4.5
REV105015,REST1135,USER7215,5.0,Average experience. Food was okay but nothing special.,2023-09-14,4,2,2,5,2,54,Very Positive,3.5
REV105016,REST1038,USER6562,3.9,Best Mediterranean in town! The Falafel was incredible.,2023-07-05,1,4,5,2,1,55,Positive,4.0600000000000005
REV105017,REST1087,USER6697,5.0,Not worth the hype. There are better options nearby.,2023-11-15,4,3,4,1,1,52,Very Positive,3.9000000000000004
REV105018,REST1140,USER6721,3.6,Not worth the hype. There are better options nearby.,2023-03-20,4,5,5,5,3,52,Positive,4.44
REV105019,REST1060,USER7969,2.9,Amazing flavors and generous portions. Highly recommended!,2023-03-15,0,1,5,5,3,58,Neutral,3.3600000000000003
REV105020,REST1056,USER6844,5.0,Food was good but the wait was too long.,2023-11-16,5,2,2,2,3,40,Very Positive,3.2
REV105021,REST1128,USER5620,3.6,Not worth the hype. There are better options nearby.,2023-03-29,3,3,3,3,2,52,Positive,3.24
REV105022,REST1058,USER5147,5.0,Food was good but the wait was too long.,2023-12-29,4,1,1,5,3,40,Very Positive,3.0
REV105023,REST1195,USER6117,4.1,Cozy atmosphere and friendly staff. Perfect for date night.,2024-01-01,1,1,3,1,5,59,Positive,2.8400000000000003
REV105024,REST1138,USER7748,3.8,Food was good but the wait was too long.,2023-10-10,1,1,5,5,2,40,Positive,3.72
REV105025,REST1071,USER7379,4.9,Food was good but the wait was too long.,2023-06-15,3,4,2,5,2,40,Very Positive,3.8600000000000003
REV105026,REST1180,USER7568,4.1,Best BBQ in town! The Brisket was incredible.,2023-08-16,0,1,2,2,4,45,Positive,2.64
REV105027,REST1107,USER6285,3.1,Food was good but the wait was too long.,2023-04-14,4,4,1,5,2,40,Neutral,2.8400000000000003
REV105028,REST1151,USER7230,3.5,Absolutely loved everything! From appetizers to dessert.,2023-10-04,4,2,5,3,3,56,Neutral,3.6000000000000005
REV105029,REST1159,USER5860,4.6,Great food and excellent service! Will definitely come back.,2023-08-25,3,5,2,4,1,60,Very Positive,3.84
REV105030,REST1131,USER7388,4.4,Average experience. Food was okay but nothing special.,2023-02-03,2,5,3,2,5,54,Positive,3.8600000000000003
REV105031,REST1082,USER7284,5.0,Food was good but the wait was too long.,2023-10-25,5,5,5,1,3,40,Very Positive,4.6
REV105032,REST1077,USER5686,4.5,Overpriced for what you get. Won't be returning.,2023-07-27,4,4,2,2,1,48,Positive,3.4000000000000004
REV105033,REST1140,USER7254,4.4,Disappointing. Service was slow and food was cold.,2023-09-20,2,5,4,2,5,50,Positive,4.16
REV105034,REST1113,USER7150,2.8,Cozy atmosphere and friendly staff. Perfect for date night.,2023-01-12,4,3,1,1,2,59,Neutral,2.12
REV105035,REST1039,USER6632,4.8,Great food and excellent service! Will definitely come back.,2023-02-10,1,2,1,3,2,60,Very Positive,2.92
REV105036,REST1038,USER7790,4.8,Disappointing. Service was slow and food was cold.,2023-02-25,1,2,2,5,2,50,Very Positive,3.42
REV105037,REST1046,USER7588,4.7,Average experience. Food was okay but nothing special.,2023-06-20,2,5,5,2,1,54,Very Positive,4.58
REV105038,REST1188,USER5633,5.0,Average experience. Food was okay but nothing special.,2023-10-18,2,3,4,4,3,54,Very Positive,4.2
REV105039,REST1165,USER7685,5.0,Absolutely loved everything! From appetizers to dessert.,2023-02-20,2,4,1,4,4,56,Very Positive,3.4999999999999996
REV105040,REST1130,USER7657,4.3,Amazing flavors and generous portions. Highly recommended!,2023-09-08,3,3,1,1,3,58,Positive,2.72
REV105041,REST1001,USER7929,3.0,Cozy atmosphere and friendly staff. Perfect for date night.,2023-11-02,5,5,2,3,3,59,Neutral,3.1000000000000005
REV105042,REST1009,USER6862,5.0,Average experience. Food was okay but nothing special.,2023-10-28,1,3,2,2,1,54,Very Positive,3.4000000000000004
REV105043,REST1033,USER5601,3.2,Disappointing. Service was slow and food was cold.,2023-10-29,5,4,5,5,4,50,Neutral,4.08
REV105044,REST1142,USER7266,4.9,Amazing flavors and generous portions. Highly recommended!,2023-11-07,1,1,5,5,2,58,Very Positive,4.16
REV105045,REST1059,USER7893,4.1,Disappointing. Service was slow and food was cold.,2023-09-19,3,2,4,3,5,50,Positive,3.54
REV105046,REST1169,USER7488,3.1,Cozy atmosphere and friendly staff. Perfect for date night.,2023-08-21,5,4,4,3,4,59,Neutral,3.54
REV105047,REST1011,USER5181,4.8,Disappointing. Service was slow and food was cold.,2023-08-04,1,1,4,1,5,50,Very Positive,3.4200000000000004
REV105048,REST1125,USER7093,4.8,Overpriced for what you get. Won't be returning.,2023-11-11,3,3,3,5,2,48,Very Positive,3.92
REV105049,REST1105,USER5782,3.4,Absolutely loved everything! From appetizers to dessert.,2023-06-23,1,2,5,4,1,56,Neutral,3.66
REV105050,REST1090,USER6994,5.0,Food was good but the wait was too long.,2023-08-15,3,5,3,5,5,40,Very Positive,4.4
REV105051,REST1060,USER7695,4.2,Average experience. Food was okay but nothing special.,2023-04-22,2,2,5,3,2,54,Positive,3.88
REV105052,REST1025,USER6393,4.9,Overpriced for what you get. Won't be returning.,2023-11-20,3,2,2,1,2,48,Very Positive,3.06
REV105053,REST1010,USER7769,3.4,Overpriced for what you get. Won't be returning.,2023-01-17,3,2,1,4,5,48,Neutral,2.46
REV105054,REST1091,USER7149,4.0,Amazing flavors and generous portions. Highly recommended!,2023-09-02,2,2,4,5,2,58,Positive,3.6999999999999997
REV105055,REST1158,USER7115,3.7,Not worth the hype. There are better options nearby.,2023-05-21,1,2,3,1,1,52,Positive,2.88
REV105056,REST1181,USER5183,3.7,Best Japanese in town! The Tempura was incredible.,2023-06-09,5,2,3,2,3,50,Positive,2.98
REV105057,REST1094,USER5428,4.1,Absolutely loved everything! From appetizers to dessert.,2023-02-09,2,3,3,1,5,56,Positive,3.24
REV105058,REST1079,USER6979,5.0,Average experience. Food was okay but nothing special.,2023-01-27,5,3,1,2,2,54,Very Positive,3.1
REV105059,REST1166,USER5929,4.8,Average experience. Food was okay but nothing special.,2023-11-28,0,4,2,1,3,54,Very Positive,3.4200000000000004
REV105060,REST1082,USER6640,4.4,Great food and excellent service! Will definitely come back.,2023-10-02,7,2,4,4,3,60,Positive,3.76
REV105061,REST1113,USER7571,4.1,Average experience. Food was okay but nothing special.,2023-07-21,3,1,4,4,1,54,Positive,3.44
REV105062,REST1198,USER5153,5.0,Absolutely loved everything! From appetizers to dessert.,2023-10-26,3,5,3,5,4,56,Very Positive,4.4
REV105063,REST1163,USER7530,2.7,Food was good but the wait was too long.,2023-08-17,3,5,3,1,4,40,Neutral,3.08
REV105064,REST1137,USER5950,4.9,Great food and excellent service! Will definitely come back.,2023-11-24,4,3,2,5,4,60,Very Positive,3.66
REV105065,REST1077,USER6746,4.0,Best Thai in town! The Tom Yum was incredible.,2023-09-20,3,4,3,5,2,46,Positive,3.8
REV105066,REST1074,USER6937,3.6,Best Vegetarian in town! The Stir Fry was incredible.,2023-10-22,3,3,1,4,4,53,Positive,2.74
REV105067,REST1075,USER6733,3.9,Great food and excellent service! Will definitely come back.,2023-08-07,1,1,5,2,1,60,Positive,3.4600000000000004
REV105068,REST1076,USER6769,4.4,Great food and excellent service! Will definitely come back.,2023-04-22,3,1,4,5,1,60,Positive,3.66
REV105069,REST1034,USER6965,4.9,Not worth the hype. There are better options nearby.,2023-04-22,2,2,3,4,2,52,Very Positive,3.66
REV105070,REST1194,USER5487,3.8,Food was good but the wait was too long.,2023-07-01,4,1,5,2,4,40,Positive,3.4200000000000004
REV105071,REST1149,USER6855,4.2,Food was good but the wait was too long.,2023-12-28,2,2,3,3,1,40,Positive,3.2800000000000002
REV105072,REST1041,USER7713,4.6,Not worth the hype. There are better options nearby.,2023-08-13,3,5,2,2,1,52,Very Positive,3.64
REV105073,REST1059,USER7291,4.2,Average experience. Food was okay but nothing special.,2023-04-17,3,2,1,5,1,54,Positive,2.8800000000000003
REV105074,REST1181,USER7313,5.0,Great food and excellent service! Will definitely come back.,2023-02-15,0,5,2,2,3,60,Very Positive,3.8000000000000003
REV105075,REST1084,USER7888,3.8,Absolutely loved everything! From appetizers to dessert.,2023-12-05,1,3,1,3,4,56,Positive,2.7199999999999998
REV105076,REST1077,USER5928,4.0,Amazing flavors and generous portions. Highly recommended!,2023-03-31,1,5,5,1,2,58,Positive,4.199999999999999
REV105077,REST1076,USER6527,4.6,Average experience. Food was okay but nothing special.,2023-02-05,1,1,2,3,1,54,Very Positive,2.9400000000000004
REV105078,REST1140,USER7201,4.3,Overpriced for what you get. Won't be returning.,2023-05-07,4,4,5,2,4,48,Positive,4.22
REV105079,REST1149,USER5098,5.0,Cozy atmosphere and friendly staff. Perfect for date night.,2023-08-27,5,2,5,1,4,59,Very Positive,4.0
REV105080,REST1053,USER6574,5.0,Best Japanese in town! The Tempura was incredible.,2023-08-30,1,1,2,2,3,50,Very Positive,3.0000000000000004
REV105081,REST1181,USER5723,3.7,Best Japanese in town! The Teriyaki was incredible.,2023-03-04,3,5,3,3,1,51,Positive,3.6799999999999997
REV105082,REST1088,USER7231,4.8,Not worth the hype. There are better options nearby.,2023-05-26,4,2,1,5,2,52,Very Positive,3.1199999999999997
REV105083,REST1166,USER6096,4.7,Average experience. Food was okay but nothing special.,2023-11-09,4,4,1,3,3,54,Very Positive,3.2800000000000002
REV105084,REST1029,USER6810,3.9,Cozy atmosphere and friendly staff. Perfect for date night.,2023-01-02,3,5,5,5,5,59,Positive,4.5600000000000005
REV105085,REST1086,USER5678,4.6,Great food and excellent service! Will definitely come back.,2023-02-09,4,2,2,2,1,60,Very Positive,3.04
REV105086,REST1131,USER7312,3.1,Average experience. Food was okay but nothing special.,2023-10-10,0,4,4,4,4,54,Neutral,3.64
REV105087,REST1018,USER5933,4.7,Best Thai in town! The Pad Thai was incredible.,2023-06-03,2,2,5,2,3,47,Very Positive,3.98
REV105088,REST1070,USER7863,5.0,Food was good but the wait was too long.,2023-01-30,3,5,4,5,3,40,Very Positive,4.7
REV105089,REST1180,USER7303,5.0,Not worth the hype. There are better options nearby.,2023-04-15,4,4,4,1,5,52,Very Positive,4.1
REV105090,REST1177,USER6178,4.4,Food was good but the wait was too long.,2023-01-14,6,5,3,1,3,40,Positive,3.7600000000000002
REV105091,REST1188,USER7195,2.6,Amazing flavors and generous portions. Highly recommended!,2023-07-27,2,2,5,3,5,58,Neutral,3.24
REV105092,REST1073,USER5117,4.6,Disappointing. Service was slow and food was cold.,2023-03-19,4,3,1,1,1,50,Very Positive,2.84
REV105093,REST1108,USER7355,3.5,Overpriced for what you get. Won't be returning.,2023-11-27,2,5,2,5,4,48,Neutral,3.5
REV105094,REST1149,USER5477,5.0,Cozy atmosphere and friendly staff. Perfect for date night.,2023-10-13,4,4,4,1,1,59,Very Positive,4.1
REV105095,REST1048,USER6853,4.3,Cozy atmosphere and friendly staff. Perfect for date night.,2023-08-24,2,4,4,3,2,59,Positive,4.02
REV105096,REST1031,USER6701,4.2,Not worth the hype. There are better options nearby.,2023-07-31,1,3,3,5,5,52,Positive,3.68
REV105097,REST1111,USER5571,3.3,Average experience. Food was okay but nothing special.,2023-06-10,2,3,5,4,1,54,Neutral,3.8200000000000003
REV105098,REST1191,USER6138,4.2,Cozy atmosphere and friendly staff. Perfect for date night.,2023-03-31,3,4,5,1,1,59,Positive,4.08
REV105099,REST1008,USER5547,4.5,Amazing flavors and generous portions. Highly recommended!,2023-12-15,5,3,4,2,4,58,Positive,3.8000000000000003
REV105100,REST1178,USER7513,4.4,Disappointing. Service was slow and food was cold.,2023-10-29,3,5,3,3,4,50,Positive,3.96
REV105101,REST1139,USER5855,4.6,Great food and excellent service! Will definitely come back.,2023-08-13,1,4,4,2,1,60,Very Positive,4.04
REV105102,REST1108,USER6724,5.0,Absolutely loved everything! From appetizers to dessert.,2023-09-07,4,4,5,2,1,56,Very Positive,4.5
REV105103,REST1091,USER5384,4.7,Not worth the hype. There are better options nearby.,2023-08-31,5,3,4,1,4,52,Very Positive,3.7800000000000002
REV105104,REST1115,USER6341,5.0,Not worth the hype. There are better options nearby.,2023-03-18,5,4,5,1,1,52,Very Positive,4.3999999999999995
REV105105,REST1162,USER6653,4.7,Best Italian in town! The Tiramisu was incredible.,2023-03-03,3,3,3,1,5,50,Very Positive,3.4800000000000004
REV105106,REST1070,USER7526,5.0,Best Vegetarian in town! The Buddha Bowl was incredible.,2023-03-26,2,5,4,3,2,56,Very Positive,4.5
REV105107,REST1054,USER5256,5.0,Disappointing. Service was slow and food was cold.,2023-08-23,6,1,1,2,4,50,Very Positive,2.7
REV105108,REST1077,USER6778,3.3,Cozy atmosphere and friendly staff. Perfect for date night.,2023-06-07,4,2,4,2,3,59,Neutral,3.12
REV105109,REST1035,USER5450,5.0,Cozy atmosphere and friendly staff. Perfect for date night.,2023-10-09,1,3,3,5,1,59,Very Positive,4.0
REV105110,REST1098,USER5525,3.9,Disappointing. Service was slow and food was cold.,2023-07-14,3,2,4,4,2,50,Positive,3.5599999999999996
REV105111,REST1055,USER7633,4.6,Average experience. Food was okay but nothing special.,2023-07-15,2,5,2,4,2,54,Very Positive,3.84
REV105112,REST1156,USER7386,5.0,Overpriced for what you get. Won't be returning.,2023-03-22,4,2,5,1,2,48,Very Positive,4.0
REV105113,REST1163,USER7807,4.0,Amazing flavors and generous portions. Highly recommended!,2023-08-13,2,4,3,3,3,58,Positive,3.5999999999999996
REV105114,REST1096,USER6223,4.9,Best Mexican in town! The Tacos was incredible.,2023-11-08,2,4,4,5,5,47,Very Positive,4.46
REV105115,REST1011,USER7242,4.4,Great food and excellent service! Will definitely come back.,2023-06-15,5,1,2,4,4,60,Positive,2.9600000000000004
REV105116,REST1000,USER6406,5.0,Amazing flavors and generous portions. Highly recommended!,2023-02-02,3,5,3,3,3,58,Very Positive,4.2
REV105117,REST1186,USER6181,5.0,Disappointing. Service was slow and food was cold.,2023-12-16,2,3,4,3,1,50,Very Positive,4.1000000000000005
REV105118,REST1065,USER6970,5.0,Absolutely loved everything! From appetizers to dessert.,2023-03-14,2,1,1,4,1,56,Very Positive,2.9
REV105119,REST1046,USER7345,5.0,Absolutely loved everything! From appetizers to dessert.,2023-01-01,2,2,1,1,1,56,Very Positive,2.8
REV105120,REST1076,USER5956,4.8,Food was good but the wait was too long.,2023-02-03,0,1,2,3,1,40,Very Positive,3.0200000000000005
REV105121,REST1064,USER6548,5.0,Overpriced for what you get. Won't be returning.,2023-12-23,3,4,3,5,5,48,Very Positive,4.2
REV105122,REST1021,USER6197,4.3,Overpriced for what you get. Won't be returning.,2023-10-25,5,2,2,4,5,48,Positive,3.1199999999999997
REV105123,REST1050,USER5380,5.0,Amazing flavors and generous portions. Highly recommended!,2023-02-28,2,5,2,1,2,58,Very Positive,3.7
REV105124,REST1066,USER7154,3.6,Not worth the hype. There are better options nearby.,2023-09-22,4,4,5,5,1,52,Positive,4.24
REV105125,REST1119,USER5875,3.5,Not worth the hype. There are better options nearby.,2023-02-02,3,5,3,4,4,52,Neutral,3.6999999999999997
REV105126,REST1034,USER5057,3.1,Great food and excellent service! Will definitely come back.,2023-10-26,2,3,4,2,2,60,Neutral,3.2400000000000007
REV105127,REST1082,USER6805,4.8,Best Japanese in town! The Ramen was incredible.,2023-09-11,1,5,2,4,1,48,Very Positive,3.92
REV105128,REST1166,USER5388,4.6,Cozy atmosphere and friendly staff. Perfect for date night.,2023-09-21,4,4,3,3,3,59,Very Positive,3.84
REV105129,REST1049,USER7056,3.5,Great food and excellent service! Will definitely come back.,2023-01-27,2,4,3,3,2,60,Neutral,3.3999999999999995
REV105130,REST1015,USER5996,5.0,Average experience. Food was okay but nothing special.,2023-02-13,4,4,2,4,1,54,Very Positive,3.8000000000000003
REV105131,REST1079,USER6329,5.0,Disappointing. Service was slow and food was cold.,2023-02-17,6,1,5,1,1,50,Very Positive,3.8000000000000003
REV105132,REST1016,USER6774,4.3,Best Seafood in town! The Fish Tacos was incredible.,2023-09-04,3,2,1,3,4,52,Positive,2.7199999999999998
REV105133,REST1136,USER7585,3.8,Cozy atmosphere and friendly staff. Perfect for date night.,2023-02-23,4,4,2,2,5,59,Positive,3.12
REV105134,REST1003,USER7247,4.9,Food was good but the wait was too long.,2023-08-22,3,3,1,4,1,40,Very Positive,3.2600000000000002
REV105135,REST1024,USER7584,3.5,Great food and excellent service! Will definitely come back.,2023-09-26,7,3,4,4,4,60,Neutral,3.6
REV105136,REST1081,USER5527,3.6,Cozy atmosphere and friendly staff. Perfect for date night.,2023-06-19,5,5,3,1,3,59,Positive,3.44
REV105137,REST1194,USER6665,3.7,Food was good but the wait was too long.,2023-11-25,4,5,4,3,3,40,Positive,3.9800000000000004
REV105138,REST1140,USER6752,3.6,Great food and excellent service! Will definitely come back.,2023-10-24,2,5,5,2,3,60,Positive,4.140000000000001
REV105139,REST1168,USER7955,3.5,Disappointing. Service was slow and food was cold.,2023-02-06,5,1,4,5,4,50,Neutral,3.3000000000000003
REV105140,REST1095,USER7894,3.7,Best Mediterranean in town! The Falafel was incredible.,2023-04-11,2,1,3,5,1,55,Positive,3.08
REV105141,REST1003,USER5216,4.3,Cozy atmosphere and friendly staff. Perfect for date night.,2023-04-05,1,2,5,5,3,59,Positive,4.119999999999999
REV105142,REST1049,USER7057,3.3,Great food and excellent service! Will definitely come back.,2023-08-10,4,3,2,1,1,60,Neutral,2.62
REV105143,REST1085,USER7765,5.0,Overpriced for what you get. Won't be returning.,2023-06-17,2,5,3,2,1,48,Very Positive,4.1
REV105144,REST1035,USER5391,3.7,Amazing flavors and generous portions. Highly recommended!,2023-02-19,1,2,1,3,1,58,Positive,2.4800000000000004
REV105145,REST1074,USER6653,5.0,Amazing flavors and generous portions. Highly recommended!,2023-07-29,4,2,5,2,1,58,Very Positive,4.1
REV105146,REST1122,USER6290,3.6,Great food and excellent service! Will definitely come back.,2023-02-08,0,3,4,4,4,60,Positive,3.64
REV105147,REST1065,USER5078,5.0,Overpriced for what you get. Won't be returning.,2023-02-18,0,3,3,3,2,48,Very Positive,3.8
REV105148,REST1102,USER5842,3.9,Cozy atmosphere and friendly staff. Perfect for date night.,2023-09-23,3,5,5,3,4,59,Positive,4.36
REV105149,REST1036,USER5559,5.0,Amazing flavors and generous portions. Highly recommended!,2023-05-23,6,3,2,4,1,58,Very Positive,3.6
REV105150,REST1009,USER5950,4.7,Great food and excellent service! Will definitely come back.,2023-10-28,6,1,2,4,5,60,Very Positive,3.08
REV105151,REST1033,USER5193,4.8,Amazing flavors and generous portions. Highly recommended!,2023-07-10,1,2,5,5,4,58,Very Positive,4.32
REV105152,REST1096,USER5391,4.9,Amazing flavors and generous portions. Highly recommended!,2023-12-06,7,5,2,2,4,58,Very Positive,3.7600000000000002
REV105153,REST1189,USER5309,4.6,Not worth the hype. There are better options nearby.,2023-02-28,4,4,1,4,3,52,Very Positive,3.3399999999999994
REV105154,REST1194,USER7188,4.9,Disappointing. Service was slow and food was cold.,2023-06-07,4,4,3,4,1,50,Very Positive,4.0600000000000005
REV105155,REST1053,USER5788,3.3,Disappointing. Service was slow and food was cold.,2023-04-27,3,5,1,2,4,50,Neutral,2.8200000000000003
REV105156,REST1164,USER5743,5.0,Amazing flavors and generous portions. Highly recommended!,2023-09-22,1,5,2,4,5,58,Very Positive,4.0
REV105157,REST1096,USER5648,3.9,Average experience. Food was okay but nothing special.,2023-05-05,0,3,5,3,2,54,Positive,3.96
REV105158,REST1187,USER6374,5.0,Not worth the hype. There are better options nearby.,2023-07-30,4,1,2,2,4,52,Very Positive,3.0000000000000004
REV105159,REST1173,USER5517,4.6,Best Chinese in town! The Fried Rice was incredible.,2023-04-21,2,2,5,3,2,52,Very Positive,4.04
REV105160,REST1077,USER6222,4.5,Amazing flavors and generous portions. Highly recommended!,2023-06-02,2,3,4,1,2,58,Positive,3.7
