user_id,join_date,location,review_count,helpfulness_score,user_tenure_days,user_activity
USER5988,2020-12-05,City 14,11,3.09,1820,Active
USER5989,2022-06-15,City 15,10,3.18,1263,Active
USER5990,2020-03-30,City 1,20,0.93,2070,Active
USER5991,2022-04-21,City 2,18,2.86,1318,Active
USER5992,2022-01-16,City 3,15,2.37,1413,Active
USER5993,2023-10-17,City 4,13,4.35,774,Active
USER5994,2021-05-01,City 5,12,3.08,1673,Active
USER5995,2022-06-28,City 6,16,3.63,1250,Active
USER5996,2023-06-04,City 7,15,3.22,909,Active
USER5997,2021-08-06,City 8,12,3.52,1576,Active
USER5998,2022-07-08,City 9,25,4.49,1240,Super Reviewer
USER5999,2021-04-24,City 10,21,3.47,1680,Super Reviewer
USER6000,2022-12-29,City 11,16,3.96,1066,Active
USER6001,2021-05-04,City 12,8,3.4,1670,Active
USER6002,2021-09-25,City 13,16,4.28,1526,Active
USER6003,2022-08-18,City 14,21,4.23,1199,Super Reviewer
USER6004,2021-02-01,City 15,10,4.74,1762,Active
USER6005,2022-01-23,City 1,12,1.45,1406,Active
USER6006,2023-10-21,City 2,19,3.25,770,Active
USER6007,2023-03-14,City 3,12,2.25,991,Active
USER6008,2022-06-21,City 4,12,4.01,1257,Active
USER6009,2022-08-03,City 5,17,4.94,1214,Active
USER6010,2021-07-31,City 6,16,3.21,1582,Active
USER6011,2022-02-21,City 7,18,2.23,1377,Active
USER6012,2022-10-26,City 8,17,3.39,1130,Active
USER6013,2022-12-16,City 9,13,3.26,1079,Active
USER6014,2022-05-07,City 10,9,4.04,1302,Active
USER6015,2020-11-27,City 11,22,2.08,1828,Super Reviewer
USER6016,2021-02-12,City 12,9,4.53,1751,Active
USER6017,2023-05-23,City 13,9,4.36,921,Active
USER6018,2020-10-10,City 14,18,2.74,1876,Active
USER6019,2021-05-27,City 15,12,3.16,1647,Active
USER6020,2020-04-16,City 1,15,2.5,2053,Active
USER6021,2023-08-06,City 2,24,3.34,846,Super Reviewer
USER6022,2022-09-11,City 3,15,2.09,1175,Active
USER6023,2022-01-30,City 4,15,3.8,1399,Active
USER6024,2023-02-09,City 5,16,2.18,1024,Active
USER6025,2020-07-29,City 6,12,3.14,1949,Active
USER6026,2023-12-27,City 7,13,4.17,703,Active
USER6027,2022-11-22,City 8,14,0.82,1103,Active
USER6028,2020-09-12,City 9,16,2.92,1904,Active
USER6029,2021-08-06,City 10,13,1.58,1576,Active
USER6030,2020-06-20,City 11,14,2.96,1988,Active
USER6031,2020-11-24,City 12,17,4.06,1831,Active
USER6032,2021-07-12,City 13,10,4.31,1601,Active
USER6033,2022-07-09,City 14,10,3.92,1239,Active
USER6034,2022-11-17,City 15,17,3.0,1108,Active
USER6035,2020-10-28,City 1,15,3.44,1858,Active
USER6036,2022-06-14,City 2,16,3.55,1264,Active
USER6037,2020-07-06,City 3,14,4.03,1972,Active
USER6038,2021-03-30,City 4,20,2.66,1705,Active
USER6039,2022-07-12,City 5,9,3.13,1236,Active
USER6040,2021-12-16,City 6,16,1.97,1444,Active
USER6041,2020-02-24,City 7,8,3.01,2105,Active
USER6042,2022-04-29,City 8,9,4.35,1310,Active
USER6043,2020-04-19,City 9,15,3.05,2050,Active
USER6044,2022-03-22,City 10,17,2.43,1348,Active
USER6045,2022-10-25,City 11,13,2.02,1131,Active
USER6046,2022-02-04,City 12,16,1.95,1394,Active
USER6047,2021-04-27,City 13,13,1.23,1677,Active
USER6048,2022-03-01,City 14,15,0.62,1369,Active
USER6049,2020-06-16,City 15,17,2.82,1992,Active
USER6050,2022-02-06,City 1,13,1.67,1392,Active
USER6051,2021-04-04,City 2,17,2.22,1700,Active
USER6052,2020-02-27,City 3,17,3.77,2102,Active
USER6053,2021-10-14,City 4,18,2.58,1507,Active
USER6054,2020-07-21,City 5,14,3.1,1957,Active
USER6055,2023-08-24,City 6,12,1.27,828,Active
USER6056,2021-11-17,City 7,13,4.66,1473,Active
USER6057,2020-10-26,City 8,13,3.78,1860,Active
USER6058,2020-10-08,City 9,10,2.12,1878,Active
USER6059,2020-03-19,City 10,13,2.68,2081,Active
USER6060,2021-08-10,City 11,14,3.78,1572,Active
USER6061,2022-08-25,City 12,17,2.67,1192,Active
USER6062,2023-11-26,City 13,17,1.88,734,Active
USER6063,2020-10-11,City 14,10,3.88,1875,Active
USER6064,2023-12-15,City 15,16,4.26,715,Active
USER6065,2022-08-18,City 1,14,3.28,1199,Active
USER6066,2022-07-07,City 2,10,4.53,1241,Active
USER6067,2023-06-14,City 3,11,3.97,899,Active
USER6068,2020-01-11,City 4,16,4.05,2149,Active
USER6069,2020-06-11,City 5,20,3.4,1997,Active
USER6070,2020-02-08,City 6,13,0.82,2121,Active
USER6071,2021-06-08,City 7,15,4.25,1635,Active
USER6072,2021-03-17,City 8,14,2.98,1718,Active
USER6073,2020-11-02,City 9,10,2.9,1853,Active
USER6074,2023-01-28,City 10,14,3.05,1036,Active
USER6075,2023-05-31,City 11,18,4.51,913,Active
USER6076,2022-12-16,City 12,19,1.86,1079,Active
USER6077,2022-05-16,City 13,15,2.92,1293,Active
USER6078,2020-08-15,City 14,10,3.88,1932,Active
USER6079,2021-08-13,City 15,27,2.2,1569,Super Reviewer
USER6080,2021-05-01,City 1,18,2.52,1673,Active
USER6081,2021-09-08,City 2,14,3.54,1543,Active
USER6082,2020-09-06,City 3,17,3.43,1910,Active
USER6083,2020-04-07,City 4,12,3.87,2062,Active
USER6084,2021-05-03,City 5,14,4.28,1671,Active
USER6085,2022-05-09,City 6,14,4.01,1300,Active
USER6086,2023-08-01,City 7,16,2.58,851,Active
USER6087,2023-06-29,City 8,14,2.23,884,Active
USER6088,2022-07-25,City 9,14,4.68,1223,Active
USER6089,2020-05-08,City 10,16,3.44,2031,Active
USER6090,2020-08-15,City 11,19,0.66,1932,Active
USER6091,2022-10-20,City 12,19,3.22,1136,Active
USER6092,2023-05-07,City 13,19,3.96,937,Active
USER6093,2023-01-02,City 14,15,3.93,1062,Active
USER6094,2020-02-03,City 15,11,3.52,2126,Active
USER6095,2023-07-18,City 1,16,1.94,865,Active
USER6096,2022-11-21,City 2,18,3.56,1104,Active
USER6097,2023-03-23,City 3,11,2.5,982,Active
USER6098,2021-05-10,City 4,8,1.53,1664,Active
USER6099,2020-10-21,City 5,10,1.89,1865,Active
USER6100,2021-08-19,City 6,11,4.02,1563,Active
USER6101,2022-05-29,City 7,15,2.54,1280,Active
USER6102,2020-01-04,City 8,14,1.84,2156,Active
USER6103,2023-06-13,City 9,10,4.09,900,Active
USER6104,2021-12-23,City 10,7,3.48,1437,Active
USER6105,2021-05-07,City 11,16,2.44,1667,Active
USER6106,2023-03-14,City 12,20,1.39,991,Active
USER6107,2022-05-03,City 13,25,2.81,1306,Super Reviewer
USER6108,2021-01-18,City 14,9,3.29,1776,Active
USER6109,2023-09-22,City 15,11,3.13,799,Active
USER6110,2023-09-30,City 1,17,4.21,791,Active
USER6111,2020-06-24,City 2,23,4.33,1984,Super Reviewer
USER6112,2022-12-08,City 3,12,3.99,1087,Active
USER6113,2022-01-08,City 4,11,4.42,1421,Active
USER6114,2020-05-18,City 5,10,2.55,2021,Active
USER6115,2022-12-13,City 6,12,2.5,1082,Active
USER6116,2023-01-19,City 7,23,3.54,1045,Super Reviewer
USER6117,2022-11-05,City 8,14,2.69,1120,Active
USER6118,2022-11-05,City 9,8,2.61,1120,Active
USER6119,2023-02-08,City 10,17,4.17,1025,Active
USER6120,2020-02-11,City 11,14,4.7,2118,Active
USER6121,2022-03-10,City 12,14,3.22,1360,Active
USER6122,2022-08-20,City 13,13,3.3,1197,Active
USER6123,2020-03-30,City 14,16,4.51,2070,Active
USER6124,2023-07-25,City 15,13,1.98,858,Active
USER6125,2022-03-03,City 1,12,2.99,1367,Active
USER6126,2022-02-03,City 2,11,2.79,1395,Active
USER6127,2021-06-03,City 3,17,2.08,1640,Active
USER6128,2020-02-03,City 4,15,2.74,2126,Active
USER6129,2022-01-01,City 5,8,2.67,1428,Active
USER6130,2020-05-18,City 6,13,3.73,2021,Active
USER6131,2021-12-07,City 7,11,2.57,1453,Active
USER6132,2021-05-08,City 8,11,3.87,1666,Active
USER6133,2023-09-07,City 9,13,4.16,814,Active
USER6134,2023-07-10,City 10,14,2.57,873,Active
USER6135,2020-07-31,City 11,20,1.81,1947,Active
USER6136,2023-04-06,City 12,17,3.17,968,Active
USER6137,2021-11-11,City 13,14,3.48,1479,Active
USER6138,2020-09-30,City 14,14,1.98,1886,Active
USER6139,2020-03-31,City 15,17,2.83,2069,Active
USER6140,2021-12-22,City 1,10,2.79,1438,Active
USER6141,2023-01-23,City 2,23,3.88,1041,Super Reviewer
USER6142,2021-11-24,City 3,11,3.53,1466,Active
USER6143,2023-08-09,City 4,17,1.9,843,Active
USER6144,2020-12-24,City 5,14,2.64,1801,Active
USER6145,2023-11-03,City 6,16,3.62,757,Active
USER6146,2022-08-09,City 7,10,2.53,1208,Active
USER6147,2023-11-25,City 8,16,4.21,735,Active
USER6148,2022-09-07,City 9,11,4.09,1179,Active
USER6149,2023-07-17,City 10,18,4.34,866,Active
USER6150,2021-01-08,City 11,12,4.05,1786,Active
USER6151,2020-10-03,City 12,16,3.97,1883,Active
USER6152,2020-05-09,City 13,18,3.73,2030,Active
USER6153,2022-07-26,City 14,15,1.69,1222,Active
USER6154,2020-03-16,City 15,12,4.8,2084,Active
USER6155,2021-08-23,City 1,16,1.17,1559,Active
USER6156,2021-02-16,City 2,12,2.14,1747,Active
USER6157,2020-03-30,City 3,15,3.85,2070,Active
USER6158,2021-02-12,City 4,18,3.71,1751,Active
USER6159,2020-03-26,City 5,11,2.93,2074,Active
USER6160,2021-10-08,City 6,9,2.51,1513,Active
USER6161,2021-09-27,City 7,16,2.03,1524,Active
USER6162,2022-11-21,City 8,15,3.59,1104,Active
USER6163,2022-03-26,City 9,11,4.31,1344,Active
USER6164,2023-01-17,City 10,20,2.8,1047,Active
USER6165,2022-08-27,City 11,21,2.55,1190,Super Reviewer
USER6166,2021-06-02,City 12,19,4.06,1641,Active
USER6167,2020-03-15,City 13,16,3.69,2085,Active
USER6168,2023-08-17,City 14,12,3.2,835,Active
USER6169,2021-01-26,City 15,12,3.89,1768,Active
USER6170,2021-08-08,City 1,16,4.24,1574,Active
USER6171,2022-01-01,City 2,14,3.78,1428,Active
USER6172,2020-04-07,City 3,8,3.92,2062,Active
USER6173,2023-09-04,City 4,11,1.95,817,Active
USER6174,2021-11-10,City 5,11,3.36,1480,Active
USER6175,2021-07-13,City 6,14,2.49,1600,Active
USER6176,2020-09-11,City 7,17,4.8,1905,Active
USER6177,2022-01-23,City 8,22,3.14,1406,Super Reviewer
USER6178,2022-06-13,City 9,14,4.11,1265,Active
USER6179,2022-03-30,City 10,17,4.47,1340,Active
USER6180,2022-06-19,City 11,18,3.2,1259,Active
USER6181,2022-03-02,City 12,20,1.18,1368,Active
USER6182,2021-11-25,City 13,12,3.82,1465,Active
USER6183,2021-01-17,City 14,12,3.73,1777,Active
USER6184,2022-10-13,City 15,15,1.94,1143,Active
USER6185,2023-11-18,City 1,12,3.82,742,Active
USER6186,2022-10-15,City 2,18,4.38,1141,Active
USER6187,2022-01-22,City 3,14,2.67,1407,Active
USER6188,2022-11-29,City 4,22,0.93,1096,Super Reviewer
USER6189,2021-06-30,City 5,18,3.47,1613,Active
USER6190,2020-06-18,City 6,14,2.28,1990,Active
USER6191,2022-05-19,City 7,17,0.72,1290,Active
USER6192,2020-06-10,City 8,16,1.42,1998,Active
USER6193,2022-05-31,City 9,15,2.27,1278,Active
USER6194,2023-05-18,City 10,14,2.69,926,Active
USER6195,2021-01-04,City 11,18,3.57,1790,Active
USER6196,2023-01-22,City 12,14,3.79,1042,Active
USER6197,2021-08-24,City 13,11,3.84,1558,Active
USER6198,2021-10-19,City 14,21,3.05,1502,Super Reviewer
USER6199,2020-07-29,City 15,20,1.75,1949,Active
USER6200,2020-06-12,City 1,24,3.89,1996,Super Reviewer
USER6201,2021-11-02,City 2,13,2.13,1488,Active
USER6202,2023-09-15,City 3,15,3.04,806,Active
USER6203,2021-08-28,City 4,12,4.33,1554,Active
USER6204,2021-09-19,City 5,13,4.58,1532,Active
USER6205,2022-07-02,City 6,10,4.54,1246,Active
USER6206,2023-05-19,City 7,23,2.03,925,Super Reviewer
USER6207,2022-05-22,City 8,13,2.32,1287,Active
USER6208,2020-12-07,City 9,17,4.7,1818,Active
USER6209,2023-11-13,City 10,10,3.12,747,Active
USER6210,2022-06-28,City 11,13,3.83,1250,Active
USER6211,2021-12-20,City 12,23,0.99,1440,Super Reviewer
USER6212,2022-07-04,City 13,20,4.07,1244,Active
USER6213,2020-03-27,City 14,17,2.58,2073,Active
USER6214,2021-12-23,City 15,17,3.8,1437,Active
USER6215,2023-06-13,City 1,20,3.09,900,Active
USER6216,2022-06-09,City 2,15,2.8,1269,Active
USER6217,2021-07-16,City 3,14,3.59,1597,Active
USER6218,2023-08-02,City 4,19,2.97,850,Active
USER6219,2020-04-27,City 5,11,2.98,2042,Active
USER6220,2020-06-02,City 6,15,2.13,2006,Active
USER6221,2023-10-06,City 7,14,2.01,785,Active
USER6222,2023-07-29,City 8,19,3.05,854,Active
USER6223,2022-04-11,City 9,17,2.46,1328,Active
USER6224,2022-01-14,City 10,13,2.92,1415,Active
USER6225,2022-11-16,City 11,18,2.8,1109,Active
USER6226,2023-10-23,City 12,14,4.38,768,Active
USER6227,2020-11-23,City 13,17,2.14,1832,Active
USER6228,2020-03-04,City 14,12,2.78,2096,Active
USER6229,2020-10-19,City 15,23,3.81,1867,Super Reviewer
USER6230,2023-05-29,City 1,18,2.39,915,Active
USER6231,2023-10-20,City 2,10,4.19,771,Active
USER6232,2022-06-16,City 3,13,2.66,1262,Active
USER6233,2020-03-12,City 4,13,3.77,2088,Active
USER6234,2020-09-15,City 5,14,3.59,1901,Active
USER6235,2020-05-17,City 6,15,3.93,2022,Active
USER6236,2021-04-28,City 7,12,4.4,1676,Active
USER6237,2023-08-14,City 8,17,1.09,838,Active
USER6238,2022-01-20,City 9,14,3.53,1409,Active
USER6239,2022-01-11,City 10,19,3.94,1418,Active
USER6240,2022-02-23,City 11,19,4.45,1375,Active
USER6241,2023-03-07,City 12,14,0.88,998,Active
USER6242,2020-03-07,City 13,12,2.15,2093,Active
USER6243,2023-05-24,City 14,15,3.24,920,Active
USER6244,2020-11-10,City 15,14,3.71,1845,Active
USER6245,2023-10-22,City 1,13,3.91,769,Active
USER6246,2022-07-10,City 2,11,1.74,1238,Active
USER6247,2022-01-29,City 3,11,4.57,1400,Active
USER6248,2022-01-31,City 4,21,2.6,1398,Super Reviewer
USER6249,2022-06-28,City 5,18,1.94,1250,Active
USER6250,2020-06-06,City 6,10,4.64,2002,Active
USER6251,2023-03-21,City 7,14,4.22,984,Active
USER6252,2020-10-08,City 8,15,3.41,1878,Active
USER6253,2022-12-20,City 9,13,2.29,1075,Active
USER6254,2022-01-21,City 10,18,1.51,1408,Active
USER6255,2022-03-26,City 11,12,3.86,1344,Active
USER6256,2021-10-05,City 12,11,3.71,1516,Active
USER6257,2023-08-23,City 13,14,3.37,829,Active
USER6258,2021-07-24,City 14,13,4.03,1589,Active
USER6259,2021-05-26,City 15,17,2.68,1648,Active
USER6260,2020-08-20,City 1,18,1.91,1927,Active
USER6261,2020-02-23,City 2,20,4.8,2106,Active
USER6262,2021-01-16,City 3,17,2.52,1778,Active
USER6263,2022-10-19,City 4,12,3.67,1137,Active
USER6264,2022-11-26,City 5,13,3.63,1099,Active
USER6265,2022-03-03,City 6,12,3.38,1367,Active
USER6266,2023-02-24,City 7,8,3.86,1009,Active
USER6267,2020-08-29,City 8,16,2.83,1918,Active
USER6268,2021-06-20,City 9,14,2.53,1623,Active
USER6269,2021-06-17,City 10,15,1.82,1626,Active
USER6270,2023-12-12,City 11,7,2.55,718,Active
USER6271,2022-07-02,City 12,12,2.44,1246,Active
USER6272,2021-03-15,City 13,10,2.89,1720,Active
USER6273,2023-06-07,City 14,10,4.87,906,Active
USER6274,2021-08-07,City 15,21,3.04,1575,Super Reviewer
USER6275,2023-11-22,City 1,19,1.82,738,Active
USER6276,2022-10-02,City 2,12,1.85,1154,Active
USER6277,2021-02-13,City 3,11,1.25,1750,Active
USER6278,2020-09-08,City 4,21,2.81,1908,Super Reviewer
USER6279,2020-10-04,City 5,21,2.62,1882,Super Reviewer
USER6280,2020-05-31,City 6,12,4.66,2008,Active
USER6281,2022-07-14,City 7,13,2.44,1234,Active
USER6282,2020-12-19,City 8,15,3.88,1806,Active
USER6283,2023-12-31,City 9,17,3.04,699,Active
USER6284,2022-06-30,City 10,13,3.86,1248,Active
USER6285,2020-06-28,City 11,17,4.36,1980,Active
USER6286,2023-10-28,City 12,15,1.29,763,Active
USER6287,2021-10-16,City 13,13,0.32,1505,Active
USER6288,2023-09-29,City 14,13,4.36,792,Active
USER6289,2021-12-12,City 15,11,3.68,1448,Active
USER6290,2023-12-24,City 1,23,1.34,706,Super Reviewer
USER6291,2020-05-12,City 2,18,3.92,2027,Active
USER6292,2023-01-31,City 3,18,1.15,1033,Active
USER6293,2023-01-15,City 4,16,3.3,1049,Active
USER6294,2021-08-17,City 5,16,3.28,1565,Active
USER6295,2021-09-06,City 6,8,3.73,1545,Active
USER6296,2020-11-18,City 7,13,4.27,1837,Active
USER6297,2023-12-28,City 8,13,2.32,702,Active
USER6298,2023-12-24,City 9,16,3.67,706,Active
USER6299,2023-12-05,City 10,14,3.65,725,Active
USER6300,2023-07-30,City 11,11,3.89,853,Active
USER6301,2020-12-22,City 12,13,4.04,1803,Active
USER6302,2022-01-10,City 13,16,3.37,1419,Active
USER6303,2022-11-07,City 14,13,1.69,1118,Active
USER6304,2021-04-04,City 15,11,0.49,1700,Active
USER6305,2020-09-05,City 1,19,3.84,1911,Active
USER6306,2021-02-15,City 2,13,1.76,1748,Active
USER6307,2020-10-11,City 3,13,3.84,1875,Active
USER6308,2021-04-29,City 4,16,2.27,1675,Active
USER6309,2022-10-08,City 5,14,2.92,1148,Active
USER6310,2020-02-23,City 6,10,0.86,2106,Active
USER6311,2022-01-09,City 7,9,0.97,1420,Active
USER6312,2023-02-08,City 8,10,4.92,1025,Active
USER6313,2023-03-18,City 9,22,2.8,987,Super Reviewer
USER6314,2022-01-25,City 10,26,2.7,1404,Super Reviewer
USER6315,2022-08-15,City 11,18,3.09,1202,Active
USER6316,2023-02-03,City 12,20,1.8,1030,Active
USER6317,2020-09-22,City 13,15,3.83,1894,Active
USER6318,2023-06-07,City 14,11,1.93,906,Active
USER6319,2020-06-25,City 15,13,4.15,1983,Active
USER6320,2020-05-14,City 1,18,2.58,2025,Active
USER6321,2021-09-25,City 2,16,2.53,1526,Active
USER6322,2022-03-26,City 3,6,1.79,1344,Active
USER6323,2022-09-07,City 4,15,4.46,1179,Active
USER6324,2022-12-12,City 5,14,2.46,1083,Active
USER6325,2022-04-21,City 6,25,1.85,1318,Super Reviewer
USER6326,2022-04-18,City 7,15,4.25,1321,Active
USER6327,2023-03-23,City 8,21,2.3,982,Super Reviewer
USER6328,2020-05-31,City 9,13,3.8,2008,Active
USER6329,2020-09-13,City 10,20,3.0,1903,Active
USER6330,2021-10-11,City 11,16,3.18,1510,Active
USER6331,2023-08-08,City 12,14,3.33,844,Active
USER6332,2020-05-31,City 13,14,3.37,2008,Active
USER6333,2022-07-10,City 14,14,1.48,1238,Active
USER6334,2022-08-12,City 15,13,1.91,1205,Active
USER6335,2023-10-24,City 1,11,2.39,767,Active
USER6336,2022-11-25,City 2,15,2.56,1100,Active
USER6337,2021-12-06,City 3,12,4.25,1454,Active
USER6338,2020-09-19,City 4,15,4.29,1897,Active
USER6339,2023-02-03,City 5,24,4.45,1030,Super Reviewer
USER6340,2023-08-03,City 6,15,4.82,849,Active
USER6341,2023-04-18,City 7,15,1.62,956,Active
USER6342,2021-01-07,City 8,12,3.35,1787,Active
USER6343,2020-09-21,City 9,10,4.58,1895,Active
USER6344,2022-06-05,City 10,16,1.45,1273,Active
USER6345,2022-10-26,City 11,18,4.19,1130,Active
USER6346,2020-04-23,City 12,13,4.62,2046,Active
USER6347,2020-09-11,City 13,10,4.56,1905,Active
USER6348,2022-11-27,City 14,19,4.19,1098,Active
USER6349,2020-11-09,City 15,14,2.48,1846,Active
USER6350,2021-09-14,City 1,20,1.57,1537,Active
USER6351,2020-12-03,City 2,20,3.11,1822,Active
USER6352,2020-11-27,City 3,11,3.69,1828,Active
USER6353,2021-10-22,City 4,11,2.43,1499,Active
USER6354,2023-12-23,City 5,15,1.3,707,Active
USER6355,2021-04-06,City 6,11,3.83,1698,Active
USER6356,2021-12-09,City 7,16,2.38,1451,Active
USER6357,2022-11-28,City 8,17,2.27,1097,Active
USER6358,2021-08-04,City 9,22,4.44,1578,Super Reviewer
USER6359,2020-06-10,City 10,12,3.56,1998,Active
USER6360,2021-05-28,City 11,18,3.93,1646,Active
USER6361,2021-02-06,City 12,13,2.61,1757,Active
USER6362,2023-07-24,City 13,16,4.37,859,Active
USER6363,2023-02-02,City 14,11,0.96,1031,Active
USER6364,2021-07-16,City 15,18,3.6,1597,Active
USER6365,2020-09-13,City 1,11,3.6,1903,Active
USER6366,2023-07-04,City 2,16,3.5,879,Active
USER6367,2021-09-12,City 3,15,4.54,1539,Active
USER6368,2023-06-12,City 4,13,3.44,901,Active
USER6369,2022-12-28,City 5,11,3.64,1067,Active
USER6370,2020-07-10,City 6,11,3.98,1968,Active
USER6371,2022-10-26,City 7,14,2.6,1130,Active
USER6372,2023-08-05,City 8,14,4.14,847,Active
USER6373,2020-12-11,City 9,16,3.32,1814,Active
USER6374,2023-04-27,City 10,15,1.87,947,Active
USER6375,2023-04-04,City 11,18,4.2,970,Active
USER6376,2020-11-11,City 12,15,4.74,1844,Active
USER6377,2020-12-16,City 13,22,3.66,1809,Super Reviewer
USER6378,2023-09-11,City 14,16,2.47,810,Active
USER6379,2023-07-02,City 15,15,3.67,881,Active
USER6380,2023-05-24,City 1,16,2.89,920,Active
USER6381,2021-11-22,City 2,15,3.43,1468,Active
USER6382,2023-02-28,City 3,8,2.83,1005,Active
USER6383,2020-03-25,City 4,19,1.12,2075,Active
USER6384,2020-02-28,City 5,11,3.4,2101,Active
USER6385,2020-06-15,City 6,18,4.54,1993,Active
USER6386,2020-04-03,City 7,16,1.77,2066,Active
USER6387,2023-08-06,City 8,5,4.09,846,Casual
USER6388,2023-03-27,City 9,19,3.24,978,Active
USER6389,2021-06-26,City 10,20,4.13,1617,Active
USER6390,2023-08-26,City 11,14,4.51,826,Active
USER6391,2021-03-07,City 12,14,2.88,1728,Active
USER6392,2023-03-17,City 13,16,2.79,988,Active
USER6393,2022-05-03,City 14,13,3.12,1306,Active
USER6394,2023-06-19,City 15,13,3.51,894,Active
USER6395,2023-08-01,City 1,16,1.22,851,Active
USER6396,2020-03-03,City 2,12,2.21,2097,Active
USER6397,2022-10-16,City 3,14,3.78,1140,Active
USER6398,2023-07-08,City 4,18,3.94,875,Active
USER6399,2023-01-22,City 5,13,2.9,1042,Active
USER6400,2021-08-16,City 6,7,1.96,1566,Active
USER6401,2023-08-07,City 7,21,3.8,845,Super Reviewer
USER6402,2021-09-10,City 8,15,2.44,1541,Active
USER6403,2022-09-16,City 9,13,3.33,1170,Active
USER6404,2021-05-16,City 10,16,4.64,1658,Active
USER6405,2023-11-03,City 11,9,4.62,757,Active
USER6406,2022-04-11,City 12,25,2.48,1328,Super Reviewer
USER6407,2021-09-01,City 13,16,3.77,1550,Active
USER6408,2022-07-17,City 14,16,3.84,1231,Active
USER6409,2020-05-29,City 15,16,1.94,2010,Active
USER6410,2023-11-11,City 1,14,2.34,749,Active
USER6411,2020-05-02,City 2,16,1.52,2037,Active
USER6412,2020-11-19,City 3,13,3.45,1836,Active
USER6413,2022-06-19,City 4,21,2.7,1259,Super Reviewer
USER6414,2022-05-01,City 5,17,3.82,1308,Active
USER6415,2022-09-18,City 6,11,1.97,1168,Active
USER6416,2022-08-09,City 7,15,3.46,1208,Active
USER6417,2021-02-21,City 8,16,2.41,1742,Active
USER6418,2021-11-27,City 9,13,1.13,1463,Active
USER6419,2023-05-27,City 10,11,2.85,917,Active
USER6420,2020-10-21,City 11,11,1.38,1865,Active
USER6421,2021-10-02,City 12,14,4.19,1519,Active
USER6422,2021-10-15,City 13,14,4.62,1506,Active
USER6423,2021-12-08,City 14,20,4.13,1452,Active
USER6424,2022-03-27,City 15,15,3.47,1343,Active
USER6425,2020-09-24,City 1,14,2.04,1892,Active
USER6426,2022-01-28,City 2,17,4.5,1401,Active
USER6427,2022-11-20,City 3,23,2.03,1105,Super Reviewer
USER6428,2023-02-24,City 4,13,3.68,1009,Active
USER6429,2020-08-05,City 5,11,3.66,1942,Active
USER6430,2021-10-15,City 6,18,4.11,1506,Active
USER6431,2021-05-10,City 7,14,2.03,1664,Active
USER6432,2022-08-13,City 8,17,2.61,1204,Active
USER6433,2020-09-07,City 9,19,2.21,1909,Active
USER6434,2021-07-01,City 10,20,3.25,1612,Active
USER6435,2022-07-09,City 11,23,2.14,1239,Super Reviewer
USER6436,2021-05-22,City 12,13,4.43,1652,Active
USER6437,2020-10-15,City 13,14,3.09,1871,Active
USER6438,2020-07-17,City 14,14,3.64,1961,Active
USER6439,2020-04-13,City 15,12,3.01,2056,Active
USER6440,2021-08-17,City 1,13,4.3,1565,Active
USER6441,2022-02-25,City 2,11,0.86,1373,Active
USER6442,2023-06-14,City 3,14,1.23,899,Active
USER6443,2022-05-06,City 4,16,4.26,1303,Active
USER6444,2021-05-23,City 5,10,3.76,1651,Active
USER6445,2020-11-23,City 6,17,4.48,1832,Active
USER6446,2021-11-01,City 7,17,3.41,1489,Active
USER6447,2023-03-29,City 8,15,3.16,976,Active
USER6448,2021-10-02,City 9,17,3.22,1519,Active
USER6449,2021-01-23,City 10,15,3.02,1771,Active
USER6450,2020-11-22,City 11,18,2.3,1833,Active
USER6451,2022-10-17,City 12,14,3.1,1139,Active
USER6452,2022-11-20,City 13,14,2.92,1105,Active
USER6453,2022-08-14,City 14,17,2.02,1203,Active
USER6454,2022-10-18,City 15,20,3.8,1138,Active
USER6455,2021-09-23,City 1,8,3.32,1528,Active
USER6456,2022-10-15,City 2,14,2.08,1141,Active
USER6457,2020-02-17,City 3,16,3.38,2112,Active
USER6458,2020-07-03,City 4,12,3.32,1975,Active
USER6459,2022-03-16,City 5,20,1.92,1354,Active
USER6460,2022-11-01,City 6,11,3.46,1124,Active
USER6461,2022-07-25,City 7,12,1.79,1223,Active
USER6462,2021-05-08,City 8,15,2.28,1666,Active
USER6463,2021-03-16,City 9,11,3.99,1719,Active
USER6464,2023-04-09,City 10,23,2.43,965,Super Reviewer
USER6465,2021-12-23,City 11,11,2.41,1437,Active
USER6466,2020-04-09,City 12,14,2.0,2060,Active
USER6467,2020-04-13,City 13,9,2.99,2056,Active
USER6468,2021-07-30,City 14,12,3.12,1583,Active
USER6469,2022-10-10,City 15,5,2.19,1146,Casual
USER6470,2023-05-08,City 1,18,2.72,936,Active
USER6471,2023-09-01,City 2,15,3.11,820,Active
USER6472,2023-10-09,City 3,14,2.35,782,Active
USER6473,2022-08-21,City 4,19,3.71,1196,Active
USER6474,2021-08-08,City 5,14,3.28,1574,Active
USER6475,2023-01-04,City 6,15,2.06,1060,Active
USER6476,2020-01-17,City 7,13,2.59,2143,Active
USER6477,2020-08-08,City 8,15,2.0,1939,Active
USER6478,2022-06-01,City 9,10,4.2,1277,Active
USER6479,2020-10-01,City 10,12,3.91,1885,Active
USER6480,2021-06-25,City 11,7,1.52,1618,Active
USER6481,2022-01-19,City 12,8,3.22,1410,Active
USER6482,2022-04-05,City 13,14,3.04,1334,Active
